anio,jugador,seleccion,amarillas,rojas
2022,Joel Campbell,Costa Rica,1,0
2022,Yannick Carrasco,Bélgica,1,0
2022,Casemiro,Brasil,1,0
2022,Edinson Cavani,Uruguay,1,0
2022,Gue-sung Cho,Corea del Sur,1,0
2022,Andreas Christensen,Dinamarca,1,0
2022,Pathé Ciss,Senegal,1,0
2022,Sebastián Coates,Uruguay,1,0
2022,Eray Cömert,Suiza,1,0
2022,Anthony Contreras,Costa Rica,1,0
2022,Andreas Cornelius,Dinamarca,1,0
2022,Danilo,Brasil,1,0
2022,Achraf Dari,Marruecos,1,0
2022,Alphonso Davies,Canadá,1,0
2022,Frenkie de Jong,Paises Bajos,1,0
2022,Matthijs De Ligt,Paises Bajos,1,0
2022,Ousmane Dembélé,Francia,1,0
2022,Leander Dendoncker,Bélgica,1,0
2022,Memphis Depay,Paises Bajos,1,0
2022,Sergiño Dest,Estados Unidos,1,0
2022,Boulaye Dia,Senegal,1,0
2022,Rúben Dias,Portugal,1,0
2022,Óscar Duarte,Costa Rica,1,0
2022,Mitchell Duke,Australia,1,0
2022,Nico Elvedi,Suiza,1,0
2022,Wataru Endo,Japón,1,0
2022,João Félix,Portugal,1,0
2022,Bruno Fernandes,Portugal,1,0
2022,Enzo Fernandez,Argentina,1,0
2022,Przemyslaw Frankowski,Polonia,1,0
2022,Fred,Brasil,1,0
2022,José María Giménez,Uruguay,1,0
2022,Olivier Giroud,Francia,1,0
2022,Leon Goretzka,Alemania,1,0
2022,Antoine Griezmann,Francia,1,0
2022,Bruno Guimaraes,Brasil,1,0
2022,Érick Gutiérrez,México,1,0
2022,Théo Hernandez,Francia,1,0
2022,Héctor Herrera,México,1,0
2022,Junior Hoilett,Canadá,1,0
2022,Majid Hosseini,Irán,1,0
2022,Hee-chan Hwang,Corea del Sur,1,0
2022,Ismail Jakobs,Senegal,1,0
2022,Abolfazl Jalali,Irán,1,0
2022,Dan James,Gales,1,0
2022,Mathias Jensen,Dinamarca,1,0
2022,Alistair Johnston,Canadá,1,0
2022,Luka Jović,Serbia,1,0
2022,Hossein Kanaani,Irán,1,0
2022,Wajdi Kechrida,Túnez,1,0
2022,Thilo Kehrer,Alemania,1,0
2022,Taha Yassine Khenissi,Túnez,1,0
2022,Young-Gwon Kim,Corea del Sur,1,0
2022,Joshua Kimmich,Alemania,1,0
2022,Jakub Kiwior,Polonia,1,0
2022,Teun Koopmeiners,Paises Bajos,1,0
2022,Kalidou Koulibaly,Senegal,1,0
2022,Jules Koundé,Francia,1,0
2022,Rasmus Kristensen,Dinamarca,1,0
2022,Grzegorz Krychowiak,Polonia,1,0
2022,Mohammed Kudus,Ghana,1,0
2022,Pierre Kunde,Camerún,1,0
2022,Aissa Laidouni,Túnez,1,0
2022,Tariq Lamptey,Ghana,1,0
2022,Noa Lang,Paises Bajos,1,0
2022,Aymeric Laporte,España,1,0
2022,Kang-in Lee,Corea del Sur,1,0
2022,Dominik Livaković,Croacia,1,0
2022,Dejan Lovren,Croacia,1,0
2022,Assim Madibo,Catar,1,0
2022,Abdullah Madu,Arabia Saudita,1,0
2022,Harry Maguire,Inglaterra,1,0
2022,Marquinhos,Brasil,1,0
2022,Lisandro Martinez,Argentina,1,0
2022,Weston McKennie,Estados Unidos,1,0
2022,Nampalys Mendy,Senegal,1,0
2022,Chris Mepham,Gales,1,0
2022,Lionel Messi,Argentina,1,0
2022,Thomas Meunier,Bélgica,1,0
2022,Arkadiusz Milik,Polonia,1,0
2022,Sergej Milinković-Savić,Serbia,1,0
2022,Eder Militao,Brasil,1,0
2022,Kamal Miller,Canadá,1,0
2022,Aleksandar Mitrović,Serbia,1,0
2022,Luka Modric,Croacia,1,0
2022,Ismaeel Mohammad,Catar,1,0
2022,Aaron Mooy,Australia,1,0
2022,Hector Moreno,México,1,0
2022,Rúben Neves,Portugal,1,0
2022,Nicolas Nkoulou,Camerún,1,0
2022,Darwin Núñez,Uruguay,1,0
2022,Mathías Olivera,Uruguay,1,0
2022,Jonathan Osorio,Canadá,1,0
2022,Azzedine Ounahi,Marruecos,1,0
2022,Danilo Pereira,Portugal,1,0
2022,Bruno Petkovic,Croacia,1,0
2022,German Pezzella,Argentina,1,0
2022,Morteza Pouraliganji,Irán,1,0
2022,Adrien Rabiot,Francia,1,0
2022,Predrag Rajković,Serbia,1,0
2022,Aaron Ramsey,Gales,1,0
2022,Tim Ream,Estados Unidos,1,0
2022,Ramin Rezaeian,Irán,1,0
2022,Fabian Rieder,Suiza,1,0
2022,Joe Rodon,Gales,1,0
2022,Abdelhamid Sabiri,Marruecos,1,0
2022,Romain Saïss,Marruecos,1,0
2022,Jorge Sánchez,México,1,0
2022,Ferjani Sassi,Túnez,1,0
2022,Robert Skov,Dinamarca,1,0
2022,Luis Suarez,Uruguay,1,0
2022,Kamaldeen Sulemana,Ghana,1,0
2022,Hassan Tambakti,Arabia Saudita,1,0
2022,Shogo Taniguchi,Japón,1,0
2022,Aurélien Tchouaméni,Francia,1,0
2022,Marcus Thuram,Francia,1,0
2022,Jurrïen Timber,Paises Bajos,1,0
2022,Nouhou Tolo,Camerún,1,0
2022,Rubén Vargas,Suiza,1,0
2022,Vitinha,Portugal,1,0
2022,Steven Vitoria,Canadá,1,0
2022,Wout Weghorst,Paises Bajos,1,0
2022,Silvan Widmer,Suiza,1,0
2022,Inaki Williams,Ghana,1,0
2022,Granit Xhaka,Suiza,1,0
2022,Miki Yamane,Japón,1,0
2022,Maya Yoshida,Japón,1,0
