id_jugador,nombre,id_seleccion,altura,fecha_nacimiento,nacionalidad
1,Gabriel Achilier,27,1.82 m,24 de marzo de 1985,Ecuador
2,Alex Aguinaga,27,1.72 m,9 de julio de 1968,Ecuador
3,Paul Ambrosi,27,1.77 m,14 de octubre de 1980,Ecuador
4,Robert Arboleda,27,1.89 m,22 de octubre de 1991,Ecuador
5,Xavier Arreaga,27,1.84 m,28 de septiembre de 1994,Ecuador
6,Michael Arroyo,61,1.77 m,23 de abril de 1987,Panamá
7,Nicolas Asencio,27,1.70 m,26 de abril de 1975,Ecuador
8,Jaime Ayoví,27,1.83 m,21 de febrero de 1988,Ecuador
9,Marlon Ayovi,27,1.74 m,27 de septiembre de 1971,Ecuador
10,Walter Ayovi,27,1.71 m,11 de agosto de 1979,Ecuador
11,Óscar Bagüí,27,1.73 m,10 de diciembre de 1982,Ecuador
12,Máximo Banguera,27,1.88 m,16 de diciembre de 1985,Ecuador
13,Cristian Benitez,27,1.68 m,1 de mayo de 1986,Ecuador
14,Adrian Bone,27,1.88 m,24 de noviembre de 1988,Ecuador
15,Felix Borja,27,1.80 m,2 de abril de 1983,Ecuador
16,Juan Carlos Burbano,27,1.74 m,15 de febrero de 1969,Ecuador
17,Felipe Caicedo,27,1.87 m,5 de septiembre de 1988,Ecuador
18,Moisés Caicedo,27,1.78 m,2 de noviembre de 2001,Ecuador
19,Segundo Castillo,80,1.79 m,15 de mayo de 1982,Uruguay
20,Jose Cevallos,27,1.82 m,17 de abril de 1971,Ecuador
21,Clever Chala,27,1.80 m,29 de junio de 1971,Ecuador
22,José Cifuentes,27,1.78 m,12 de marzo de 1999,Ecuador
23,Ulises De La Cruz,56,1.78 m,8 de febrero de 1974,México
24,Agustin Delgado,3,1.89 m,23 de diciembre de 1974,Angola
25,Alexander Domínguez,27,1.95 m,5 de junio de 1987,Ecuador
26,Frickson Erazo,27,1.90 m,5 de mayo de 1988,Ecuador
27,Giovanny Espinoza,56,1.84 m,12 de abril de 1977,México
28,Michael Estrada,27,1.87 m,7 de abril de 1996,Ecuador
29,Pervis Estupiñán,27,1.75 m,21 de enero de 1998,Ecuador
30,Angel Fernandez,27,1.72 m,2 de agosto de 1971,Ecuador
31,Alan Franco,27,1.75 m,21 de agosto de 1998,Ecuador
32,Hernán Galíndez,27,1.89 m,30 de marzo de 1987,Ecuador
33,Luis Gomez,61,1.72 m,20 de abril de 1972,Panamá
34,Carlos Gruezo,27,1.72 m,19 de abril de 1995,Ecuador
35,Jorge Guagua,27,1.79 m,28 de septiembre de 1981,Ecuador
36,Raul Guerron,27,1.84 m,12 de octubre de 1976,Ecuador
37,Piero Hincapié,27,1.83 m,9 de enero de 2002,Ecuador
38,Ivan Hurtado,27,1.80 m,16 de agosto de 1974,Ecuador
39,Giovanni Ibarra,27,1.79 m,8 de septiembre de 1969,Ecuador
40,Renato Ibarra,27,1.75 m,20 de enero de 1991,Ecuador
41,Romario Ibarra,27,1.75 m,24 de septiembre de 1994,Ecuador
42,Ivan Kaviedes,27,1.82 m,24 de octubre de 1977,Ecuador
43,Damian Lanza,27,1.86 m,10 de abril de 1982,Ecuador
44,Christian Lara,27,1.62 m,27 de abril de 1980,Ecuador
45,Fidel Martínez,27,1.76 m,15 de febrero de 1990,Ecuador
46,Ángel Mena,27,1.68 m,21 de enero de 1988,Ecuador
47,Edison Mendez,27,1.75 m,16 de marzo de 1979,Ecuador
48,Jhegson Méndez,27,1.75 m,26 de abril de 1997,Ecuador
49,Oswaldo Minda,27,1.83 m,26 de julio de 1983,Ecuador
50,Jefferson Montero,27,1.73 m,1 de septiembre de 1989,Ecuador
51,Cristian Mora,51,1.85 m,26 de agosto de 1979,Italia
52,Christian Noboa,27,1.83 m,9 de abril de 1985,Ecuador
53,Alfonso Obregon,27,1.80 m,12 de mayo de 1972,Ecuador
54,William Pacho,27,1.88 m,16 de octubre de 2001,Ecuador
55,Diego Palacios,27,1.69 m,12 de julio de 1999,Ecuador
56,Juan Carlos Paredes,27,1.74 m,8 de junio de 1987,Ecuador
57,Jose Perlaza,27,1.93 m,6 de octubre de 1981,Ecuador
58,Gonzalo Plata,27,1.78 m,1 de noviembre de 2000,Ecuador
59,Augusto Poroso,27,1.81 m,13 de abril de 1974,Ecuador
60,Jackson Porozo,27,1.91 m,4 de agosto de 2000,Ecuador
61,Angelo Preciado,27,1.74 m,18 de febrero de 1998,Ecuador
62,Ayrton Preciado,27,1.81 m,17 de julio de 1994,Ecuador
63,Moisés Ramírez,27,1.85 m,9 de septiembre de 2000,Ecuador
64,Djorkaeff Reasco,27,1.72 m,18 de enero de 1999,Ecuador
65,Neicer Reasco,27,1.71 m,23 de julio de 1977,Ecuador
66,Kevin Rodríguez,27,1.90 m,4 de marzo de 2000,Ecuador
67,Joao Rojas,27,1.72 m,14 de junio de 1989,Ecuador
68,Wellington Sanchez,56,1.82 m,19 de junio de 1974,México
69,Luis Saritama,27,1.75 m,20 de octubre de 1983,Ecuador
70,Jeremy Sarmiento,27,1.78 m,16 de junio de 2002,Ecuador
71,Carlos Tenorio,27,1.82 m,14 de mayo de 1979,Ecuador
72,Edwin Tenorio,27,1.72 m,16 de junio de 1976,Ecuador
73,Félix Torres,27,1.87 m,11 de enero de 1997,Ecuador
74,Patricio Urrutia,27,1.78 m,15 de octubre de 1977,Ecuador
75,Antonio Valencia,6,1.80 m,4 de agosto de 1985,Argentina
76,Enner Valencia,6,1.77 m,4 de noviembre de 1989,Argentina
77,Edwin Villafuerte,27,1.86 m,12 de marzo de 1979,Ecuador
78,Daniel Viteri,27,1.85 m,12 de diciembre de 1981,Ecuador
79,Yuki Abe,53,1.77 m,6 de septiembre de 1981,Japón
80,Yutaka Akita,53,1.80 m,6 de agosto de 1970,Japón
81,Toshihiro Aoyama,53,1.74 m,22 de febrero de 1986,Japón
82,Takuma Asano,53,1.73 m,10 de noviembre de 1994,Japón
83,Ritsu Doan,53,1.72 m,16 de junio de 1998,Japón
84,Yoichi Doi,53,1.84 m,25 de julio de 1973,Japón
85,Wataru Endo,53,1.78 m,9 de febrero de 1993,Japón
86,Yasuhito Endo,53,1.78 m,28 de enero de 1980,Japón
87,Takashi Fukunishi,53,1.81 m,1 de septiembre de 1976,Japón
88,Shuichi Gonda,53,1.87 m,3 de marzo de 1989,Japón
89,Genki Haraguchi,53,1.77 m,9 de mayo de 1991,Japón
90,Makoto Hasebe,53,1.77 m,18 de enero de 1984,Japón
91,Toshihiro Hattori,53,1.78 m,23 de septiembre de 1973,Japón
92,Masaaki Higashiguchi,53,1.84 m,12 de mayo de 1986,Japón
93,Takashi Hirano,53,,15 de julio de 1974,Japón
94,Keisuke Honda,53,1.82 m,13 de junio de 1986,Japón
95,Daisuke Ichikawa,53,1.81 m,14 de mayo de 1980,Japón
96,Masami Ihara,53,,18 de septiembre de 1967,Japón
97,Junichi Inamoto,53,1.81 m,18 de septiembre de 1979,Japón
98,Masahiko Inoha,53,1.79 m,28 de agosto de 1985,Japón
99,Takashi Inui,53,1.69 m,2 de junio de 1988,Japón
100,Ko Itakura,53,1.86 m,27 de enero de 1997,Japón
101,Hiroki Ito,53,1.88 m,12 de mayo de 1999,Japón
102,Junya Ito,53,1.76 m,9 de marzo de 1993,Japón
103,Teruyoshi Ito,53,1.68 m,31 de agosto de 1974,Japón
104,Daiki Iwamasa,53,1.87 m,30 de enero de 1982,Japón
105,Shoji Jo,53,,17 de junio de 1975,Japón
106,Shinji Kagawa,53,1.72 m,17 de marzo de 1989,Japón
107,Akira Kaji,53,1.77 m,13 de enero de 1980,Japón
108,Yoichiro Kakitani,53,1.77 m,3 de enero de 1990,Japón
109,Daichi Kamada,53,1.80 m,5 de agosto de 1996,Japón
110,Yoshikatsu Kawaguchi,53,1.80 m,15 de agosto de 1975,Japón
111,Eiji Kawashima,53,1.85 m,20 de marzo de 1983,Japón
112,Hiroshi Kiyotake,53,1.72 m,12 de noviembre de 1989,Japón
113,Nobuyuki Kojima,53,,17 de enero de 1966,Japón
114,Yuichi Komano,53,1.71 m,25 de julio de 1981,Japón
115,Yasuyuki Konno,53,1.78 m,25 de enero de 1983,Japón
116,Take Kubo,53,1.73 m,4 de junio de 2001,Japón
117,Wagner Lopes,53,,29 de enero de 1969,Japón
118,Shuto Machino,53,1.85 m,30 de septiembre de 1999,Japón
119,Daizen Maeda,53,1.76 m,20 de octubre de 1997,Japón
120,Seiichiro Maki,53,1.84 m,7 de agosto de 1980,Japón
121,Tomoaki Makino,53,1.82 m,11 de mayo de 1987,Japón
122,Naoki Matsuda,53,1.83 m,14 de marzo de 1977,Japón
123,Daisuke Matsui,53,1.75 m,11 de mayo de 1981,Japón
124,Takumi Minamino,53,1.74 m,16 de enero de 1995,Japón
125,Kaoru Mitoma,53,1.78 m,20 de mayo de 1997,Japón
126,Tsuneyasu Miyamoto,53,1.76 m,7 de febrero de 1977,Japón
127,Teruyuki Moniwa,53,1.81 m,8 de septiembre de 1981,Japón
128,Takayuki Morimoto,53,1.80 m,7 de mayo de 1988,Japón
129,Ryuzo Morioka,53,1.80 m,7 de octubre de 1975,Japón
130,Masato Morishige,53,1.83 m,21 de mayo de 1987,Japón
131,Hiroaki Morishima,53,1.68 m,30 de abril de 1972,Japón
132,Hidemasa Morita,53,1.77 m,10 de mayo de 1995,Japón
133,Yoshinori Muto,53,1.78 m,15 de julio de 1992,Japón
134,Tomokazu Myojin,53,1.73 m,24 de enero de 1978,Japón
135,Yuto Nagatomo,53,1.70 m,12 de septiembre de 1986,Japón
136,Kengo Nakamura,53,1.75 m,31 de octubre de 1980,Japón
137,Kosuke Nakamura,53,1.85 m,27 de febrero de 1995,Japón
138,Shunsuke Nakamura,53,1.78 m,24 de junio de 1978,Japón
139,Eisuke Nakanishi,53,,23 de junio de 1973,Japón
140,Hidetoshi Nakata,53,1.75 m,22 de enero de 1977,Japón
141,Koji Nakata,53,1.82 m,9 de julio de 1979,Japón
142,Masashi Nakayama,53,1.78 m,23 de septiembre de 1967,Japón
143,Yuji Nakazawa,53,1.87 m,25 de febrero de 1978,Japón
144,Hiroshi Nanami,53,1.77 m,28 de noviembre de 1972,Japón
145,Akira Narahashi,53,1.70 m,26 de noviembre de 1971,Japón
146,Seigo Narazaki,53,1.86 m,15 de abril de 1976,Japón
147,Shusaku Nishikawa,53,1.83 m,18 de junio de 1986,Japón
148,Akinori Nishizawa,53,1.80 m,18 de junio de 1976,Japón
149,Mitsuo Ogasawara,53,1.73 m,5 de abril de 1979,Japón
150,Masashi Oguro,53,1.77 m,4 de mayo de 1980,Japón
151,Masayuki Okano,53,1.75 m,25 de julio de 1972,Japón
152,Shinji Okazaki,53,1.74 m,16 de abril de 1986,Japón
153,Yoshito Okubo,53,1.70 m,9 de junio de 1982,Japón
154,Norio Omura,53,,6 de septiembre de 1969,Japón
155,Shinji Ono,53,1.75 m,27 de septiembre de 1979,Japón
156,Yuya Osako,53,1.82 m,18 de mayo de 1990,Japón
157,Ryota Oshima,53,1.68 m,23 de enero de 1993,Japón
158,Manabu Saito,53,1.69 m,4 de abril de 1990,Japón
159,Toshihide Saito,53,,20 de abril de 1973,Japón
160,Gotoku Sakai,53,1.76 m,14 de marzo de 1991,Japón
161,Hiroki Sakai,53,1.85 m,12 de abril de 1990,Japón
162,Alessandro Santos,78,1.78 m,20 de julio de 1977,Túnez
163,Daniel Schmid,53,1.97 m,3 de febrero de 1992,Japón
164,Gaku Shibasaki,53,1.75 m,28 de mayo de 1992,Japón
165,Gen Shoji,53,1.82 m,11 de diciembre de 1992,Japón
166,Hitoshi Sogahata,53,1.87 m,2 de agosto de 1979,Japón
167,Naoki Soma,53,,19 de julio de 1971,Japón
168,Yuki Soma,53,1.66 m,25 de febrero de 1997,Japón
169,Takayuki Suzuki,53,1.82 m,5 de junio de 1976,Japón
170,Naohiro Takahara,53,1.80 m,4 de junio de 1979,Japón
171,Keiji Tamada,53,1.73 m,11 de abril de 1980,Japón
172,Ao Tanaka,53,1.80 m,10 de septiembre de 1998,Japón
173,Marcus Tulio Tanaka,53,1.85 m,24 de abril de 1981,Japón
174,Shogo Taniguchi,53,1.83 m,15 de julio de 1991,Japón
175,Kazuyuki Toda,53,1.78 m,30 de diciembre de 1977,Japón
176,Takehiro Tomiyasu,53,1.87 m,5 de noviembre de 1998,Japón
177,Keisuke Tsuboi,53,1.79 m,16 de septiembre de 1979,Japón
178,Atsuto Uchida,53,1.76 m,27 de marzo de 1988,Japón
179,Ayase Ueda,53,1.82 m,28 de agosto de 1998,Japón
180,Naomichi Ueda,53,1.86 m,24 de octubre de 1994,Japón
181,Takashi Usami,53,1.78 m,6 de abril de 1992,Japón
182,Hotaru Yamaguchi,53,1.73 m,6 de octubre de 1990,Japón
183,Motohiro Yamaguchi,53,,29 de enero de 1969,Japón
184,Miki Yamane,53,1.78 m,22 de diciembre de 1993,Japón
185,Atsushi Yanagisawa,53,1.77 m,27 de mayo de 1977,Japón
186,Kisho Yano,53,1.85 m,5 de abril de 1984,Japón
187,Maya Yoshida,53,1.89 m,24 de agosto de 1988,Japón
188,Edgar Alvarez,41,1.70 m,18 de enero de 1980,Honduras
189,Julio Cesar Arzu,41,,5 de junio de 1954,Honduras
190,Roberto Bailey,44,,10 de agosto de 1952,Inglaterra
191,Brayan Beckeles,41,1.86 m,28 de noviembre de 1985,Honduras
192,Jerry Bengtson,41,1.87 m,8 de abril de 1987,Honduras
193,Victor Bernardez,41,1.87 m,24 de mayo de 1982,Honduras
194,Porfirio Betancourt,41,,10 de octubre de 1957,Honduras
195,David Bueso,41,,5 de mayo de 1955,Honduras
196,Jose Bulnes,41,,21 de octubre de 1946,Honduras
197,Carlos Cabellero,41,,5 de diciembre de 1958,Honduras
198,Ricardo Canales,41,1.80 m,30 de mayo de 1982,Honduras
199,Marvin Chávez,41,1.65 m,3 de noviembre de 1983,Honduras
200,Osman Chavez,41,1.87 m,29 de julio de 1984,Honduras
201,Jorge Claros,41,1.76 m,8 de enero de 1986,Honduras
202,Allan Costly,41,,13 de febrero de 1954,Honduras
203,Carlo Costly,41,1.90 m,18 de julio de 1982,Honduras
204,Jose Cruz,41,,12 de junio de 1949,Honduras
205,Juan Cruz,41,,27 de febrero de 1959,Honduras
206,Edder Delgado,41,1.76 m,20 de noviembre de 1986,Honduras
207,Domingo Drummond,41,,14 de abril de 1957,Honduras
208,Donis Escober,41,1.80 m,3 de febrero de 1981,Honduras
209,Roger Espinoza,41,1.78 m,25 de octubre de 1986,Honduras
210,Jose Figueroa,41,,15 de diciembre de 1959,Honduras
211,Maynor Figueroa,17,1.82 m,2 de mayo de 1983,Chile
212,Juan Carlos García,41,1.88 m,8 de marzo de 1988,Honduras
213,Oscar Boniek Garcia,56,1.76 m,4 de septiembre de 1984,México
214,Luis Garrido,41,1.70 m,5 de noviembre de 1990,Honduras
215,Amado Guevara,41,1.76 m,2 de mayo de 1976,Honduras
216,Celso Guity,41,,7 de agosto de 1955,Honduras
217,Cesar Gutierrez,41,,7 de mayo de 1954,Honduras
218,Emilio Izaguirre,41,1.78 m,10 de mayo de 1986,Honduras
219,Eduardo Laing,41,,27 de diciembre de 1958,Honduras
220,Luis López,41,1.80 m,13 de septiembre de 1993,Honduras
221,Ramon Maradiaga,41,,30 de octubre de 1954,Honduras
222,Mario Martínez,41,1.73 m,30 de julio de 1989,Honduras
223,Rony Martínez,56,1.80 m,16 de agosto de 1988,México
224,Walter Martinez,56,1.66 m,24 de marzo de 1982,México
225,Sergio Mendoza,62,1.77 m,23 de mayo de 1981,Paraguay
226,Juan Pablo Montes,56,1.91 m,26 de octubre de 1985,México
227,Andy Najar,41,1.70 m,16 de marzo de 1993,Honduras
228,Jose Nazar,41,,7 de septiembre de 1953,Honduras
229,Prudencio Norales,41,,20 de abril de 1956,Honduras
230,Ramon Nunez,41,1.69 m,14 de noviembre de 1985,Honduras
231,Jerry Palacios,41,1.81 m,1 de noviembre de 1981,Honduras
232,Johnny Palacios,41,1.82 m,20 de diciembre de 1986,Honduras
233,Wilson Palacios,41,1.76 m,29 de julio de 1984,Honduras
234,Carlos Pavon,6,1.80 m,9 de octubre de 1973,Argentina
235,Mauricio Sabillon,41,1.80 m,11 de noviembre de 1978,Honduras
236,Jimmy Steward,41,,9 de diciembre de 1946,Honduras
237,David Suazo,41,1.83 m,5 de noviembre de 1979,Honduras
238,Hendry Thomas,41,1.80 m,23 de febrero de 1985,Honduras
239,Javier Toledo,41,,30 de septiembre de 1959,Honduras
240,Danilo Turcios,41,1.66 m,8 de mayo de 1978,Honduras
241,Noel Valladares,41,1.79 m,3 de mayo de 1977,Honduras
242,Jaime Villegas,41,,5 de julio de 1950,Honduras
243,George Welcome,41,1.92 m,9 de marzo de 1985,Honduras
244,Gilberto Yearwood,41,,15 de marzo de 1956,Honduras
245,Hector Zelaya,41,,12 de julio de 1957,Honduras
246,Valentin Afonin,69,,22 de diciembre de 1939,Rusia
247,Igor Akinfeev,69,1.86 m,8 de abril de 1986,Rusia
248,Sergei Aleinikov,69,,7 de noviembre de 1961,Rusia
249,Dmitry Alenichev,69,1.78 m,20 de octubre de 1972,Rusia
250,Sergei Andreyev,69,,16 de mayo de 1956,Rusia
251,German Apukthin,69,,12 de junio de 1936,Rusia
252,Kakhi Asatiani,69,,1 de enero de 1947,Rusia
253,Andrei Bal,69,,16 de febrero de 1958,Rusia
254,Sergei Baltacha,69,,17 de febrero de 1958,Rusia
255,Anatoli Banishevski,69,,23 de febrero de 1946,Rusia
256,Victor Bannikov,69,,28 de abril de 1938,Rusia
257,Igor Belanov,69,,25 de septiembre de 1960,Rusia
258,Vladimir Belyayev,69,,,Rusia
259,Vassili Berezutski,69,1.89 m,20 de junio de 1982,Rusia
260,Vladimir Beschastnykh,69,1.87 m,1 de abril de 1974,Rusia
261,Vladimir Bessonov,69,,5 de marzo de 1958,Rusia
262,Anatoly Bishovets,69,,23 de abril de 1946,Rusia
263,Oleg Blokhin,69,,5 de noviembre de 1952,Rusia
264,Aleksandr Borodyuk,69,,30 de noviembre de 1962,Rusia
265,Sergei Borovski,69,,29 de enero de 1956,Rusia
266,Valeri Broshin,69,,19 de octubre de 1962,Rusia
267,Aleksandr Bubnov,69,,10 de octubre de 1955,Rusia
268,Valentin Bubukin,69,,23 de abril de 1933,Rusia
269,Leonid Buryak,69,,10 de julio de 1953,Rusia
270,Viacheslav Chanov,69,,23 de octubre de 1951,Rusia
271,Victor Chanov,69,,21 de julio de 1959,Rusia
272,Viktor Chanov,69,,21 de julio de 1959,Rusia
273,Stanislav Cherchesov,69,1.83 m,2 de septiembre de 1963,Rusia
274,Denis Cheryshev,69,1.79 m,26 de diciembre de 1990,Rusia
275,Igor Chislenko,69,,4 de enero de 1939,Rusia
276,Aleksandr Chivadze,69,,8 de abril de 1955,Rusia
277,Givi Chokheli,69,,27 de junio de 1937,Rusia
278,Igor Chugainov,69,1.87 m,6 de abril de 1970,Rusia
279,Viacheslav Daev,69,1.85 m,6 de septiembre de 1972,Rusia
280,Vasily Danilov,69,,13 de mayo de 1941,Rusia
281,Vitali Daraselia,69,,9 de octubre de 1957,Rusia
282,Rinat Dassayev,69,,13 de junio de 1957,Rusia
283,Anatoli Demyanenko,69,,19 de febrero de 1959,Rusia
284,Igor Denisov,69,1.76 m,17 de mayo de 1984,Rusia
285,Igor Dobrovolskyi,69,,27 de agosto de 1967,Rusia
286,Eduard Dubinski,69,,6 de abril de 1935,Rusia
287,Alan Dzagoev,69,1.79 m,17 de junio de 1990,Rusia
288,Revaz Dzodzvashvili,69,,15 de abril de 1945,Rusia
289,Artem Dzyuba,69,1.96 m,22 de agosto de 1988,Rusia
290,Viktor Faizulin,69,1.82 m,22 de abril de 1986,Rusia
291,Yuri Falin,69,,2 de abril de 1937,Rusia
292,Genrikh Fedosov,69,,6 de diciembre de 1932,Rusia
293,Mário Fernandes,69,1.89 m,19 de septiembre de 1990,Rusia
294,Alexander Filimonov,69,1.93 m,15 de octubre de 1973,Rusia
295,Sergei Fokin,69,,26 de julio de 1961,Rusia
296,Vladimir Gabulov,69,1.90 m,19 de octubre de 1983,Rusia
297,Dimitri Galiamin,69,,8 de enero de 1963,Rusia
298,Yuri Gavrilov,69,,3 de mayo de 1953,Rusia
299,Yury Gazinsky,69,1.84 m,20 de julio de 1989,Rusia
300,Viktor Getmanov,69,,4 de mayo de 1940,Rusia
301,Denis Glushakov,69,1.82 m,27 de enero de 1987,Rusia
302,Aleksandr Golovin,69,1.80 m,30 de mayo de 1996,Rusia
303,Sergei Gorlukovich,69,,18 de noviembre de 1961,Rusia
304,Vladimir Granat,69,1.84 m,22 de mayo de 1987,Rusia
305,Gennadi Gusarov,69,,11 de marzo de 1937,Rusia
306,Sergei Ignashevich,69,1.86 m,4 de julio de 1979,Rusia
307,Anatoli Ilyin,69,,27 de junio de 1931,Rusia
308,Aleksey Ionov,69,1.77 m,18 de febrero de 1989,Rusia
309,Aleksandr Ivanov,69,,14 de abril de 1928,Rusia
310,Valentin Ivanov,69,,19 de noviembre de 1934,Rusia
311,Marat Izmailov,69,1.72 m,21 de septiembre de 1982,Rusia
312,Viktor Kanevski,69,,3 de octubre de 1936,Rusia
313,Maksim Kanunnikov,69,1.83 m,14 de julio de 1991,Rusia
314,Vladimir Kaplichni,69,,26 de febrero de 1944,Rusia
315,Valeri Karpin,69,1.85 m,2 de febrero de 1969,Rusia
316,Anzor Kavazashvili,69,,19 de julio de 1940,Rusia
317,Alexander Kerzhakov,69,1.75 m,27 de noviembre de 1982,Rusia
318,Vladimir Kesarev,69,,26 de febrero de 1930,Rusia
319,Dmitri Kharin,69,,16 de agosto de 1968,Rusia
320,Vagiz Khidiyatullin,69,,3 de marzo de 1959,Rusia
321,Dmitri Khlestov,69,1.77 m,21 de enero de 1971,Rusia
322,Vitali Khmelnitski,69,,12 de junio de 1943,Rusia
323,Dmitry Khokhlov,69,1.89 m,22 de diciembre de 1975,Rusia
324,Murtaz Khurtsilava,69,,5 de enero de 1943,Rusia
325,Galimzyan Khusainov,69,,27 de junio de 1937,Rusia
326,Nicolai Kiselyov,69,,29 de enero de 1946,Rusia
327,Alexander Kokorin,69,1.83 m,19 de marzo de 1991,Rusia
328,Dmitri Kombarov,69,1.83 m,22 de enero de 1987,Rusia
329,Alexey Korneev,69,,6 de febrero de 1939,Rusia
330,Igor Korneev,69,,4 de septiembre de 1967,Rusia
331,Sergei Kotrikadze,69,,9 de agosto de 1936,Rusia
332,Yuri Kovtun,69,1.89 m,5 de enero de 1970,Rusia
333,Aleksei Kozlov,69,1.82 m,16 de noviembre de 1986,Rusia
334,Sergei Krakovski,69,,11 de agosto de 1960,Rusia
335,Konstantin Krizhevski,69,,20 de febrero de 1926,Rusia
336,Fyodor Kudryashov,69,1.81 m,5 de abril de 1987,Rusia
337,Ilya Kutepov,69,1.92 m,29 de julio de 1993,Rusia
338,Boris Kuznetsov,69,,14 de julio de 1928,Rusia
339,Dmitri Kuznetsov,69,,28 de agosto de 1965,Rusia
340,Oleg Kuznetsov,69,,22 de marzo de 1963,Rusia
341,Daler Kuzyayev,69,1.77 m,15 de enero de 1993,Rusia
342,Nikolai Larionov,69,,19 de febrero de 1957,Rusia
343,Igor Lediakhov,69,,22 de mayo de 1968,Rusia
344,Gennadi Litovchenko,69,,11 de septiembre de 1963,Rusia
345,Vladimir Liutyi,69,,20 de abril de 1962,Rusia
346,Juri Lodygin,69,1.87 m,26 de mayo de 1990,Rusia
347,Gennadi Logofet,69,,15 de abril de 1942,Rusia
348,Evgeni Lovchev,69,,29 de enero de 1949,Rusia
349,Andrey Lunyov,69,1.89 m,13 de noviembre de 1991,Rusia
350,Eduard Malofeyev,69,,2 de junio de 1942,Rusia
351,Aleksei Mamykin,69,,29 de febrero de 1936,Rusia
352,Nikolai Manoshin,69,,6 de marzo de 1938,Rusia
353,Eduard Markarov,69,,20 de junio de 1942,Rusia
354,Vladimir Maslachenko,69,,5 de marzo de 1936,Rusia
355,Anatoli Maslyonkin,69,,26 de junio de 1930,Rusia
356,Mikhail Meskhi,69,,12 de enero de 1937,Rusia
357,Slava Metreveli,69,,30 de mayo de 1936,Rusia
358,Aleksei Miranchuk,69,1.82 m,17 de octubre de 1995,Rusia
359,Anton Miranchuk,69,1.82 m,17 de octubre de 1995,Rusia
360,Pavel Mogilevets,69,1.83 m,25 de enero de 1993,Rusia
361,Gennadi Morozov,69,,30 de diciembre de 1962,Rusia
362,Aleksandr Mostovoi,69,1.81 m,22 de agosto de 1968,Rusia
363,Vladimir Muntyan,69,,14 de septiembre de 1946,Rusia
364,Igor Netto,69,,9 de enero de 1930,Rusia
365,Ruslan Nigmatullin,69,1.88 m,7 de octubre de 1974,Rusia
366,Yuri Nikiforov,69,1.88 m,16 de septiembre de 1970,Rusia
367,Givili Nodiya,69,,2 de enero de 1948,Rusia
368,Khoren Oganesian,69,,10 de enero de 1955,Rusia
369,Viktor Onopko,69,1.89 m,14 de octubre de 1969,Rusia
370,Leonid Ostrovski,69,,17 de enero de 1936,Rusia
371,Andrei Piatnitski,69,,27 de septiembre de 1967,Rusia
372,Ruslan Pimenov,69,1.79 m,25 de noviembre de 1981,Rusia
373,Viktor Ponedelnik,69,,22 de mayo de 1937,Rusia
374,Vladimir Ponomaryov,69,,18 de febrero de 1940,Rusia
375,Dmitri Popov,69,,27 de febrero de 1967,Rusia
376,Valeriy Porkuyan,69,,4 de octubre de 1944,Rusia
377,Oleg Protasov,69,,4 de febrero de 1964,Rusia
378,Anatoli Puzach,69,,3 de junio de 1941,Rusia
379,Dmitri Radchenko,69,,2 de diciembre de 1970,Rusia
380,Vasili Rats,69,,25 de marzo de 1961,Rusia
381,Sergei Rodionov,69,,3 de septiembre de 1962,Rusia
382,Oleg Romantsev,69,,4 de enero de 1954,Rusia
383,Sergei Ryzhikov,69,1.94 m,19 de septiembre de 1980,Rusia
384,Yozhef Sabo,69,,29 de febrero de 1940,Rusia
385,Oleg Salenko,69,,25 de octubre de 1969,Rusia
386,Sergei Salnikov,69,,13 de septiembre de 1925,Rusia
387,Aleksandr Samedov,69,1.74 m,19 de junio de 1984,Rusia
388,Georgy Schennikov,69,1.78 m,27 de abril de 1991,Rusia
389,Sergei Semak,69,1.70 m,27 de febrero de 1976,Rusia
390,Andrey Semenov,69,1.90 m,24 de marzo de 1989,Rusia
391,Andréi Semiónov,69,1.84 m,8 de junio de 1992,Rusia
392,Igor Semshov,69,1.69 m,6 de abril de 1978,Rusia
393,Dmitri Sennikov,69,1.83 m,24 de junio de 1976,Rusia
394,Viktor Serebryanikov,69,,29 de marzo de 1940,Rusia
395,Igor Shalimov,69,,2 de febrero de 1969,Rusia
396,Oleg Shatov,69,1.73 m,29 de julio de 1990,Rusia
397,Ramaz Shengelia,69,,1 de enero de 1957,Rusia
398,Albert Shesternyov,69,,20 de junio de 1941,Rusia
399,Leonid Shmuts,69,,8 de octubre de 1948,Rusia
400,Georgi Sichinava,69,,15 de septiembre de 1944,Rusia
401,Nikita Simonyan,69,,12 de octubre de 1926,Rusia
402,Alexei Smertin,69,1.76 m,1 de mayo de 1975,Rusia
403,Igor Smolnikov,69,1.78 m,8 de agosto de 1988,Rusia
404,Fyodor Smolov,69,1.87 m,9 de febrero de 1990,Rusia
405,Andrei Solomatin,69,1.83 m,9 de septiembre de 1975,Rusia
406,Tengiz Sulakvelidze,69,,23 de julio de 1956,Rusia
407,Yuri Susloparov,69,,14 de agosto de 1958,Rusia
408,Dmitri Sychev,69,1.75 m,26 de octubre de 1983,Rusia
409,Vladislav Ternavski,69,,2 de mayo de 1969,Rusia
410,Omar Tetradze,69,,13 de octubre de 1969,Rusia
411,Egor Titov,69,1.82 m,29 de mayo de 1976,Rusia
412,Viktor Tsaryov,69,,2 de junio de 1931,Rusia
