jugador,seleccion_nacionalidad,mundial,camiseta,posicion,jugo,jugo_titular,capitan,no_jugo,goles,prom_goles,tarjeta_amarilla,tarjeta_roja,pg,pe,pp,pos_final
Ismaeel Mohammad,Catar,2022,17,Defensor,2,2,0,1,0,0.00,1,0,0,0,2,32
Ismael Díaz,Panamá,2018,10,Delantero,1,0,0,2,0,0.00,0,0,0,0,1,32
Ismael Diomande,Costa de Marfil,2014,14,Mediocampista,1,0,0,2,0,0.00,0,0,0,0,1,21
Ismael Fuentes,Chile,2010,2,Defensor,1,1,0,3,0,0.00,1,0,0,0,1,10
Ismaël Koné,Canadá,2022,15,Mediocampista,3,0,0,0,0,0.00,0,0,0,0,3,31
Ismael Tiote,Costa de Marfil,2010,9,Mediocampista,3,3,0,0,0,0.00,0,0,1,1,1,17
Ismael Tiote,Costa de Marfil,2014,9,Mediocampista,3,3,0,0,0,0.00,1,0,1,0,2,21
Ismail Feridun,Turquía,1954,9,Delantero,2,2,0,1,0,0.00,0,0,1,0,1,11
Ismail Jakobs,Senegal,2022,14,Defensor,4,3,0,0,0,0.00,1,0,2,0,2,10
Ismail Rafa At,Egipto,1934,-,Defensor,1,1,0,0,0,0.00,0,0,0,0,1,13
Ismail Youssef,Egipto,1990,7,Mediocampista,3,3,0,0,0,0.00,0,0,0,2,1,20
Ismaïla Sarr,Senegal,2018,18,Delantero,3,3,0,0,0,0.00,0,0,1,1,1,17
Ismaïla Sarr,Senegal,2022,18,Delantero,4,4,0,0,1,0.25,0,0,2,0,2,10
Israel Castro,México,2010,8,Mediocampista,1,0,0,3,0,0.00,1,0,0,0,1,14
Issam Jebali,Túnez,2022,9,Delantero,3,2,0,0,0,0.00,0,0,1,1,1,21
Istvan Avar,Hungría,1934,-,Delantero,1,1,0,1,0,0.00,0,0,0,0,1,6
Istvan Balogh,Hungría,1938,-,Mediocampista,1,1,0,3,0,0.00,0,0,1,0,0,2
Istvan Geczi,Hungría,1966,22,Arquero,0,0,0,4,0,0.00,0,0,0,0,0,6
Istvan Halasz,Hungría,1978,16,Mediocampista,1,0,0,2,0,0.00,0,0,0,0,1,15
Istvan Ilku,Hungría,1958,22,Arquero,1,1,0,3,0,0.00,0,0,1,0,0,10
Istvan Ilku,Hungría,1962,22,Arquero,1,1,0,3,0,0.00,0,0,1,0,0,5
Istvan Kocsis,Hungría,1978,3,Defensor,2,2,0,1,0,0.00,0,0,0,0,2,15
Istvan Nagy,Hungría,1962,14,Mediocampista,0,0,0,4,0,0.00,0,0,0,0,0,5
Istvan Nagy,Hungría,1966,14,Mediocampista,2,2,0,2,0,0.00,0,0,0,0,2,6
Istvan Palotas,Hungría,1934,-,Mediocampista,2,2,0,0,0,0.00,0,0,1,0,1,6
Istvan Tamassy,Hungría,1934,-,Delantero,0,0,0,2,0,0.00,0,0,0,0,0,6
Italia,Brasil,1930,-,Defensor,2,2,0,0,0,0.00,0,0,1,0,1,6
Itumeleng Khune,Sudáfrica,2010,16,Arquero,2,2,0,1,0,0.00,0,1,0,1,1,20
Itzhak Schum,Israel,1970,7,Mediocampista,3,3,0,0,0,0.00,0,0,0,2,1,12
Itzhak Vissoker,Israel,1970,1,Arquero,3,3,0,0,0,0.00,0,0,0,2,1,12
Iulian Chirita,Rumania,1994,8,Mediocampista,0,0,0,5,0,0.00,0,0,0,0,0,6
Iulian Filipescu,Rumania,1998,18,Defensor,3,3,0,1,0,0.00,2,0,2,0,1,11
Iuliu Baratky,Rumania,1938,-,Delantero,2,2,0,0,1,0.50,0,0,0,1,1,9
Iuliu Bodola,Rumania,1934,-,Delantero,1,1,0,0,0,0.00,0,0,0,0,1,12
Iuliu Bodola,Rumania,1938,-,Delantero,1,1,0,1,0,0.00,0,0,0,1,0,9
Iuliu Prassler,Rumania,1938,-,Delantero,1,1,0,1,0,0.00,0,0,0,0,1,9
Ivan Bosnjak,Croacia,2006,22,Delantero,1,0,0,2,0,0.00,0,0,0,1,0,22
Ivan Buljan,Yugoslavia,1974,2,Defensor,6,6,0,0,0,0.00,1,0,1,2,3,7
Ivan Campo,España,1998,14,Defensor,1,1,0,2,0,0.00,1,0,0,0,1,17
Ivan Cordoba,Colombia,1998,2,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,21
Ivan Davidov,Bulgaria,1966,20,Mediocampista,1,1,0,2,0,0.00,0,0,0,0,1,15
Ivan Davidov,Bulgaria,1970,5,Mediocampista,1,1,0,2,0,0.00,0,0,0,0,1,13
Ivan Deyanov,Bulgaria,1966,22,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,15
Ivan Dimitrov,Bulgaria,1962,3,Defensor,3,3,0,0,0,0.00,0,0,0,1,2,15
Ivan Dimitrov,Bulgaria,1970,3,Defensor,2,1,1,1,0,0.00,0,0,0,1,1,13
Ivan Ergic,Serbia y Montenegro,2006,2,Mediocampista,2,1,0,1,0,0.00,0,0,0,0,2,32
Ivan Franjic,Australia,2014,2,Defensor,1,1,0,2,0,0.00,0,0,0,0,1,30
Ivan Gudelj,Yugoslavia,1982,3,Mediocampista,3,3,0,0,1,0.33,0,0,1,1,1,16
Ivan Hasek,Checoslovaquia,1990,4,Mediocampista,5,5,5,0,1,0.20,1,0,3,0,2,6
Ivan Helguera,España,2002,4,Mediocampista,5,3,0,0,0,0.00,0,0,3,2,0,5
Ivan Horvat,Yugoslavia,1950,-,Defensor,3,3,1,0,0,0.00,0,0,2,0,1,5
Ivan Horvat,Yugoslavia,1954,5,Defensor,3,3,0,0,0,0.00,0,0,1,1,1,8
Ivan Hrdlicka,Checoslovaquia,1970,16,Mediocampista,1,1,0,2,0,0.00,0,0,0,0,1,15
Ivan Hurtado,Ecuador,2002,3,Defensor,3,3,2,0,0,0.00,0,0,1,0,2,24
Ivan Hurtado,Ecuador,2006,3,Defensor,3,3,3,1,0,0.00,1,0,2,0,1,12
Ivan Ilic,Serbia,2022,24,Mediocampista,1,0,0,2,0,0.00,0,0,0,0,1,29
Ivan Ivanov,Bulgaria,1962,18,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,15
Ivan Kaviedes,Ecuador,2002,9,Delantero,2,1,0,1,0,0.00,1,0,1,0,1,24
Ivan Kaviedes,Ecuador,2006,10,Delantero,4,1,0,0,1,0.25,0,0,2,0,2,12
Ivan Klasnic,Croacia,2006,17,Delantero,3,2,0,0,0,0.00,0,0,0,2,1,22
Ivan Kolev,Bulgaria,1962,10,Delantero,3,3,0,0,0,0.00,0,0,0,1,2,15
Ivan Kolev,Bulgaria,1966,11,Delantero,2,2,0,1,0,0.00,1,0,0,0,2,15
Ivan Leko,Croacia,2006,15,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,22
Ivan Mariz,Brasil,1930,-,Mediocampista,0,0,0,2,0,0.00,0,0,0,0,0,6
Ivan Menczel,Hungría,1962,15,Mediocampista,0,0,0,4,0,0.00,0,0,0,0,0,5
Ivan Nielsen,Dinamarca,1986,5,Defensor,3,3,0,1,0,0.00,1,0,2,0,1,9
Ivan Obradovic,Serbia,2010,16,Defensor,1,1,0,2,0,0.00,0,0,0,0,1,23
Ivan Perisic,Croacia,2014,4,Mediocampista,3,3,0,0,2,0.67,0,0,1,0,2,19
Ivan Perisic,Croacia,2018,4,Delantero,7,7,0,0,3,0.43,0,0,4,2,1,2
Ivan Perisic,Croacia,2022,4,Delantero,7,7,0,0,1,0.14,0,0,2,4,1,3
Ivan Pudar,Yugoslavia,1982,12,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,16
Ivan Rakitic,Croacia,2014,7,Mediocampista,3,3,0,0,0,0.00,1,0,1,0,2,19
Ivan Rakitic,Croacia,2018,7,Mediocampista,7,6,0,0,1,0.14,1,0,4,2,1,2
Ivan Santek,Yugoslavia,1958,10,Mediocampista,0,0,0,4,0,0.00,0,0,0,0,0,8
Ivan Stoyanov,Bulgaria,1974,10,Mediocampista,1,1,0,2,0,0.00,0,0,0,0,1,12
Ivan Strinić,Croacia,2018,3,Defensor,6,6,0,1,0,0.00,1,0,3,2,1,2
Ivan Valenciano,Colombia,1994,9,Delantero,1,0,0,2,0,0.00,0,0,0,0,1,19
Ivan Vicelich,Nueva Zelanda,2010,5,Defensor,3,3,0,0,0,0.00,0,0,0,3,0,22
Ivan Vutsov,Bulgaria,1966,3,Defensor,3,3,0,0,0,0.00,0,0,0,0,3,15
Ivan Yaremchuk,URSS,1986,7,Mediocampista,3,3,0,1,1,0.33,0,0,1,1,1,10
Ivan Yaremchuk,URSS,1990,15,Mediocampista,2,0,0,1,0,0.00,0,0,1,0,1,17
Ivan Zafirov,Bulgaria,1974,2,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,12
Ivan Zamorano,Chile,1998,9,Delantero,4,4,4,0,0,0.00,1,0,0,3,1,16
Ivano Blason,Italia,1950,-,Defensor,1,1,0,1,0,0.00,0,0,1,0,0,7
Ivano Bordon,Italia,1978,22,Arquero,0,0,0,7,0,0.00,0,0,0,0,0,4
Ivano Bordon,Italia,1982,12,Arquero,0,0,0,7,0,0.00,0,0,0,0,0,1
Ivar Eriksson,Suecia,1938,-,Defensor,3,3,0,0,0,0.00,0,0,1,0,2,4
Ivaylo Andonov,Bulgaria,1994,22,Delantero,0,0,0,7,0,0.00,0,0,0,0,0,4
Ivaylo Petkov,Bulgaria,1998,4,Defensor,2,2,0,1,0,0.00,0,0,0,1,1,29
Ivaylo Yordanov,Bulgaria,1994,13,Mediocampista,5,1,0,2,0,0.00,1,0,1,1,3,4
Ivaylo Yordanov,Bulgaria,1998,5,Mediocampista,2,2,0,1,0,0.00,0,0,0,1,1,29
Ive Jerolimov,Yugoslavia,1982,2,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,16
Ivica Bek,Yugoslavia,1930,-,Delantero,3,3,0,0,3,1.00,0,0,2,0,1,4
Ivica Dragutinovic,Serbia y Montenegro,2006,3,Defensor,1,1,0,2,0,0.00,1,0,0,0,1,32
Ivica Ivusic,Croacia,2022,23,Arquero,0,0,0,7,0,0.00,0,0,0,0,0,3
Ivica Kralj,RF de Yugoslavia,1998,1,Arquero,4,4,0,0,0,0.00,0,0,2,1,1,10
Ivica Olic,Croacia,2002,18,Delantero,2,1,0,1,1,0.50,0,0,1,0,1,23
Ivica Olic,Croacia,2006,18,Delantero,3,1,0,0,0,0.00,0,0,0,2,1,22
Ivica Olic,Croacia,2014,18,Delantero,3,3,0,0,1,0.33,0,0,1,0,2,19
Ivica Surjak,Yugoslavia,1974,9,Delantero,6,6,0,0,2,0.33,0,0,1,2,3,7
Ivica Surjak,Yugoslavia,1982,20,Delantero,3,3,3,0,0,0.00,0,0,1,1,1,16
Ivica Vastic,Austria,1998,9,Delantero,3,1,0,0,1,0.33,1,0,0,2,1,23
Ivo Frosio,Suiza,1954,13,Mediocampista,0,0,0,4,0,0.00,0,0,0,0,0,5
Ivo Grbic,Croacia,2022,12,Arquero,0,0,0,7,0,0.00,0,0,0,0,0,3
Ivo Knoflicek,Checoslovaquia,1990,17,Delantero,5,5,0,0,0,0.00,1,0,3,0,2,6
Ivo Radovnikovic,Yugoslavia,1950,-,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,5
Ivo Rudic,Australia,1974,16,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,14
Ivo Viktor,Checoslovaquia,1970,1,Arquero,2,2,1,1,0,0.00,0,0,0,0,2,15
Ivor Allchurch,Gales,1958,10,Delantero,5,5,0,0,2,0.40,0,0,1,3,1,5
Ivor Broadis,Inglaterra,1954,8,Delantero,3,3,0,0,2,0.67,0,0,1,1,1,7
Izak Rober,Turquía,1954,6,Mediocampista,3,3,0,0,0,0.00,0,0,1,0,2,11
Izet Hajrovic,Bosnia-Herzegovina,2014,20,Mediocampista,2,2,0,1,0,0.00,0,0,0,0,2,20
J. Harting,Indias Orientales Holand.,1938,-,Arquero,0,0,0,1,0,0.00,0,0,0,0,0,15
Ja-Cheol Koo,Corea del Sur,2014,13,Mediocampista,3,3,3,0,1,0.33,1,0,0,1,2,27
Ja-Cheol Koo,Corea del Sur,2018,13,Mediocampista,2,2,0,1,0,0.00,0,0,1,0,1,19
Jaap Mol,Paises Bajos,1934,-,Delantero,0,0,0,1,0,0.00,0,0,0,0,0,9
Jaap Stam,Paises Bajos,1998,3,Defensor,7,7,0,0,0,0.00,2,0,3,3,1,4
Jabu Pule,Sudáfrica,2002,11,Mediocampista,1,0,0,2,0,0.00,0,0,1,0,0,17
Jacek Bak,Polonia,2002,20,Defensor,1,1,0,2,0,0.00,0,0,0,0,1,25
Jacek Bak,Polonia,2006,6,Defensor,3,3,3,0,0,0.00,1,0,1,0,2,21
Jacek Góralski,Polonia,2018,6,Mediocampista,2,2,0,1,0,0.00,1,0,1,0,1,25
Jacek Kazimierski,Polonia,1982,21,Arquero,0,0,0,7,0,0.00,0,0,0,0,0,3
Jacek Kazimierski,Polonia,1986,12,Arquero,0,0,0,4,0,0.00,0,0,0,0,0,14
Jacek Krzynowek,Polonia,2002,18,Mediocampista,3,3,0,0,0,0.00,1,0,1,0,2,25
Jacek Krzynowek,Polonia,2006,8,Mediocampista,3,3,0,0,0,0.00,1,0,1,0,2,21
Jacek Zielinski,Polonia,2002,3,Defensor,1,1,1,2,0,0.00,0,0,1,0,0,25
Jacinto Barquin,Cuba,1938,-,Defensor,3,3,0,0,0,0.00,0,0,1,1,1,7
Jacinto Villalba,Paraguay,1930,-,Delantero,0,0,0,2,0,0.00,0,0,0,0,0,9
Jack Butland,Inglaterra,2018,13,Arquero,0,0,0,7,0,0.00,0,0,0,0,0,4
Jack Charlton,Inglaterra,1966,5,Defensor,6,6,0,0,0,0.00,0,0,5,1,0,1
Jack Charlton,Inglaterra,1970,17,Defensor,1,1,0,3,0,0.00,0,0,1,0,0,8
Jack Grealish,Inglaterra,2022,7,Delantero,5,0,0,0,1,0.20,0,0,3,1,1,6
Jack Kelsey,Gales,1958,1,Arquero,5,5,0,0,0,0.00,0,0,1,3,1,5
Jack Reilly,Australia,1974,1,Arquero,3,3,0,0,0,0.00,0,0,0,1,2,14
Jack Samuels,Indias Orientales Holand.,1938,-,Defensor,1,1,0,0,0,0.00,0,0,0,0,1,15
Jack Wilshere,Inglaterra,2014,7,Mediocampista,2,1,0,1,0,0.00,0,0,0,1,1,26
Jackie Fatton,Suiza,1950,-,Delantero,3,3,0,0,2,0.67,0,0,1,1,1,6
Jackie Fatton,Suiza,1954,17,Delantero,4,4,0,0,1,0.25,0,0,2,0,2,5
Jackie Henderson,Escocia,1954,16,Delantero,0,0,0,2,0,0.00,0,0,0,0,0,15
Jackie Mcnamara,Escocia,1998,2,Defensor,2,1,0,1,0,0.00,0,0,0,1,1,27
Jackie Milburn,Inglaterra,1950,-,Delantero,1,1,0,2,0,0.00,0,0,0,0,1,8
Jackie Mudie,Escocia,1958,17,Delantero,3,3,0,0,1,0.33,0,0,0,1,2,14
Jackie Scott,Irlanda del Norte,1958,14,Delantero,2,2,0,3,0,0.00,0,0,1,0,1,7
Jackson Irvine,Australia,2018,22,Mediocampista,3,0,0,0,0,0.00,0,0,0,1,2,30
Jackson Irvine,Australia,2022,22,Mediocampista,4,4,0,0,0,0.00,2,0,2,0,2,11
Jackson Martinez,Colombia,2014,21,Delantero,3,2,0,2,2,0.67,0,0,3,0,0,5
Jackson Porozo,Ecuador,2022,25,Defensor,2,1,0,1,0,0.00,0,0,0,1,1,18
Jacky Peeters,Bélgica,2002,15,Defensor,3,3,0,1,0,0.00,0,0,1,1,1,14
Jacob Laursen,Dinamarca,1998,13,Defensor,1,1,0,4,0,0.00,0,0,0,0,1,8
Jacob Lekgetho,Sudáfrica,2002,5,Defensor,1,0,0,2,0,0.00,0,0,0,0,1,17
Jacques Beurlet,Bélgica,1970,13,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,10
Jacques Duquesne,Bélgica,1970,22,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,10
Jacques Grimonpon,Francia,1954,5,Defensor,0,0,0,2,0,0.00,0,0,0,0,0,9
Jacques Mairesse,Francia,1934,-,Defensor,1,1,0,0,0,0.00,0,0,0,0,1,9
Jacques Moeschal,Bélgica,1930,-,Delantero,2,2,0,0,0,0.00,0,0,0,0,2,11
Jacques Munaron,Bélgica,1982,22,Arquero,1,1,0,4,0,0.00,0,0,0,0,1,10
Jacques Munaron,Bélgica,1986,12,Arquero,0,0,0,7,0,0.00,0,0,0,0,0,4
Jacques Nguea,Camerún,1982,18,Delantero,2,2,0,1,0,0.00,0,0,0,2,0,17
Jacques Simon,Francia,1966,20,Delantero,2,2,0,1,0,0.00,0,0,0,0,2,13
Jacques Songoo,Camerún,1990,22,Arquero,0,0,0,5,0,0.00,0,0,0,0,0,7
Jacques Songoo,Camerún,1994,22,Arquero,1,1,0,2,0,0.00,1,0,0,0,1,22
Jacques Songoo,Camerún,1998,1,Arquero,3,3,0,0,0,0.00,0,0,0,2,1,25
Jacques Songoo,Camerún,2002,16,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,20
Jae Jin Cho,Corea del Sur,2006,19,Delantero,3,3,0,0,0,0.00,0,0,1,1,1,17
Jae Sung Kim,Corea del Sur,2010,13,Mediocampista,3,1,0,1,0,0.00,0,0,1,1,1,15
Jae-sung Lee,Corea del Sur,2018,17,Mediocampista,3,3,0,0,0,0.00,1,0,1,0,2,19
Jae-sung Lee,Corea del Sur,2022,10,Mediocampista,3,3,0,1,0,0.00,0,0,1,1,1,16
Jaime Ayoví,Ecuador,2014,17,Delantero,0,0,0,3,0,0.00,0,0,0,0,0,17
Jaime Belmonte,México,1958,19,Delantero,2,2,0,1,1,0.50,0,0,0,1,1,16
Jaime Duarte,Perú,1978,2,Defensor,6,6,0,0,0,0.00,0,0,2,1,3,8
Jaime Duarte,Perú,1982,2,Defensor,3,3,0,0,0,0.00,1,0,0,2,1,20
Jaime Gomez,México,1958,13,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,16
Jaime Gomez,México,1962,12,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,11
Jaime Gonzales,Colombia,1962,5,Defensor,3,3,0,0,0,0.00,0,0,0,1,2,14
Jaime Graca,Portugal,1966,16,Mediocampista,6,6,0,0,0,0.00,0,0,5,0,1,3
Jaime Magalhaes,Portugal,1986,14,Mediocampista,2,1,0,1,0,0.00,0,0,0,0,2,17
Jaime Moreno,Bolivia,1994,11,Delantero,2,0,0,1,0,0.00,0,0,0,0,2,21
Jaime Ordiales,México,1998,20,Mediocampista,2,2,0,2,0,0.00,1,0,1,1,0,13
Jaime Penedo,Panamá,2018,1,Arquero,3,3,0,0,0,0.00,0,0,0,0,3,32
Jaime Portillo,El Salvador,1970,17,Delantero,1,1,0,2,0,0.00,0,0,0,0,1,16
Jaime Ramirez,Chile,1962,7,Delantero,6,6,0,0,2,0.33,0,0,4,0,2,3
Jaime Ramirez,Chile,1966,15,Delantero,0,0,0,3,0,0.00,0,0,0,0,0,13
Jaime Rodriguez,El Salvador,1982,15,Defensor,3,3,0,0,0,0.00,0,0,0,0,3,24
Jaime Salazar,México,1958,18,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,16
Jaime Silva,Colombia,1962,9,Mediocampista,1,1,0,2,0,0.00,0,0,0,0,1,14
Jaime Villegas,Honduras,1982,3,Defensor,3,3,0,0,0,0.00,0,0,0,2,1,18
Jair,Brasil,1950,-,Delantero,5,5,0,1,2,0.40,0,0,4,0,1,2
Jair Da Costa,Brasil,1962,18,Delantero,0,0,0,6,0,0.00,0,0,0,0,0,1
Jair Marinho,Brasil,1962,12,Defensor,0,0,0,6,0,0.00,0,0,0,0,0,1
Jairo Arias,Colombia,1962,22,Delantero,1,1,0,2,0,0.00,0,0,0,0,1,14
Jairzinho,Brasil,1966,17,Delantero,3,3,0,0,0,0.00,0,0,1,0,2,11
Jairzinho,Brasil,1970,7,Delantero,6,6,0,0,7,1.17,0,0,6,0,0,1
Jairzinho,Brasil,1974,7,Delantero,7,7,0,0,2,0.29,2,0,3,2,2,4
Jakob Bender,Alemania,1934,-,Delantero,2,2,0,2,0,0.00,0,0,1,0,1,3
Jakob Poulsen,Dinamarca,2010,14,Mediocampista,2,0,0,1,0,0.00,0,0,1,0,1,24
Jakob Streitle,Alemania,1938,-,Defensor,1,1,0,1,0,0.00,0,0,0,0,1,10
Jakub Kaminski,Polonia,2022,13,Mediocampista,4,2,0,0,0,0.00,0,0,1,1,2,15
Jakub Kiwior,Polonia,2022,14,Defensor,4,4,0,0,0,0.00,1,0,1,1,2,15
Jalal Hosseini,Irán,2014,4,Defensor,3,3,0,0,0,0.00,0,0,0,1,2,28
Jamal Al Qabandi,Kuwait,1982,4,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,21
Jamal Musiala,Alemania,2022,14,Mediocampista,3,3,0,0,0,0.00,0,0,1,1,1,17
Jamal Salami,Marruecos,1998,19,Mediocampista,1,0,0,2,0,0.00,0,0,1,0,0,18
Jamba,Angola,2006,3,Defensor,3,3,0,0,0,0.00,1,0,0,2,1,23
James Bannatyne,Nueva Zelanda,2010,23,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,22
James Holland,Australia,2014,16,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,30
James Holton,Escocia,1974,5,Defensor,3,3,0,0,0,0.00,1,0,1,2,0,9
James Lowery,Canadá,1986,18,Mediocampista,1,0,0,2,0,0.00,0,0,0,0,1,24
James Maddison,Inglaterra,2022,25,Mediocampista,0,0,0,5,0,0.00,0,0,0,0,0,6
James Meredith,Australia,2018,3,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,30
James Milner,Inglaterra,2010,16,Mediocampista,3,3,0,1,0,0.00,1,0,1,1,1,13
James Milner,Inglaterra,2014,17,Mediocampista,1,1,0,2,0,0.00,0,0,0,1,0,26
James Obiorah,Nigeria,2002,20,Mediocampista,1,1,0,2,0,0.00,0,0,0,1,0,27
James Pantemis,Canadá,2022,16,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,31
James Quinn,Irlanda del Norte,1986,9,Delantero,0,0,0,3,0,0.00,0,0,0,0,0,21
James Rodríguez,Colombia,2014,10,Mediocampista,5,4,0,0,6,1.20,1,0,4,0,1,5
James Rodríguez,Colombia,2018,10,Mediocampista,3,2,0,1,0,0.00,1,0,2,0,1,9
James Troisi,Australia,2014,14,Mediocampista,2,0,0,1,0,0.00,0,0,0,0,2,30
Jamie Carragher,Inglaterra,2006,15,Defensor,4,2,0,1,0,0.00,1,0,2,2,0,7
Jamie Carragher,Inglaterra,2010,18,Defensor,2,1,0,2,0,0.00,2,0,0,2,0,13
Jamie Maclaren,Australia,2018,14,Delantero,0,0,0,3,0,0.00,0,0,0,0,0,30
Jamie Maclaren,Australia,2022,9,Delantero,3,0,0,1,0,0.00,0,0,2,0,1,11
Jamie Vardy,Inglaterra,2018,11,Delantero,4,1,0,3,0,0.00,0,0,1,1,2,4
Jan Bartram,Dinamarca,1986,20,Mediocampista,0,0,0,4,0,0.00,0,0,0,0,0,9
Jan Bednarek,Polonia,2018,5,Defensor,3,2,0,0,1,0.33,1,0,1,0,2,25
Jan Bednarek,Polonia,2022,5,Defensor,1,0,0,3,0,0.00,0,0,0,0,1,15
Jan Berger,Checoslovaquia,1982,13,Mediocampista,2,2,0,1,0,0.00,0,0,0,1,1,19
Jan Ceulemans,Bélgica,1982,11,Delantero,5,5,0,0,0,0.00,0,0,2,1,2,10
Jan Ceulemans,Bélgica,1986,11,Mediocampista,7,7,7,0,3,0.43,1,0,2,2,3,4
Jan Ceulemans,Bélgica,1990,11,Delantero,4,3,3,0,1,0.25,0,0,2,0,2,11
Jan Diddens,Bélgica,1930,-,Mediocampista,2,2,0,0,0,0.00,0,0,0,0,2,11
Jan Dockx,Bélgica,1970,6,Mediocampista,3,3,0,0,0,0.00,0,0,1,0,2,10
Jan Domarski,Polonia,1974,19,Delantero,3,1,0,4,0,0.00,0,0,2,0,1,3
Jan Durica,Eslovaquia,2010,16,Defensor,4,4,0,0,0,0.00,1,0,1,1,2,16
Jan Eriksson,Suecia,1990,2,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,21
Jan Fiala,Checoslovaquia,1982,3,Defensor,3,3,0,0,0,0.00,0,0,0,2,1,19
Jan Fjortoft,Noruega,1994,9,Delantero,2,2,0,1,0,0.00,0,0,1,0,1,17
Jan Furtok,Polonia,1986,22,Delantero,1,0,0,3,0,0.00,0,0,0,0,1,14
Jan Heintze,Dinamarca,1998,5,Defensor,5,3,0,0,0,0.00,0,0,2,1,2,8
Jan Heintze,Dinamarca,2002,5,Defensor,2,2,2,2,0,0.00,1,0,1,1,0,10
Jan Hertl,Checoslovaquia,1954,14,Mediocampista,2,2,0,0,0,0.00,0,0,0,0,2,14
Jan Hertl,Checoslovaquia,1958,15,Mediocampista,1,1,0,3,0,0.00,0,0,0,0,1,9
Jan Jalocha,Polonia,1982,7,Defensor,3,3,0,4,0,0.00,0,0,1,2,0,3
Jan Jongbloed,Paises Bajos,1974,8,Arquero,7,7,0,0,0,0.00,0,0,5,1,1,2
Jan Jongbloed,Paises Bajos,1978,8,Arquero,5,4,0,2,0,0.00,0,0,2,1,2,2
Jan Karas,Polonia,1986,9,Mediocampista,3,1,0,1,0,0.00,0,0,1,0,2,14
Jan Kocian,Checoslovaquia,1990,5,Defensor,4,4,0,1,0,0.00,1,0,3,0,1,6
Jan Koller,República Checa,2006,9,Delantero,1,1,0,2,1,1.00,0,0,1,0,0,20
Jan Kozak,Eslovaquia,2010,8,Mediocampista,1,1,0,3,0,0.00,0,0,0,0,1,16
Jan Kozak,Checoslovaquia,1982,7,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,19
Jan Kromkamp,Paises Bajos,2006,12,Defensor,0,0,0,4,0,0.00,0,0,0,0,0,11
Jan Lala,Checoslovaquia,1962,2,Defensor,5,5,0,1,0,0.00,0,0,3,1,1,2
Jan Michaelsen,Dinamarca,2002,15,Mediocampista,0,0,0,4,0,0.00,0,0,0,0,0,10
Jan Molby,Dinamarca,1986,7,Mediocampista,4,1,0,0,0,0.00,0,0,3,0,1,9
Jan Moller,Suecia,1978,17,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,13
Jan Mucha,Eslovaquia,2010,1,Arquero,4,4,0,0,0,0.00,1,0,1,1,2,16
Jan Olsson,Suecia,1970,20,Defensor,2,2,0,1,0,0.00,0,0,0,1,1,9
Jan Olsson,Suecia,1974,2,Defensor,4,4,0,2,0,0.00,0,0,1,2,1,5
Jan Pivarnik,Checoslovaquia,1970,12,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,15
Jan Polak,República Checa,2006,19,Mediocampista,3,1,0,0,0,0.00,0,1,1,0,2,20
Jan Poortvliet,Paises Bajos,1978,2,Defensor,6,6,0,1,0,0.00,0,0,2,2,2,2
Jan Popluhar,Checoslovaquia,1958,16,Defensor,3,3,0,1,0,0.00,0,0,1,1,1,9
Jan Popluhar,Checoslovaquia,1962,3,Defensor,6,6,0,0,0,0.00,0,0,3,1,2,2
Jan Riha,Checoslovaquia,1938,-,Delantero,2,2,0,1,0,0.00,0,0,1,1,0,5
Jan Stejskal,Checoslovaquia,1990,1,Arquero,5,5,0,0,0,0.00,0,0,3,0,2,6
Jan Tomaszewski,Polonia,1974,2,Arquero,7,7,0,0,0,0.00,0,0,6,0,1,3
Jan Tomaszewski,Polonia,1978,1,Arquero,4,4,0,2,0,0.00,0,0,2,1,1,5
Jan Urban,Polonia,1986,8,Delantero,4,3,0,0,0,0.00,0,0,1,1,2,14
Jan Van Diepenbeek,Paises Bajos,1934,-,Defensor,0,0,0,1,0,0.00,0,0,0,0,0,9
Jan Vennegoor Of Hesselink,Paises Bajos,2006,19,Delantero,1,0,0,3,0,0.00,0,0,0,0,1,11
