jugador,seleccion_nacionalidad,altura,fecha_nac,posicion,num_camiseta,mundiales
Jupp Heynckes,Alemania Occidental,,9 de mayo de 1945,Delantero,11,1974
Jupp Kappellmann,Alemania Occidental,,19 de diciembre de 1949,Mediocampista,19,1974
Jupp Posipal,Alemania Occidental,,20 de junio de 1927,Defensor,7,1954
Juraj Kucka,Eslovaquia,1.86 m,26 de febrero de 1987,Mediocampista,19,2010
Jurandir,Brasil,,12 de noviembre de 1940,Defensor,14,1962
Juri Lodygin,Rusia,1.87 m,26 de mayo de 1990,Arquero,12,2014
Jurica Jerkovic,Yugoslavia,,25 de febrero de 1950,Mediocampista,"12, 17","1974, 1982"
Jurica Vranjes,Croacia,1.84 m,31 de enero de 1980,Mediocampista,"16, 6","2002, 2006"
Jurrïen Timber,Paises Bajos,1.79 m,17 de junio de 2001,Defensor,2,2022
Just Fontaine,Francia,,18 de agosto de 1933,Delantero,17,1958
Justice Christopher,Nigeria,1.78 m,24 de diciembre de 1981,Mediocampista,15,2002
Justin Bijlow,Paises Bajos,1.88 m,22 de enero de 1998,Arquero,13,2022
Justo Villar,Paraguay,1.80 m,30 de junio de 1977,Arquero,"12, 1","2002, 2006, 2010"
Juvenal,Brasil,,27 de noviembre de 1923,Defensor,-,1950
Juwon Oshaniwa,Nigeria,1.84 m,14 de septiembre de 1990,Defensor,13,2014
Kabasu Babo,Zaire,,4 de marzo de 1950,Defensor,11,1974
Kacmaz Akgun,Turquía,,,Defensor,18,1954
Kader Keita,Costa de Marfil,1.84 m,6 de agosto de 1981,"Delantero, Mediocampista",18,"2006, 2010"
Kafula Ngoye,Zaire,,11 de noviembre de 1945,Mediocampista,17,1974
Kagisho Dikgacoi,Sudáfrica,1.80 m,24 de noviembre de 1984,Mediocampista,13,2010
Kai Havertz,Alemania,1.90 m,11 de junio de 1999,Mediocampista,7,2022
Kais Ghodhbane,Túnez,1.83 m,7 de enero de 1976,Mediocampista,10,"1998, 2002, 2006"
Kaká,Brasil,1.86 m,22 de abril de 1982,"Mediocampista, Delantero","23, 8, 10","2002, 2006, 2010"
Kakhi Asatiani,URSS,,1 de enero de 1947,Mediocampista,11,1970
Kakoko Etepe,Zaire,,22 de noviembre de 1950,Delantero,21,1974
Kalambay Otepa,Zaire,,12 de noviembre de 1948,Arquero,22,1974
Kali,Angola,1.87 m,11 de octubre de 1978,Defensor,5,2006
Kalidou Cissokho,Senegal,1.71 m,14 de diciembre de 1972,Arquero,22,2002
Kalidou Koulibaly,Senegal,1.95 m,20 de junio de 1991,Defensor,3,"2018, 2022"
Kalle Svensson,Suecia,,11 de noviembre de 1925,Arquero,1,"1950, 1958"
Kalman Ihasz,Hungría,,6 de diciembre de 1941,Defensor,"13, 18","1962, 1966"
Kalman Kovacs,Hungría,,11 de septiembre de 1965,Delantero,20,1986
Kalman Meszoly,Hungría,,16 de julio de 1941,Defensor,"3, 5","1962, 1966"
Kalman Sovari,Hungría,,21 de diciembre de 1940,Defensor,"12, 4","1962, 1966"
Kalu Uche,Nigeria,1.71 m,15 de noviembre de 1982,Mediocampista,12,2010
Kalvin Phillips,Inglaterra,1.78 m,2 de diciembre de 1995,Mediocampista,14,2022
Kamal Miller,Canadá,1.83 m,16 de mayo de 1997,Defensor,4,2022
Kamal Sowah,Ghana,1.79 m,9 de enero de 2000,Delantero,24,2022
Kamaldeen Sulemana,Ghana,1.74 m,15 de febrero de 2002,Delantero,22,2022
Kamel Chebali,Túnez,,9 de marzo de 1954,Defensor,18,1978
Kamel Mansour,Egipto,,2 de agosto de 1914,Delantero,-,1934
Kamel Masoud,Egipto,,2 de agosto de 1914,Arquero,-,1934
Kamil Glik,Polonia,1.90 m,3 de febrero de 1988,Defensor,15,"2018, 2022"
Kamil Grabara,Polonia,1.95 m,8 de enero de 1999,Arquero,22,2022
Kamil Grosicki,Polonia,1.80 m,8 de junio de 1988,Mediocampista,11,"2018, 2022"
Kamil Kopunek,Eslovaquia,1.80 m,18 de mayo de 1984,Mediocampista,20,2010
Kamil Kosowski,Polonia,1.86 m,30 de agosto de 1977,Mediocampista,5,2006
Kang Hee Choi,Corea del Sur,,12 de abril de 1959,Defensor,3,1990
Kang-in Lee,Corea del Sur,1.73 m,19 de febrero de 2001,Mediocampista,18,2022
Kanga Akale,Costa de Marfil,1.78 m,7 de marzo de 1981,Mediocampista,2,2006
Kaoru Mitoma,Japón,1.78 m,20 de mayo de 1997,Mediocampista,9,2022
Kara Mbodji,Senegal,1.92 m,11 de noviembre de 1989,Defensor,4,2018
Karel Burkert,Checoslovaquia,,1 de diciembre de 1909,Arquero,-,1938
Karel Kolsky,Checoslovaquia,,21 de septiembre de 1914,Mediocampista,-,1938
Karel Ooms,Paises Bajos,,,Delantero,-,1938
Karel Poborsky,República Checa,1.75 m,30 de marzo de 1972,Mediocampista,8,2006
Karel Senecky,Checoslovaquia,,17 de marzo de 1919,Delantero,-,1938
Karel Stromsik,Checoslovaquia,,12 de abril de 1958,Arquero,22,1982
Kári Árnason,Islandia,1.91 m,13 de octubre de 1982,Defensor,14,2018
Karim Adeyemi,Alemania,1.80 m,18 de enero de 2002,Mediocampista,24,2022
Karim Ansarifard,Irán,1.86 m,3 de abril de 1990,Delantero,10,"2014, 2018, 2022"
Karim Bagheri,Irán,1.87 m,20 de febrero de 1974,Mediocampista,6,1998
Karim Benzema,Francia,1.85 m,19 de diciembre de 1987,Delantero,"10, 19","2014, 2022"
Karim Boudiaf,Catar,1.90 m,16 de septiembre de 1990,Mediocampista,12,2022
Karim El Ahmadi,Marruecos,1.85 m,27 de enero de 1985,Mediocampista,8,2018
Karim Essediri,Túnez,1.85 m,29 de julio de 1979,Delantero,2,2006
Karim Haggui,Túnez,1.88 m,20 de enero de 1984,Defensor,3,2006
Karim Maroc,Argelia,,5 de marzo de 1958,Mediocampista,"18, 8","1982, 1986"
Karim Matmour,Argelia,1.81 m,25 de junio de 1985,Mediocampista,13,2010
Karim Mohamed,Iraq,,1 de abril de 1960,Defensor,13,1986
Karim Saidi,Túnez,1.84 m,24 de marzo de 1983,Defensor,21,2006
Karim Ziani,Argelia,1.68 m,17 de agosto de 1982,Mediocampista,15,2010
Karl Allgoewer,Alemania Occidental,,5 de enero de 1957,Mediocampista,13,1986
Karl Erik Grahn,Suecia,,5 de noviembre de 1914,Mediocampista,-,1938
Karl-Erik Palmer,Suecia,,17 de abril de 1929,Delantero,-,1950
Karl Giesser,Austria,,29 de octubre de 1928,Mediocampista,14,1954
Karl-Heinz Foerster,Alemania Occidental,,25 de julio de 1958,Defensor,4,"1982, 1986"
Karl-Heinz Metzner,Alemania Occidental,,9 de enero de 1923,Mediocampista,11,1954
Karl-Heinz Rummenigge,Alemania Occidental,,25 de septiembre de 1955,Delantero,11,"1978, 1982, 1986"
Karl-Heinz Schnellinger,Alemania Occidental,,31 de marzo de 1939,Defensor,"17, 3","1958, 1962, 1966, 1970"
Karl Hohmann,Alemania,,18 de junio de 1908,Delantero,-,1934
Karl-Johan Johnsson,Suecia,1.87 m,28 de enero de 1990,Arquero,12,2018
Karl Johnsson,Suecia,,,Mediocampista,-,1934
Karl Koller,Austria,,9 de febrero de 1929,Mediocampista,6,"1954, 1958"
Karl Loken,Noruega,,14 de agosto de 1966,Defensor,15,1994
Karl Mai,Alemania Occidental,,27 de julio de 1928,Mediocampista,8,1954
Karl Odermatt,Suiza,,17 de diciembre de 1942,Mediocampista,15,1966
Karl Sesta,Austria,,18 de marzo de 1906,Defensor,-,1934
Karl Stotz,Austria,,27 de marzo de 1927,Mediocampista,"12, 16","1954, 1958"
Karl Svensson,Suecia,1.89 m,21 de marzo de 1984,Defensor,15,2006
Karl Toko-Ekambi,Camerún,1.83 m,14 de septiembre de 1992,Delantero,12,2022
Karl Zischek,Austria,,28 de agosto de 1910,Delantero,-,1934
Karlheinz Riedle,Alemania Occidental,,16 de septiembre de 1965,Delantero,"13, 9","1990, 1994"
Karol Dobias,Checoslovaquia,,18 de diciembre de 1947,Defensor,2,1970
Karol Jokl,Checoslovaquia,,29 de agosto de 1945,Delantero,11,1970
Karol Linetty,Polonia,1.76 m,2 de febrero de 1995,Mediocampista,8,2018
Karol Swiderski,Polonia,1.84 m,23 de enero de 1997,Delantero,16,2022
Karoly Csapo,Hungría,,23 de febrero de 1952,Mediocampista,"13, 17","1978, 1982"
Karoly Sandor,Hungría,,29 de noviembre de 1928,Delantero,"11, 7","1958, 1962"
Kasey Keller,Estados Unidos,1.88 m,29 de noviembre de 1969,Arquero,18,"1990, 1998, 2002, 2006"
Kasper Bogelund,Dinamarca,1.80 m,8 de octubre de 1980,Defensor,20,2002
Kasper Dolberg,Dinamarca,1.87 m,6 de octubre de 1997,Delantero,12,"2018, 2022"
Kasper Schmeichel,Dinamarca,1.90 m,5 de noviembre de 1986,Arquero,1,"2018, 2022"
Kassem Slimani,Marruecos,,1 de enero de 1948,Defensor,5,1970
Katlego Mphela,Sudáfrica,1.80 m,29 de noviembre de 1984,Delantero,9,2010
Kazadi Muamba,Zaire,,6 de marzo de 1947,Arquero,1,1974
Kazimierz Deyna,Polonia,,23 de octubre de 1947,Mediocampista,12,"1974, 1978"
Kazimierz Kmiecik,Polonia,,19 de septiembre de 1951,Delantero,21,1974
Kazimierz Lis,Polonia,,9 de abril de 1910,Mediocampista,-,1938
Kazimierz Przybys,Polonia,,11 de julio de 1960,Defensor,2,1986
Kazimir Gajdos,Checoslovaquia,,28 de marzo de 1934,Delantero,"20, 7","1954, 1958"
Kazimir Hnatow,Francia,,9 de enero de 1929,Mediocampista,9,1958
Kazuyuki Toda,Japón,1.78 m,30 de diciembre de 1977,Mediocampista,21,2002
Keanu Baccus,Australia,1.78 m,7 de junio de 1998,Mediocampista,26,2022
Kees Mijnders,Paises Bajos,,28 de septiembre de 1912,Delantero,-,1934
Keiji Tamada,Japón,1.73 m,11 de abril de 1980,Delantero,"20, 11","2006, 2010"
Keisuke Honda,Japón,1.82 m,13 de junio de 1986,Mediocampista,"18, 4","2010, 2014, 2018"
Keisuke Tsuboi,Japón,1.79 m,16 de septiembre de 1979,Defensor,19,2006
Keita Baldé,Senegal,1.84 m,8 de marzo de 1995,Delantero,20,2018
Keith Mckay,Nueva Zelanda,,8 de diciembre de 1956,Mediocampista,12,1982
Keith Newton,Inglaterra,,23 de junio de 1941,Defensor,2,1970
Kelechi Iheanacho,Nigeria,1.87 m,3 de octubre de 1996,Delantero,14,2018
Kellyn Acosta,Estados Unidos,1.77 m,24 de julio de 1995,Mediocampista,23,2022
Kelvin Jack,Trinidad y Tobago,1.93 m,29 de abril de 1976,Arquero,21,2006
Kembo Uba Kembo,Zaire,,27 de diciembre de 1947,Mediocampista,9,1974
Ken Armstrong,Inglaterra,,3 de junio de 1924,Mediocampista,19,1954
Ken Green,Inglaterra,,27 de abril de 1924,Defensor,13,1954
Ken Jones,Gales,,2 de enero de 1936,Arquero,12,1958
Ken Leek,Gales,,26 de julio de 1935,Delantero,17,1958
Kendall Waston,Costa Rica,1.96 m,1 de enero de 1988,Defensor,19,"2018, 2022"
Kengo Nakamura,Japón,1.75 m,31 de octubre de 1980,Mediocampista,14,2010
Kenner Gutiérrez,Costa Rica,1.79 m,9 de junio de 1989,Defensor,22,2018
Kennet Andersson,Suecia,,6 de octubre de 1967,Delantero,19,1994
Kenneth Omeruo,Nigeria,1.85 m,17 de octubre de 1993,Defensor,22,"2014, 2018"
Kenneth Taylor,Paises Bajos,1.82 m,16 de mayo de 2002,Mediocampista,24,2022
Kenny Burns,Escocia,,23 de septiembre de 1953,Defensor,22,1978
Kenny Cresswell,Nueva Zelanda,,4 de junio de 1958,Mediocampista,13,1982
Kenny Cunningham,Irlanda,1.83 m,28 de junio de 1971,Defensor,4,2002
Kenny Dalglish,Escocia,,4 de marzo de 1951,Delantero,8,"1974, 1978, 1982"
Kenny Sansom,Inglaterra,,26 de septiembre de 1958,Defensor,"17, 3","1982, 1986"
Kent Karlsson,Suecia,,25 de noviembre de 1945,Defensor,"3, 19","1974, 1978"
Kent Nielsen,Dinamarca,,28 de diciembre de 1961,Defensor,17,1986
Kenwyne Jones,Trinidad y Tobago,1.88 m,5 de octubre de 1984,Delantero,15,2006
Kepa Arrizabalaga,España,1.89 m,3 de octubre de 1994,Arquero,13,2018
Kerry Dixon,Inglaterra,,24 de julio de 1961,Delantero,21,1986
Keun Hak Lee,Corea del Norte,,7 de julio de 1940,Arquero,9,1966
Keun-Ho Lee,Corea del Sur,1.76 m,11 de abril de 1985,Delantero,11,2014
Kevin Álvarez,México,1.76 m,15 de enero de 1999,Defensor,26,2022
Kevin De Bruyne,Bélgica,1.81 m,28 de junio de 1991,Mediocampista,7,"2014, 2018, 2022"
Kevin Gallacher,Escocia,,23 de noviembre de 1966,Delantero,7,1998
Kevin Grosskreutz,Alemania,1.86 m,19 de julio de 1988,Defensor,2,2014
Kevin Keegan,Inglaterra,,14 de febrero de 1951,Delantero,7,1982
Kevin Kilbane,Irlanda,1.85 m,1 de febrero de 1977,Delantero,11,2002
Kevin Mirallas,Bélgica,1.82 m,5 de octubre de 1987,Delantero,11,2014
Kevin Moran,Irlanda,,29 de abril de 1956,Defensor,"5, 4","1990, 1994"
Kevin Prince Boateng,Ghana,1.82 m,6 de marzo de 1987,Delantero,"23, 9","2010, 2014"
Kevin Rodríguez,Ecuador,1.90 m,4 de marzo de 2000,Delantero,26,2022
Kevin Sheedy,Irlanda,,21 de octubre de 1959,Mediocampista,11,1990
Kevin Trapp,Alemania,1.89 m,8 de julio de 1990,Arquero,12,"2018, 2022"
Kew Jaliens,Paises Bajos,1.83 m,15 de septiembre de 1978,Defensor,2,2006
Keylor Navas,Costa Rica,1.85 m,15 de diciembre de 1986,Arquero,1,"2014, 2018, 2022"
Keysher Fuller,Costa Rica,1.83 m,12 de julio de 1994,Defensor,4,2022
Khadim N'Diaye,Senegal,1.85 m,30 de noviembre de 1984,Arquero,16,2018
Khaled Al Muwallid,Arabia Saudita,,23 de noviembre de 1971,Mediocampista,14,"1994, 1998"
Khaled Aziz,Arabia Saudita,1.72 m,14 de julio de 1981,Mediocampista,16,2006
Khaled Badra,Túnez,1.85 m,8 de abril de 1973,Defensor,"21, 2","1998, 2002"
Khaled Gasmi,Túnez,,8 de abril de 1953,Mediocampista,4,1978
Khaleel Ghanim,Emiratos Arabes,,12 de noviembre de 1964,Defensor,2,1990
Khalid Boulahrouz,Paises Bajos,1.84 m,28 de diciembre de 1981,Defensor,"3, 12","2006, 2010"
Khalid Boutaïb,Marruecos,1.90 m,24 de abril de 1987,Delantero,13,2018
Khalid Ismail,Emiratos Arabes,,7 de julio de 1965,Mediocampista,8,1990
Khalid Muneer,Catar,1.74 m,24 de febrero de 1998,Delantero,18,2022
Khalil Azmi,Marruecos,,23 de agosto de 1964,Arquero,1,1994
Khalil Mohamed,Iraq,,6 de septiembre de 1958,Defensor,3,1986
Khalilou Fadiga,Senegal,1.83 m,30 de diciembre de 1974,Mediocampista,10,2002
Khamis Al Dossari,Arabia Saudita,1.78 m,8 de septiembre de 1973,Mediocampista,16,"1998, 2002"
Khemais Labidi,Túnez,,30 de agosto de 1950,Mediocampista,12,1978
Khodadad Azizi,Irán,1.70 m,22 de junio de 1971,Delantero,11,1998
Khoren Oganesian,URSS,,10 de enero de 1955,Mediocampista,10,1982
Khosro Heydari,Irán,1.74 m,14 de septiembre de 1983,Mediocampista,2,2014
Ki Hun Yeom,Corea del Sur,1.82 m,30 de marzo de 1983,Mediocampista,19,2010
Ki Hyeon Seol,Corea del Sur,1.84 m,8 de enero de 1979,Delantero,"9, 11","2002, 2006"
Ki Joo Li,Corea del Sur,,12 de noviembre de 1926,Delantero,19,1954
Kibonge Mafu,Zaire,,12 de febrero de 1945,Mediocampista,15,1974
Kick Smit,Paises Bajos,,3 de noviembre de 1911,Delantero,-,"1934, 1938"
Kidumu Mantantu,Zaire,,17 de noviembre de 1946,Mediocampista,10,1974
Kieffer Moore,Gales,1.96 m,8 de agosto de 1992,Delantero,13,2022
Kieran Trippier,Inglaterra,1.78 m,19 de septiembre de 1990,Defensor,12,"2018, 2022"
Kieron Dyer,Inglaterra,1.70 m,29 de diciembre de 1978,Mediocampista,23,2002
Kiki Antenen,Suiza,1.74 m,3 de noviembre de 1929,Delantero,15,"1950, 1954, 1962"
Kiko,España,,26 de abril de 1972,Delantero,19,1998
Kilasu Massamba,Zaire,,22 de diciembre de 1950,Mediocampista,6,1974
Kim Kallstrom,Suecia,1.81 m,24 de agosto de 1982,Mediocampista,16,2006
Kingsley Coman,Francia,1.80 m,13 de junio de 1996,Delantero,20,2022
Kiril Dojcinovski,Yugoslavia,,17 de octubre de 1943,Defensor,15,1974
Kiril Ivkov,Bulgaria,,21 de junio de 1946,Defensor,19,1974
Kiril Milanov,Bulgaria,,17 de octubre de 1948,Delantero,14,1974
Kiril Rakarov,Bulgaria,,24 de mayo de 1932,Defensor,2,1962
Kisho Yano,Japón,1.85 m,5 de abril de 1984,Delantero,12,2010
Kjetil Rekdal,Noruega,,6 de noviembre de 1968,Mediocampista,10,"1994, 1998"
Klaas Jan Huntelaar,Paises Bajos,1.85 m,12 de agosto de 1983,Delantero,"21, 19","2010, 2014"
Klas Ingesson,Suecia,,20 de agosto de 1968,Mediocampista,"10, 8","1990, 1994"
Klaus Allofs,Alemania Occidental,,5 de diciembre de 1956,Delantero,19,1986
Klaus Augenthaler,Alemania Occidental,,26 de septiembre de 1957,Defensor,"15, 5","1986, 1990"
Klaus Berggreen,Dinamarca,,3 de febrero de 1958,Mediocampista,9,1986
Klaus-Dieter Sieloff,Alemania Occidental,,27 de febrero de 1942,Defensor,18,"1966, 1970"
Klaus Fichtel,Alemania Occidental,,19 de noviembre de 1944,Defensor,11,1970
Klaus Fischer,Alemania Occidental,,27 de diciembre de 1949,Delantero,"9, 8","1978, 1982"
Klaus Lindenberger,Austria,,28 de mayo de 1957,Arquero,"22, 1","1982, 1990"
Kleberson,Brasil,1.75 m,19 de junio de 1979,Mediocampista,"15, 20","2002, 2010"
Knut Brynildsen,Noruega,,23 de julio de 1917,Delantero,-,1938
Knut Hansson,Suecia,,9 de mayo de 1911,Delantero,-,1938
Knut Kroon,Suecia,,19 de junio de 1906,Delantero,-,1934
Knut Nordahl,Suecia,,13 de enero de 1920,Mediocampista,-,1950
Ko Itakura,Japón,1.86 m,27 de enero de 1997,Defensor,4,2022
Kodjovi Obilale,Togo,1.93 m,8 de octubre de 1984,Arquero,22,2006
Koebi Kuhn,Suiza,,12 de octubre de 1943,Mediocampista,11,1966
Koen Casteels,Bélgica,1.97 m,25 de junio de 1992,Arquero,13,"2018, 2022"
Koji Nakata,Japón,1.82 m,9 de julio de 1979,Defensor,"16, 6","2002, 2006"
Koke,España,1.76 m,8 de enero de 1992,Mediocampista,"17, 8","2014, 2018, 2022"
Kolo Toure,Costa de Marfil,1.83 m,19 de marzo de 1981,Defensor,4,"2006, 2010, 2014"
Konrad Weise,Alemania Oriental,,17 de agosto de 1951,Defensor,4,1974
Konstantin Krizhevski,URSS,,20 de febrero de 1926,Defensor,3,1958
Konstantinos Chalkias,Grecia,1.98 m,30 de mayo de 1974,Arquero,1,2010
Konstantinos Katsouranis,Grecia,1.83 m,21 de junio de 1979,Mediocampista,21,"2010, 2014"
Kook Chin Yung,Corea del Sur,,2 de enero de 1917,Delantero,20,1954
Kook-Young Han,Corea del Sur,1.83 m,19 de abril de 1990,Mediocampista,14,2014
Kornel Salata,Eslovaquia,1.90 m,24 de enero de 1985,Defensor,21,2010
Kossi Agassa,Togo,1.90 m,2 de julio de 1978,Arquero,16,2006
Kosta Tomasevic,Yugoslavia,,25 de julio de 1923,Delantero,-,1950
Kostadin Kostadinov,Bulgaria,,25 de junio de 1959,Delantero,20,1986
Kostas Manolas,Grecia,1.88 m,14 de junio de 1991,Defensor,4,2014
Kostas Mitroglou,Grecia,1.88 m,12 de marzo de 1988,Delantero,9,2014
Kosuke Nakamura,Japón,1.85 m,27 de febrero de 1995,Arquero,23,2018
Krasimir Borisov,Bulgaria,,8 de abril de 1950,Delantero,20,1974
Krassimir Balakov,Bulgaria,,29 de marzo de 1966,Mediocampista,"20, 10","1994, 1998"
Krépin Diatta,Senegal,1.73 m,25 de febrero de 1999,Mediocampista,15,2022
Krister Kirstersson,Suecia,,25 de julio de 1942,Defensor,14,1970
Kristian Henriksen,Noruega,,3 de marzo de 1911,Mediocampista,-,1938
Kristijan Jakic,Croacia,1.81 m,24 de mayo de 1997,Mediocampista,26,2022
Kristoffer Nordfeldt,Suecia,1.90 m,23 de junio de 1989,Arquero,23,2018
Krunoslav Jurcic,Croacia,,26 de noviembre de 1969,Mediocampista,21,1998
Krystian Bielik,Polonia,1.89 m,4 de enero de 1998,Mediocampista,6,2022
Krzysztof Pawlak,Polonia,,12 de febrero de 1958,Defensor,18,1986
Krzysztof Piatek,Polonia,1.83 m,1 de julio de 1995,Delantero,23,2022
Kuami Agboh,Togo,1.77 m,28 de diciembre de 1977,Mediocampista,8,2006
Kum Chol Choe,Corea del Norte,1.78 m,9 de febrero de 1987,Delantero,12,2010
Kum Il Kim,Corea del Norte,1.70 m,10 de octubre de 1987,Mediocampista,6,2010
Kunle Odunlami,Nigeria,1.87 m,30 de abril de 1991,Defensor,12,2014
Kurt Ambruster,Suiza,,16 de septiembre de 1934,Defensor,3,1966
Kurt Axelsson,Suecia,,10 de noviembre de 1941,Defensor,3,1970
Kurt Bernard,Costa Rica,1.85 m,8 de diciembre de 1977,Delantero,13,2006
Kurt Hamrin,Suecia,,19 de noviembre de 1934,Delantero,7,1958
Kurt Jara,Austria,,14 de octubre de 1950,Mediocampista,11,"1978, 1982"
Kurt Rey,Suiza,,1 de enero de 1923,Defensor,-,1950
Kurt Russ,Austria,,23 de noviembre de 1964,Defensor,7,1990
Kurt Schmied,Austria,,14 de junio de 1926,Arquero,"1, 12","1954, 1958"
Kurt Stettler,Suiza,,21 de agosto de 1932,Arquero,3,1962
Kurt Svanstrom,Suecia,,24 de marzo de 1915,Mediocampista,-,1938
Kurt Welzl,Austria,,6 de noviembre de 1954,Delantero,20,1982
Kwadwo Asamoah,Ghana,1.68 m,9 de diciembre de 1988,Mediocampista,"21, 20","2010, 2014"
Kwang Chon Ri,Corea del Norte,1.83 m,4 de septiembre de 1985,Defensor,5,2010
Kwang Hyok Ri,Corea del Norte,1.78 m,17 de agosto de 1987,Defensor,21,2010
Kwang Rae Cho,Corea del Sur,,19 de marzo de 1954,Mediocampista,4,1986
Kye Rowles,Australia,1.85 m,24 de junio de 1998,Defensor,4,2022
Kyle Beckerman,Estados Unidos,1.82 m,23 de abril de 1982,Mediocampista,15,2014
Kyle Walker,Inglaterra,1.78 m,28 de mayo de 1990,Defensor,2,"2018, 2022"
Kylian Mbappé,Francia,1.78 m,20 de diciembre de 1998,Delantero,10,"2018, 2022"
Kyong Il Kim,Corea del Norte,1.74 m,11 de diciembre de 1988,Mediocampista,22,2010
Kyriakos Karataidis,Grecia,,4 de julio de 1965,Defensor,18,1994
Kyu Chong Park,Corea del Sur,,12 de junio de 1924,Defensor,2,1954
Kyung Ho Chung,Corea del Sur,1.79 m,22 de mayo de 1980,Delantero,16,2006
Kyung Hoon Park,Corea del Sur,,19 de enero de 1961,Defensor,2,"1986, 1990"
Kyung-won Kwon,Corea del Sur,1.87 m,31 de enero de 1992,Defensor,20,2022
Labid Khalifa,Marruecos,,1 de enero de 1955,Defensor,2,1986
Ladislao Mazurkiewicz,Uruguay,,14 de febrero de 1945,Arquero,1,"1966, 1970, 1974"
Ladislau Raffinski,Rumania,,23 de abril de 1905,Mediocampista,-,"1930, 1938"
Ladislav Jurkemik,Checoslovaquia,,20 de julio de 1953,Defensor,4,1982
Ladislav Kacani,Checoslovaquia,,1 de abril de 1931,Delantero,15,1954
Ladislav Kuna,Checoslovaquia,,3 de abril de 1947,Mediocampista,9,1970
Ladislav Novak,Checoslovaquia,,5 de diciembre de 1931,Defensor,4,"1954, 1958, 1962"
Ladislav Petras,Checoslovaquia,,1 de diciembre de 1946,Delantero,8,1970
Ladislav Simunek,Checoslovaquia,,4 de octubre de 1916,Delantero,-,1938
Ladislav Vizek,Checoslovaquia,,22 de enero de 1955,Delantero,9,1982
Ladislav Zenisek,Checoslovaquia,,7 de marzo de 1904,Defensor,-,1934
Lafuente,España,,31 de diciembre de 1907,Delantero,-,1934
Lahcen Abrami,Marruecos,,31 de diciembre de 1969,Defensor,15,1998
Lahcen Oudani,Marruecos,,14 de julio de 1959,Defensor,14,1986
Lajos Csordas,Hungría,,6 de octubre de 1932,Delantero,18,1954
Lajos Detari,Hungría,,24 de abril de 1963,Mediocampista,10,1986
Lajos Koranyi,Hungría,,15 de mayo de 1907,Defensor,-,1938
Lajos Puskas,Hungría,,3 de agosto de 1944,Delantero,19,1966
Lajos Tichy,Hungría,,21 de marzo de 1935,Delantero,"8, 10, 16","1958, 1962, 1966"
Lakhdar Belloumi,Argelia,,29 de diciembre de 1958,Mediocampista,10,"1982, 1986"
Lama,Angola,1.87 m,1 de febrero de 1981,Arquero,12,2006
Lamine Ben Aziza,Túnez,,10 de noviembre de 1952,Arquero,21,1978
Lamine Diatta,Senegal,1.84 m,2 de julio de 1975,Defensor,13,2002
Lamine Gassama,Senegal,1.81 m,20 de octubre de 1989,Defensor,21,2018
Lance Davids,Sudáfrica,1.71 m,11 de abril de 1985,Mediocampista,7,2010
Landon Donovan,Estados Unidos,1.73 m,4 de marzo de 1982,Mediocampista,"21, 10","2002, 2006, 2010"
