anio,seleccion,dorsal,jugador,posicion
1958,Alemania Occidental,,,
1958,Argentina,,,
1958,Austria,,,
1958,Brasil,,,
1958,Checoslovaquia,,,
1958,Escocia,,,
1958,Francia,,,
1958,Gales,,,
1958,Hungría,,,
1958,Inglaterra,,,
1958,Irlanda del Norte,,,
1958,México,,,
1958,Paraguay,,,
1958,Suecia,,,
1958,URSS,,,
1958,Yugoslavia,,,
