anio,jugador,seleccion,goles,partidos,promedio
1934,Oldrich Nejedly,Checoslovaquia,5,4,1.25
1934,Edmund Conen,Alemania,4,4,1.00
1934,Angelo Schiavio,Italia,4,4,1.00
1934,Leopold Kielholz,Suiza,3,2,1.50
1934,Raimundo Orsi,Italia,3,5,0.60
1934,Abdulrahman Fawzi,Egipto,2,1,2.00
1934,Giovanni Ferrari,Italia,2,4,0.50
1934,Karl Hohmann,Alemania,2,2,1.00
1934,Johann Horvath,Austria,2,2,1.00
1934,Iraragorri,España,2,2,1.00
1934,Sven Jonasson,Suecia,2,2,1.00
1934,Ernest Lehner,Alemania,2,4,0.50
1934,Giuseppe Meazza,Italia,2,5,0.40
1934,Antonin Puc,Checoslovaquia,2,4,0.50
1934,Frantisek Svoboda,Checoslovaquia,2,3,0.67
1934,Geza Toldi,Hungría,2,2,1.00
1934,Bernard Voorhoof,Bélgica,2,1,2.00
1934,Andre Abegglen,Suiza,1,2,0.50
1934,Ernesto Belis,Argentina,1,1,1.00
1934,Josef Bican,Austria,1,4,0.25
1934,Stefan Dobay,Rumania,1,1,1.00
1934,Aldo Donelli,Estados Unidos,1,1,1.00
1934,Gosta Dunker,Suecia,1,2,0.50
1934,Alberto Galateo,Argentina,1,1,1.00
1934,Enrique Guaita,Italia,1,4,0.25
1934,Willy Jaeggi,Suiza,1,1,1.00
1934,Stanislaus Kobierski,Alemania,1,3,0.33
1934,Knut Kroon,Suecia,1,2,0.50
1934,Isidro Langara,España,1,2,0.50
1934,Leonidas,Brasil,1,1,1.00
1934,Jean Nicolas,Francia,1,1,1.00
1934,Rudolf Noack,Alemania,1,1,1.00
1934,Luis Regueiro,España,1,2,0.50
1934,Gyorgy Sarosi,Hungría,1,1,1.00
1934,Toni Schall,Austria,1,2,0.50
1934,Karl Sesta,Austria,1,4,0.25
1934,Otto Siffling,Alemania,1,4,0.25
1934,Matthias Sindelar,Austria,1,3,0.33
1934,Kick Smit,Paises Bajos,1,1,1.00
1934,Pal Teleki,Hungría,1,1,1.00
1934,Leen Vente,Paises Bajos,1,1,1.00
1934,Georges Verriest,Francia,1,1,1.00
1934,Jeno Vincze,Hungría,1,1,1.00
1934,Karl Zischek,Austria,1,4,0.25
