anio,seleccion,dorsal,jugador,posicion
1934,Alemania,,,
1934,Argentina,,,
1934,Austria,,,
1934,Bélgica,,,
1934,Brasil,,,
1934,Checoslovaquia,,,
1934,Egipto,,,
1934,España,,,
1934,Estados Unidos,,,
1934,Francia,,,
1934,Hungría,,,
1934,Italia,,,
1934,Paises Bajos,,,
1934,Rumania,,,
1934,Suecia,,,
1934,Suiza,,,
