anio,jugador,seleccion,amarillas,rojas
1974,Carlos Caszely,Chile,1,1
1974,Luis Pereira,Brasil,1,1
1974,Julio Montero Castillo,Uruguay,0,1
1974,Ndaye Mulamba,Zaire,0,1
1974,Ray Richards,Australia,0,1
1974,Carlos Babington,Argentina,3,0
1974,Pierre Bayonne,Haití,2,0
1974,Johan Cruyff,Paises Bajos,2,0
1974,Ove Grahn,Suecia,2,0
1974,Enver Hadziabdic,Yugoslavia,2,0
1974,Jairzinho,Brasil,2,0
1974,Henryk Kasperczak,Polonia,2,0
1974,Josip Katalinski,Yugoslavia,2,0
1974,Gerd Kische,Alemania Oriental,2,0
1974,Marinho Peres,Brasil,2,0
1974,Johan Neeskens,Paises Bajos,2,0
1974,Branko Oblak,Yugoslavia,2,0
1974,Roberto Perfumo,Argentina,2,0
1974,Johnny Rep,Paises Bajos,2,0
1974,Juergen Sparwasser,Alemania Oriental,2,0
1974,Wim Suurbier,Paises Bajos,2,0
1974,Wim Van Hanegem,Paises Bajos,2,0
1974,Berti Vogts,Alemania Occidental,2,0
1974,Jovan Acimovic,Yugoslavia,1,0
1974,Bjorn Andersson,Suecia,1,0
1974,Dusan Bajevic,Yugoslavia,1,0
1974,Angel Bargas,Argentina,1,0
1974,Romeo Benetti,Italia,1,0
1974,Roberto Boninsegna,Italia,1,0
1974,Ivan Buljan,Yugoslavia,1,0
1974,Carpegiani,Brasil,1,0
1974,Juergen Croy,Alemania Oriental,1,0
1974,Georgi Denev,Bulgaria,1,0
1974,Dirceu,Brasil,1,0
1974,Victor Esparrago,Uruguay,1,0
1974,Pablo Forlan,Uruguay,1,0
1974,Rolando Garcia,Chile,1,0
1974,Jerzy Gorgon,Polonia,1,0
1974,Erich Hamann,Alemania Oriental,1,0
1974,Davie Hay,Escocia,1,0
1974,Ramon Heredia,Argentina,1,0
1974,James Holton,Escocia,1,0
1974,Rene Houseman,Argentina,1,0
1974,Muepu Ilunga,Zaire,1,0
1974,Wim Jansen,Paises Bajos,1,0
1974,Baudilio Jauregui,Uruguay,1,0
1974,Joe Jordan,Escocia,1,0
1974,Stanislav Karasi,Yugoslavia,1,0
1974,Hans-Juergen Kreische,Alemania Oriental,1,0
1974,Fritz Leandre,Haití,1,0
1974,Jimmy Mackay,Australia,1,0
1974,Kidumu Mantantu,Zaire,1,0
1974,Walter Mantegazza,Uruguay,1,0
1974,Marinho Chagas,Brasil,1,0
1974,Juan Masnik,Uruguay,1,0
1974,Mirandinha,Brasil,1,0
1974,Adam Musial,Polonia,1,0
1974,Bjorn Nordqvist,Suecia,1,0
1974,Wolfgang Overath,Alemania Occidental,1,0
1974,Guillermo Paez,Chile,1,0
1974,Orjan Persson,Suecia,1,0
1974,Carlos Reinoso,Chile,1,0
1974,Rivelino,Brasil,1,0
1974,Joachim Streich,Alemania Oriental,1,0
1974,Andrzej Szarmach,Polonia,1,0
1974,Tsonyo Vasilev,Bulgaria,1,0
1974,Leonardo Veliz,Chile,1,0
1974,Eberhard Vogel,Alemania Oriental,1,0
1974,Siegmar Waetzlich,Alemania Oriental,1,0
1974,Ze Maria,Brasil,1,0
