anio,jugador,seleccion,goles,partidos,promedio
1986,Gary Lineker,Inglaterra,6,5,1.20
1986,Emilio Butragueño,España,5,5,1.00
1986,Careca,Brasil,5,5,1.00
1986,Diego Maradona,Argentina,5,7,0.71
1986,Alessandro Altobelli,Italia,4,4,1.00
1986,Igor Belanov,URSS,4,4,1.00
1986,Preben Elkjaer Larsen,Dinamarca,4,4,1.00
1986,Jorge Valdano,Argentina,4,7,0.57
1986,Jan Ceulemans,Bélgica,3,7,0.43
1986,Nico Claesen,Bélgica,3,7,0.43
1986,Jesper Olsen,Dinamarca,3,4,0.75
1986,Rudi Voeller,Alemania Occidental,3,6,0.50
1986,Klaus Allofs,Alemania Occidental,2,7,0.29
1986,Jorge Burruchaga,Argentina,2,7,0.29
1986,Roberto Cabañas,Paraguay,2,4,0.50
1986,Ramon Maria Caldere,España,2,4,0.50
1986,Josimar,Brasil,2,3,0.67
1986,Abdelrazzak Khairi,Marruecos,2,4,0.50
1986,Jean-Pierre Papin,Francia,2,4,0.50
1986,Michel Platini,Francia,2,6,0.33
1986,Fernando Quirarte,México,2,5,0.40
1986,Julio Cesar Romero,Paraguay,2,4,0.50
1986,Enzo Scifo,Bélgica,2,7,0.29
1986,Socrates,Brasil,2,5,0.40
1986,Yannick Stopyra,Francia,2,6,0.33
1986,Sergei Aleinikov,URSS,1,4,0.25
1986,Antonio Alzamendi,Uruguay,1,3,0.33
1986,Manuel Amoros,Francia,1,7,0.14
1986,Peter Beardsley,Inglaterra,1,4,0.25
1986,Oleg Blokhin,URSS,1,2,0.50
1986,Andreas Brehme,Alemania Occidental,1,5,0.20
1986,Jose Brown,Argentina,1,7,0.14
1986,Carlos Manuel,Portugal,1,3,0.33
1986,Soon Ho Choi,Corea del Sur,1,2,0.50
1986,Colin Clarke,Irlanda del Norte,1,3,0.33
1986,Stephane Demol,Bélgica,1,7,0.14
1986,Lajos Detari,Hungría,1,3,0.33
1986,Diamantino,Portugal,1,3,0.33
1986,Edinho,Brasil,1,5,0.20
1986,Eloy,España,1,3,0.33
1986,John Eriksen,Dinamarca,1,2,0.50
1986,Marton Esterhazy,Hungría,1,3,0.33
1986,Luis Fernandez,Francia,1,6,0.17
1986,Jean-Marc Ferreri,Francia,1,4,0.25
1986,Luis Flores,México,1,3,0.33
1986,Enzo Francescoli,Uruguay,1,4,0.25
1986,Bernard Genghini,Francia,1,1,1.00
1986,Plamen Getov,Bulgaria,1,4,0.25
1986,Goikoetxea,España,1,4,0.25
1986,Jung Moo Huh,Corea del Sur,1,3,0.33
1986,Julio Salinas,España,1,5,0.20
1986,Jong Boo Kim,Corea del Sur,1,2,0.50
1986,Abdelkarim Krimau,Marruecos,1,4,0.25
1986,Michael Laudrup,Dinamarca,1,4,0.25
1986,Soren Lerby,Dinamarca,1,4,0.25
1986,Lothar Matthaeus,Alemania Occidental,1,7,0.14
1986,Manuel Negrete,México,1,5,0.20
1986,Chang Sun Park,Corea del Sur,1,3,0.33
1986,Pedro Pasculli,Argentina,1,2,0.50
1986,Ahmed Radhi,Iraq,1,3,0.33
1986,Vasili Rats,URSS,1,3,0.33
1986,Dominique Rocheteau,Francia,1,4,0.25
1986,Sergei Rodionov,URSS,1,4,0.25
1986,Oscar Ruggeri,Argentina,1,7,0.14
1986,Karl-Heinz Rummenigge,Alemania Occidental,1,7,0.14
1986,Hugo Sánchez,México,1,4,0.25
1986,Juan Antonio Senor,España,1,4,0.25
1986,Raul Servin,México,1,5,0.20
1986,Nasko Sirakov,Bulgaria,1,4,0.25
1986,Wlodimierz Smolarek,Polonia,1,4,0.25
1986,Gordon Strachan,Escocia,1,3,0.33
1986,Jean Tigana,Francia,1,7,0.14
1986,Erwin Vandenbergh,Bélgica,1,1,1.00
1986,Frank Vercauteren,Bélgica,1,6,0.17
1986,Daniel Veyt,Bélgica,1,5,0.20
1986,Norman Whiteside,Irlanda del Norte,1,3,0.33
1986,Pavel Yakovenko,URSS,1,3,0.33
1986,Ivan Yaremchuk,URSS,1,3,0.33
1986,Aleksandr Zavarov,URSS,1,4,0.25
1986,Djamel Zidane,Argelia,1,3,0.33
