anio,jugador,seleccion,goles,partidos,promedio
1966,Eusebio,Portugal,9,6,1.50
1966,Helmut Haller,Alemania Occidental,6,5,1.20
1966,Franz Beckenbauer,Alemania Occidental,4,6,0.67
1966,Ferenc Bene,Hungría,4,4,1.00
1966,Geoff Hurst,Inglaterra,4,3,1.33
1966,Valeriy Porkuyan,URSS,4,3,1.33
1966,Luis Artime,Argentina,3,4,0.75
1966,Bobby Charlton,Inglaterra,3,6,0.50
1966,Roger Hunt,Inglaterra,3,6,0.50
1966,Jose Augusto,Portugal,3,6,0.50
1966,Eduard Malofeyev,URSS,3,5,0.60
1966,Jose Torres,Portugal,3,6,0.50
1966,Igor Chislenko,URSS,2,4,0.50
1966,Ruben Marcos,Chile,2,3,0.67
1966,Kalman Meszoly,Hungría,2,4,0.50
1966,Seung Zin Pak,Corea del Norte,2,4,0.50
1966,Uwe Seeler,Alemania Occidental,2,6,0.33
1966,Amancio,España,1,2,0.50
1966,Georgi Asparukhov,Bulgaria,1,3,0.33
1966,Anatoli Banishevski,URSS,1,5,0.20
1966,Paolo Barison,Italia,1,2,0.50
1966,Enrique Borja,México,1,3,0.33
1966,Julio Cortes,Uruguay,1,4,0.25
1966,Hector De Bourgoing,Francia,1,1,1.00
1966,Lothar Emmerich,Alemania Occidental,1,4,0.25
1966,Janos Farkas,Hungría,1,4,0.25
1966,Jose Maria Fuste,España,1,1,1.00
1966,Garrincha,Brasil,1,2,0.50
1966,Gerard Hausser,Francia,1,3,0.33
1966,Sigi Held,Alemania Occidental,1,6,0.17
1966,Dong Woon Li,Corea del Norte,1,2,0.50
1966,Sandro Mazzola,Italia,1,3,0.33
1966,Ermindo Onega,Argentina,1,4,0.25
1966,Doo Ik Pak,Corea del Norte,1,4,0.25
1966,Pelé,Brasil,1,2,0.50
1966,Martin Peters,Inglaterra,1,5,0.20
1966,Pirri,España,1,2,0.50
1966,Rene Quentin,Suiza,1,2,0.50
1966,Rildo,Brasil,1,1,1.00
1966,Pedro Rocha,Uruguay,1,4,0.25
1966,Manuel Sanchis,España,1,3,0.33
1966,Simoes,Portugal,1,6,0.17
1966,Tostao,Brasil,1,1,1.00
1966,Wolfgang Weber,Alemania Occidental,1,6,0.17
1966,Seung Kook Yang,Corea del Norte,1,2,0.50
