anio,seleccion,dorsal,jugador,posicion
1986,Alemania Occidental,,,
1986,Argelia,,,
1986,Argentina,,,
1986,Bélgica,,,
1986,Brasil,,,
1986,Bulgaria,,,
1986,Canadá,,,
1986,Corea del Sur,,,
1986,Dinamarca,,,
1986,Escocia,,,
1986,España,,,
1986,Francia,,,
1986,Hungría,,,
1986,Inglaterra,,,
1986,Iraq,,,
1986,Irlanda del Norte,,,
1986,Italia,,,
1986,Marruecos,,,
1986,México,,,
1986,Paraguay,,,
1986,Polonia,,,
1986,Portugal,,,
1986,URSS,,,
1986,Uruguay,,,
