anio,jugador,seleccion,amarillas,rojas
1986,Javier Aguirre,México,1,1
1986,Frank Arnesen,Dinamarca,1,1
1986,Miguel Bossio,Uruguay,1,1
1986,Mike Sweeney,Canadá,1,1
1986,Ray Wilkins,Inglaterra,1,1
1986,Jose Batista,Uruguay,0,1
1986,Thomas Berthold,Alemania Occidental,0,1
1986,Bassel Gorgis,Iraq,0,1
1986,Terry Fenwick,Inglaterra,3,0
1986,Hugo Sánchez,México,3,0
1986,William Ayache,Francia,2,0
1986,Giuseppe Bergomi,Italia,2,0
1986,Young Jeung Cho,Corea del Sur,2,0
1986,Jorge Da Silva,Uruguay,2,0
1986,Victor Diogo,Uruguay,2,0
1986,Dariusz Dziekanowski,Polonia,2,0
1986,Luis Fernandez,Francia,2,0
1986,Oscar Garre,Argentina,2,0
1986,Goikoetxea,España,2,0
1986,Labid Khalifa,Marruecos,2,0
1986,Joo Sung Kim,Corea del Sur,2,0
1986,Lothar Matthaeus,Alemania Occidental,2,0
1986,Nery Pumpido,Argentina,2,0
1986,Vladimiro Schettina,Paraguay,2,0
1986,Shaker Samir,Iraq,2,0
1986,Eduardo Acevedo,Uruguay,1,0
1986,Klaus Allofs,Alemania Occidental,1,0
1986,Fernando Alvez,Uruguay,1,0
1986,Manuel Amoros,Francia,1,0
1986,Henrik Andersen,Dinamarca,1,0
1986,Nikolai Arabov,Bulgaria,1,0
1986,Steve Archibald,Escocia,1,0
1986,Salvatore Bagni,Italia,1,0
1986,Eamonn Bannon,Escocia,1,0
1986,Sergio Batista,Argentina,1,0
1986,Igor Belanov,URSS,1,0
1986,Klaus Berggreen,Dinamarca,1,0
1986,Zbigniew Boniek,Polonia,1,0
1986,Branco,Brasil,1,0
1986,Hans-Peter Briegel,Alemania Occidental,1,0
1986,Jose Brown,Argentina,1,0
1986,Terry Butcher,Inglaterra,1,0
1986,Wilmar Cabrera,Uruguay,1,0
1986,Antonio Cabrini,Italia,1,0
1986,Ramon Maria Caldere,España,1,0
1986,Jose Antonio Camacho,España,1,0
1986,Careca,Brasil,1,0
1986,Jan Ceulemans,Bélgica,1,0
1986,Nico Claesen,Bélgica,1,0
1986,Jose Cuciuffo,Argentina,1,0
1986,Carlos De Los Cobos,México,1,0
1986,Fernando De Napoli,Italia,1,0
1986,Stephane Demol,Bélgica,1,0
1986,Antonio Di Gennaro,Italia,1,0
1986,Mal Donaghy,Irlanda del Norte,1,0
1986,Norbert Eder,Alemania Occidental,1,0
1986,Edinho,Brasil,1,0
1986,Hector Enrique,Argentina,1,0
1986,Karl-Heinz Foerster,Alemania Occidental,1,0
1986,Enzo Francescoli,Uruguay,1,0
1986,Ricardo Giusti,Argentina,1,0
1986,Gomes,Portugal,1,0
1986,Zhivko Gospodinov,Bulgaria,1,0
1986,Georges Grun,Bélgica,1,0
1986,Billy Hamilton,Irlanda del Norte,1,0
1986,Hammoudi Raad,Iraq,1,0
1986,Hashem Natik,Iraq,1,0
1986,Mark Hateley,Inglaterra,1,0
1986,Steve Hodge,Inglaterra,1,0
1986,Jung Moo Huh,Corea del Sur,1,0
1986,Ditmar Jakobs,Alemania Occidental,1,0
1986,Julio Alberto,España,1,0
1986,Abdelrazzak Khairi,Marruecos,1,0
1986,Khalil Mohamed,Iraq,1,0
1986,Abdelmajid Lamriss,Marruecos,1,0
1986,Bob Lenarduzzi,Canadá,1,0
1986,Rabah Madjer,Argelia,1,0
1986,Felix Magath,Alemania Occidental,1,0
1986,Maurice Malpas,Escocia,1,0
1986,Faouzi Mansouri,Argelia,1,0
1986,Diego Maradona,Argentina,1,0
1986,Aleksandar Markov,Bulgaria,1,0
1986,Alvin Martin,Inglaterra,1,0
1986,Sam Mcilroy,Irlanda del Norte,1,0
1986,Alfredo Mendoza,Paraguay,1,0
1986,Michel,España,1,0
1986,Mohamed Haris,Iraq,1,0
1986,Carlos Munoz,México,1,0
1986,David Narey,Escocia,1,0
1986,Manuel Negrete,México,1,0
1986,Stephen Nicol,Escocia,1,0
1986,Ivan Nielsen,Dinamarca,1,0
1986,Jorge Núñez,Paraguay,1,0
1986,Julio Olarticoechea,Argentina,1,0
1986,Pacheco,Portugal,1,0
1986,Chang Sun Park,Corea del Sur,1,0
1986,Kyung Hoon Park,Corea del Sur,1,0
1986,Jean-Marie Pfaff,Bélgica,1,0
1986,Fernando Quirarte,México,1,0
1986,Vasili Rats,URSS,1,0
1986,Michel Renquin,Bélgica,1,0
1986,Dominique Rocheteau,Francia,1,0
1986,Julio Cesar Romero,Paraguay,1,0
1986,Saddam Karim,Iraq,1,0
1986,Sergio Santin,Uruguay,1,0
1986,Mario Saralegui,Uruguay,1,0
1986,Gaetano Scirea,Italia,1,0
1986,Raul Servin,México,1,0
1986,Shaker Nadhum,Iraq,1,0
1986,Wlodimierz Smolarek,Polonia,1,0
1986,Mohamed Timoumi,Marruecos,1,0
1986,Tomas,España,1,0
1986,Mario Trejo,México,1,0
1986,Jorge Valdano,Argentina,1,0
1986,Franky Van Der Elst,Bélgica,1,0
1986,Daniel Veyt,Bélgica,1,0
1986,Victor,España,1,0
1986,Pietro Vierchowod,Italia,1,0
1986,Norman Whiteside,Irlanda del Norte,1,0
1986,Roman Wojcicki,Polonia,1,0
1986,Nigel Worthington,Irlanda del Norte,1,0
