anio,seleccion,dorsal,jugador,posicion
1974,Alemania Occidental,,,
1974,Alemania Oriental,,,
1974,Argentina,,,
1974,Australia,,,
1974,Brasil,,,
1974,Bulgaria,,,
1974,Chile,,,
1974,Escocia,,,
1974,Haití,,,
1974,Italia,,,
1974,Paises Bajos,,,
1974,Polonia,,,
1974,Suecia,,,
1974,Uruguay,,,
1974,Yugoslavia,,,
1974,Zaire,,,
