anio,jugador,seleccion,goles,partidos,promedio
1974,Grzegorz Lato,Polonia,7,7,1.00
1974,Johan Neeskens,Paises Bajos,5,7,0.71
1974,Andrzej Szarmach,Polonia,5,6,0.83
1974,Ralf Edstrom,Suecia,4,6,0.67
1974,Gerd Mueller,Alemania Occidental,4,7,0.57
1974,Johnny Rep,Paises Bajos,4,7,0.57
1974,Dusan Bajevic,Yugoslavia,3,3,1.00
1974,Paul Breitner,Alemania Occidental,3,7,0.43
1974,Johan Cruyff,Paises Bajos,3,7,0.43
1974,Kazimierz Deyna,Polonia,3,7,0.43
1974,Rene Houseman,Argentina,3,6,0.50
1974,Rivelino,Brasil,3,7,0.43
1974,Jairzinho,Brasil,2,7,0.29
1974,Joe Jordan,Escocia,2,3,0.67
1974,Stanislav Karasi,Yugoslavia,2,4,0.50
1974,Wolfgang Overath,Alemania Occidental,2,7,0.29
1974,Roland Sandberg,Suecia,2,6,0.33
1974,Emmanuel Sanon,Haití,2,3,0.67
1974,Joachim Streich,Alemania Oriental,2,4,0.50
1974,Ivica Surjak,Yugoslavia,2,6,0.33
1974,Hector Yazalde,Argentina,2,3,0.67
1974,Sergio Ahumada,Chile,1,3,0.33
1974,Pietro Anastasi,Italia,1,3,0.33
1974,Ruben Ayala,Argentina,1,6,0.17
1974,Carlos Babington,Argentina,1,5,0.20
1974,Romeo Benetti,Italia,1,3,0.33
1974,Vladislav Bogicevic,Yugoslavia,1,5,0.20
1974,Hristo Bonev,Bulgaria,1,3,0.33
1974,Rainer Bonhof,Alemania Occidental,1,4,0.25
1974,Miguel Brindisi,Argentina,1,4,0.25
1974,Fabio Capello,Italia,1,3,0.33
1974,Bernd Cullmann,Alemania Occidental,1,3,0.33
1974,Theo De Jong,Paises Bajos,1,4,0.25
1974,Dragan Dzajic,Yugoslavia,1,5,0.20
1974,Jerzy Gorgon,Polonia,1,7,0.14
1974,Juergen Grabowski,Alemania Occidental,1,6,0.17
1974,Ramon Heredia,Argentina,1,6,0.17
1974,Uli Hoeness,Alemania Occidental,1,7,0.14
1974,Martin Hoffmann,Alemania Oriental,1,6,0.17
1974,Josip Katalinski,Yugoslavia,1,6,0.17
1974,Ruud Krol,Paises Bajos,1,7,0.14
1974,Peter Lorimer,Escocia,1,3,0.33
1974,Branko Oblak,Yugoslavia,1,5,0.20
1974,Ricardo Pavoni,Uruguay,1,3,0.33
1974,Ilija Petkovic,Yugoslavia,1,5,0.20
1974,Rob Rensenbrink,Paises Bajos,1,6,0.17
1974,Gianni Rivera,Italia,1,2,0.50
1974,Juergen Sparwasser,Alemania Oriental,1,6,0.17
1974,Conny Torstensson,Suecia,1,5,0.20
1974,Valdomiro,Brasil,1,6,0.17
