anio,id_partido_str,equipo,jugador,minuto,es_penal,es_autogol
1958,1958_g1_1,Argentina,Omar Oreste Corbatta,2,NO,NO
1958,1958_g1_1,Alemania Occidental,Helmut Rahn,32,NO,NO
1958,1958_g1_1,Alemania Occidental,Uwe Seeler,40,NO,NO
1958,1958_g1_1,Alemania Occidental,Helmut Rahn,79,NO,NO
1958,1958_g1_2,Irlanda del Norte,Wilbur Cush,20,NO,NO
1958,1958_g1_3,Alemania Occidental,Hans Schaefer,59,NO,NO
1958,1958_g1_3,Alemania Occidental,Helmut Rahn,70,NO,NO
1958,1958_g1_3,Checoslovaquia,Milan Dvorak,24,SI,NO
1958,1958_g1_3,Checoslovaquia,Zdenek Zikan,43,NO,NO
1958,1958_g1_4,Argentina,Omar Oreste Corbatta,38,SI,NO
1958,1958_g1_4,Argentina,Norberto Menendez,55,NO,NO
1958,1958_g1_4,Argentina,Ludovico Avio,59,NO,NO
1958,1958_g1_4,Irlanda del Norte,Peter Mcparland,3,NO,NO
1958,1958_g1_5,Alemania Occidental,Helmut Rahn,20,NO,NO
1958,1958_g1_5,Alemania Occidental,Uwe Seeler,79,NO,NO
1958,1958_g1_5,Irlanda del Norte,Peter Mcparland,19,NO,NO
1958,1958_g1_5,Irlanda del Norte,Peter Mcparland,60,NO,NO
1958,1958_g1_6,Checoslovaquia,Milan Dvorak,8,NO,NO
1958,1958_g1_6,Checoslovaquia,Zdenek Zikan,17,NO,NO
1958,1958_g1_6,Checoslovaquia,Vaclav Hovorka,40,NO,NO
1958,1958_g1_6,Checoslovaquia,Jiri Feureisl,69,NO,NO
1958,1958_g1_6,Checoslovaquia,Zdenek Zikan,82,NO,NO
1958,1958_g1_6,Checoslovaquia,Vaclav Hovorka,89,NO,NO
1958,1958_g1_6,Argentina,Omar Oreste Corbatta,65,SI,NO
1958,1958_g1_7,Irlanda del Norte,Peter Mcparland,44,NO,NO
1958,1958_g1_7,Irlanda del Norte,Peter Mcparland,99,NO,NO
1958,1958_g1_7,Checoslovaquia,Zdenek Zikan,19,NO,NO
1958,1958_g2_1,Francia,Just Fontaine,24,NO,NO
1958,1958_g2_1,Francia,Just Fontaine,30,NO,NO
1958,1958_g2_1,Francia,Roger Piantoni,52,NO,NO
1958,1958_g2_1,Francia,Maryan Wisnieski,61,NO,NO
1958,1958_g2_1,Francia,Just Fontaine,67,NO,NO
1958,1958_g2_1,Francia,Raymond Kopa,70,NO,NO
1958,1958_g2_1,Francia,Jean Vincent,83,NO,NO
1958,1958_g2_1,Paraguay,Florencio Amarilla,20,NO,NO
1958,1958_g2_1,Paraguay,Florencio Amarilla,44,SI,NO
1958,1958_g2_1,Paraguay,Jorge Romero,50,NO,NO
1958,1958_g2_2,Yugoslavia,Aleksandar Petakovic,6,NO,NO
1958,1958_g2_2,Escocia,Jimmy Murray,49,NO,NO
1958,1958_g2_3,Paraguay,Juan Aguero,4,NO,NO
1958,1958_g2_3,Paraguay,Cayetano Re,45,NO,NO
1958,1958_g2_3,Paraguay,Jose Parodi,73,NO,NO
1958,1958_g2_3,Escocia,Jackie Mudie,24,NO,NO
1958,1958_g2_3,Escocia,Bobby Collins,76,NO,NO
1958,1958_g2_4,Yugoslavia,Aleksandar Petakovic,16,NO,NO
1958,1958_g2_4,Yugoslavia,Toza Veselinovic,63,NO,NO
1958,1958_g2_4,Yugoslavia,Toza Veselinovic,88,NO,NO
1958,1958_g2_4,Francia,Just Fontaine,4,NO,NO
1958,1958_g2_4,Francia,Just Fontaine,85,NO,NO
1958,1958_g2_5,Francia,Raymond Kopa,22,NO,NO
1958,1958_g2_5,Francia,Just Fontaine,44,NO,NO
1958,1958_g2_5,Escocia,Sammy Baird,66,NO,NO
1958,1958_g2_6,Paraguay,Jose Parodi,20,NO,NO
1958,1958_g2_6,Paraguay,Juan Aguero,49,NO,NO
1958,1958_g2_6,Paraguay,Jorge Romero,80,NO,NO
1958,1958_g2_6,Yugoslavia,Radivoje Ognjanovic,12,NO,NO
1958,1958_g2_6,Yugoslavia,Toza Veselinovic,29,NO,NO
1958,1958_g2_6,Yugoslavia,Zdravko Rajkov,73,NO,NO
1958,1958_g3_1,Hungría,Jozsef Bozsik,5,NO,NO
1958,1958_g3_1,Gales,John Charles,27,NO,NO
1958,1958_g3_2,Suecia,Agne Simonsson,17,NO,NO
1958,1958_g3_2,Suecia,Nils Liedholm,57,SI,NO
1958,1958_g3_2,Suecia,Agne Simonsson,64,NO,NO
1958,1958_g3_3,México,Jaime Belmonte,89,NO,NO
1958,1958_g3_3,Gales,Ivor Allchurch,32,NO,NO
1958,1958_g3_4,Suecia,Kurt Hamrin,34,NO,NO
1958,1958_g3_4,Suecia,Kurt Hamrin,55,NO,NO
1958,1958_g3_4,Hungría,Lajos Tichy,77,NO,NO
1958,1958_g3_5,Hungría,Lajos Tichy,19,NO,NO
