anio,posicion,jugador,seleccion
1958,Arquero,Harry Gregg,Irlanda del Norte
1958,Defensores,Bellini,Brasil
1958,Defensores,Djalma Santos,Brasil
1958,Defensores,Nilton Santos,Brasil
1958,Mediocampistas,Danny Blanchflower,Irlanda del Norte
1958,Mediocampistas,Didi,Brasil
1958,Mediocampistas,Gunnar Gren,Suecia
1958,Mediocampistas,Raymond Kopa,Francia
1958,Delanteros,Just Fontaine,Francia
1958,Delanteros,Garrincha,Brasil
1958,Delanteros,Pelé,Brasil
