anio,jugador,seleccion,amarillas,rojas
1994,Fernando Clavijo,Estados Unidos,1,1
1994,Luis Garcia,México,1,1
1994,Stefan Schwarz,Suecia,1,1
1994,Jonas Thern,Suecia,1,1
1994,Luis Cristaldo,Bolivia,0,1
1994,Marco Antonio Etcheverry,Bolivia,0,1
1994,Sergei Gorlukovich,Rusia,0,1
1994,Emil Kremenliev,Bulgaria,0,1
1994,Leonardo,Brasil,0,1
1994,Miguel Angel Nadal,España,0,1
1994,Gianluca Pagliuca,Italia,0,1
1994,Rigobert Song,Camerún,0,1
1994,Tsanko Tsvetanov,Bulgaria,0,1
1994,Ion Vladoiu,Rumania,0,1
1994,Gianfranco Zola,Italia,0,1
1994,Zlatko Yankov,Bulgaria,4,0
1994,Demetrio Albertini,Italia,3,0
1994,Jose Luis Caminero,España,3,0
1994,Trifon Ivanov,Bulgaria,3,0
1994,Jan Wouters,Paises Bajos,3,0
1994,Abelardo,España,2,0
1994,Khaled Al Muwallid,Arabia Saudita,2,0
1994,Leonel Alvarez,Colombia,2,0
1994,Fuad Amin,Arabia Saudita,2,0
1994,Kennet Andersson,Suecia,2,0
1994,Julio Baldivieso,Bolivia,2,0
1994,Fernando Caceres,Argentina,2,0
1994,Young Il Choi,Corea del Sur,2,0
1994,Alessandro Costacurta,Italia,2,0
1994,Martin Dahlin,Suecia,2,0
1994,Joaquin Del Olmo,México,2,0
1994,Stefan Effenberg,Alemania,2,0
1994,Michael Emenalo,Nigeria,2,0
1994,Albert Ferrer,España,2,0
1994,Alberto Garcia Aspe,México,2,0
1994,Alf Haland,Noruega,2,0
1994,John Harkes,Estados Unidos,2,0
1994,Thomas Helmer,Alemania,2,0
1994,Denis Irwin,Irlanda,2,0
1994,Dmitri Khlestov,Rusia,2,0
1994,Juergen Klinsmann,Alemania,2,0
1994,Iordan Letchkov,Bulgaria,2,0
1994,Roger Ljung,Suecia,2,0
1994,Mazinho,Brasil,2,0
1994,Tassos Mitropoulos,Grecia,2,0
1994,Noureddine Naybet,Marruecos,2,0
1994,Yuri Nikiforov,Rusia,2,0
1994,Sunday Oliseh,Nigeria,2,0
1994,Terry Phelan,Irlanda,2,0
1994,Gheorghe Popescu,Rumania,2,0
1994,Florin Raducioiu,Rumania,2,0
1994,Oscar Ruggeri,Argentina,2,0
1994,Tibor Selymes,Rumania,2,0
1994,Hristo Stoichkov,Bulgaria,2,0
1994,Claudio Suarez,México,2,0
1994,Nestor Subiat,Suiza,2,0
1994,Carlos Valderrama,Colombia,2,0
1994,Martin Wagner,Alemania,2,0
1994,Mohamed Abdeljawad,Arabia Saudita,1,0
1994,Mutiu Adepoju,Nigeria,1,0
1994,Mohammed Al Deayea,Arabia Saudita,1,0
1994,Abdullah Al Dosari,Arabia Saudita,1,0
1994,Philippe Albert,Bélgica,1,0
1994,Aldair,Brasil,1,0
1994,Alexis Alexoudis,Grecia,1,0
1994,Emmanuel Amunike,Nigeria,1,0
1994,Luigi Apolloni,Italia,1,0
1994,Rachid Azzouzi,Marruecos,1,0
1994,Dino Baggio,Italia,1,0
1994,Krassimir Balakov,Bulgaria,1,0
1994,Gabriel Batistuta,Argentina,1,0
1994,Miodrag Belodedici,Rumania,1,0
1994,Dennis Bergkamp,Paises Bajos,1,0
1994,Stig Bjornebye,Noruega,1,0
1994,Daniel Borimirov,Bulgaria,1,0
1994,Carlos Borja,Bolivia,1,0
1994,Vital Borkelmans,Bélgica,1,0
1994,Abdelmajid Bouyboud,Marruecos,1,0
1994,Georges Bregy,Suiza,1,0
1994,Andreas Brehme,Alemania,1,0
1994,Tomas Brolin,Suecia,1,0
1994,Cafu,Brasil,1,0
1994,Paul Caligiuri,Estados Unidos,1,0
1994,Jose Camarasa,España,1,0
1994,Jorge Campos,México,1,0
1994,Claudio Caniggia,Argentina,1,0
1994,Pierluigi Casiraghi,Italia,1,0
1994,Jose Chamot,Argentina,1,0
1994,Tommy Coyne,Irlanda,1,0
1994,Rachid Daoudi,Marruecos,1,0
1994,Anthony De Avila,Colombia,1,0
1994,Frank De Boer,Paises Bajos,1,0
1994,Thomas Dooley,Estados Unidos,1,0
1994,Ilie Dumitrescu,Rumania,1,0
1994,Dunga,Brasil,1,0
1994,Augustine Eguavoen,Nigeria,1,0
1994,Hababi El Arbi,Marruecos,1,0
1994,Abdelkarim El Hadrioui,Marruecos,1,0
1994,Taher El Khalej,Marruecos,1,0
1994,Hamza Falatah,Arabia Saudita,1,0
1994,Herman Gaviria,Colombia,1,0
1994,Goikoetxea,España,1,0
1994,Georges Grun,Bélgica,1,0
1994,Thomas Haessler,Alemania,1,0
1994,Minas Hantzidis,Grecia,1,0
1994,Dominique Herr,Suiza,1,0
1994,Luis Herrera,Colombia,1,0
1994,Fernando Hierro,España,1,0
1994,Marc Hottiger,Suiza,1,0
1994,Petar Houbchev,Bulgaria,1,0
1994,Ray Houghton,Irlanda,1,0
1994,Klas Ingesson,Suecia,1,0
1994,Talal Jebrin,Arabia Saudita,1,0
1994,Erland Johnsen,Noruega,1,0
1994,Wim Jonk,Paises Bajos,1,0
1994,Jorginho,Brasil,1,0
1994,Julio Salinas,España,1,0
1994,Giannis Kalitzakis,Grecia,1,0
1994,Raymond Kalla,Camerún,1,0
1994,Andre Kana-Biyik,Camerún,1,0
1994,Vaios Karagiannis,Grecia,1,0
1994,Valeri Karpin,Rusia,1,0
1994,Roy Keane,Irlanda,1,0
1994,Gary Kelly,Irlanda,1,0
1994,Stephen Keshi,Nigeria,1,0
1994,Dmitri Kharin,Rusia,1,0
1994,Joo Sung Kim,Corea del Sur,1,0
1994,Ilian Kiryakov,Bulgaria,1,0
1994,Adrian Knup,Suiza,1,0
1994,Jeong Woon Ko,Corea del Sur,1,0
1994,Ronald Koeman,Paises Bajos,1,0
1994,Juergen Kohler,Alemania,1,0
1994,Emil Kostadinov,Bulgaria,1,0
1994,Dmitri Kuznetsov,Rusia,1,0
1994,Alexi Lalas,Estados Unidos,1,0
