anio,jugador,seleccion,amarillas,rojas
1994,Oyvind Leonhardsen,Noruega,1,0
1994,Luis Enrique,España,1,0
1994,Ioan Lupescu,Rumania,1,0
1994,Ahmed Madani,Arabia Saudita,1,0
1994,Paolo Maldini,Italia,1,0
1994,Stelios Manolas,Grecia,1,0
1994,Daniele Massaro,Italia,1,0
1994,Mauro Silva,Brasil,1,0
1994,Emile Mbouh,Camerún,1,0
1994,Gheorghe Mihali,Rumania,1,0
1994,Borislav Mikhailov,Bulgaria,1,0
1994,Hakan Mild,Suecia,1,0
1994,Andreas Moeller,Alemania,1,0
1994,Hassan Nader,Marruecos,1,0
1994,Roland Nilsson,Suecia,1,0
1994,Chidi Nwanu,Nigeria,1,0
1994,Jorge Otero,España,1,0
1994,Nica Panduru,Rumania,1,0
1994,Jung Bae Park,Corea del Sur,1,0
1994,Marco Pascolo,Suiza,1,0
1994,Dan Petrescu,Rumania,1,0
1994,Gustavo Quinteros,Bolivia,1,0
1994,Ramon Ramirez,México,1,0
1994,Tab Ramos,Estados Unidos,1,0
1994,Fernando Redondo,Argentina,1,0
1994,Frank Rijkaard,Paises Bajos,1,0
1994,Miguel Angel Rimba,Bolivia,1,0
1994,Leonardo Rodriguez,Argentina,1,0
1994,Mohamed Samadi,Marruecos,1,0
1994,Enzo Scifo,Bélgica,1,0
1994,Hong Gi Shin,Corea del Sur,1,0
1994,Giuseppe Signori,Italia,1,0
1994,Nasko Sirakov,Bulgaria,1,0
1994,Rudi Smidts,Bélgica,1,0
1994,Jacques Songoo,Camerún,1,0
1994,Vladimir Soria,Bolivia,1,0
1994,Goran Sorloth,Noruega,1,0
1994,Juerg Studer,Suiza,1,0
1994,Stephen Tataw,Camerún,1,0
1994,Giotis Tsalouchidis,Grecia,1,0
1994,Stan Valckx,Paises Bajos,1,0
1994,Ulrich Van Gobbel,Paises Bajos,1,0
1994,Rudi Voeller,Alemania,1,0
1994,Josip Weber,Bélgica,1,0
1994,Aron Winter,Paises Bajos,1,0
1994,Rob Witschge,Paises Bajos,1,0
1994,Ivaylo Yordanov,Bulgaria,1,0
1994,Zinho,Brasil,1,0
