anio,jugador,seleccion,goles,partidos,promedio
1994,Oleg Salenko,Rusia,6,3,2.00
1994,Hristo Stoichkov,Bulgaria,6,7,0.86
1994,Kennet Andersson,Suecia,5,7,0.71
1994,Roberto Baggio,Italia,5,7,0.71
1994,Juergen Klinsmann,Alemania,5,5,1.00
1994,Romario,Brasil,5,7,0.71
1994,Gabriel Batistuta,Argentina,4,4,1.00
1994,Martin Dahlin,Suecia,4,5,0.80
1994,Florin Raducioiu,Rumania,4,4,1.00
1994,Bebeto,Brasil,3,7,0.43
1994,Dennis Bergkamp,Paises Bajos,3,5,0.60
1994,Tomas Brolin,Suecia,3,7,0.43
1994,Jose Luis Caminero,España,3,4,0.75
1994,Gheorghe Hagi,Rumania,3,5,0.60
1994,Philippe Albert,Bélgica,2,3,0.67
1994,Fuad Amin,Arabia Saudita,2,3,0.67
1994,Daniel Amokachi,Nigeria,2,4,0.50
1994,Emmanuel Amunike,Nigeria,2,4,0.50
1994,Dino Baggio,Italia,2,7,0.29
1994,Claudio Caniggia,Argentina,2,3,0.67
1994,Ilie Dumitrescu,Rumania,2,5,0.40
1994,Luis Garcia,México,2,4,0.50
1994,Goikoetxea,España,2,5,0.40
1994,Myung Bo Hong,Corea del Sur,2,3,0.67
1994,Wim Jonk,Paises Bajos,2,5,0.40
1994,Adrian Knup,Suiza,2,3,0.67
1994,Iordan Letchkov,Bulgaria,2,7,0.29
1994,Adolfo Valencia,Colombia,2,3,0.67
1994,Rudi Voeller,Alemania,2,3,0.67
1994,Fahad Al Ghesheyan,Arabia Saudita,1,2,0.50
1994,Sami Al Jaber,Arabia Saudita,1,2,0.50
1994,Said Al Owayran,Arabia Saudita,1,4,0.25
1994,John Aldridge,Irlanda,1,3,0.33
1994,Abel Balbo,Argentina,1,4,0.25
1994,Txiki Beguiristain,España,1,1,1.00
1994,Marcelino Bernal,México,1,4,0.25
1994,Daniel Borimirov,Bulgaria,1,4,0.25
1994,Branco,Brasil,1,3,0.33
1994,Georges Bregy,Suiza,1,4,0.25
1994,Mohammed Chaouch,Marruecos,1,2,0.50
1994,Stephane Chapuisat,Suiza,1,4,0.25
1994,Marc De Grijse,Bélgica,1,3,0.33
1994,David Embe,Camerún,1,3,0.33
1994,Alberto Garcia Aspe,México,1,3,0.33
1994,Herman Gaviria,Colombia,1,2,0.50
1994,Finidi George,Nigeria,1,4,0.25
1994,Georges Grun,Bélgica,1,3,0.33
1994,Pep Guardiola,España,1,2,0.50
1994,Fernando Hierro,España,1,5,0.20
1994,Ray Houghton,Irlanda,1,4,0.25
1994,Sun Hong Hwang,Corea del Sur,1,3,0.33
1994,Julio Salinas,España,1,4,0.25
1994,Henrik Larsson,Suecia,1,5,0.20
1994,Roger Ljung,Suecia,1,6,0.17
1994,John Lozano,Colombia,1,1,1.00
1994,Luis Enrique,España,1,4,0.25
1994,Diego Maradona,Argentina,1,2,0.50
1994,Marcio Santos,Brasil,1,7,0.14
1994,Daniele Massaro,Italia,1,6,0.17
1994,Lothar Matthaeus,Alemania,1,5,0.20
1994,Hakan Mild,Suecia,1,5,0.20
1994,Roger Milla,Camerún,1,2,0.50
1994,Hassan Nader,Marruecos,1,1,1.00
1994,Francois Omam-Biyik,Camerún,1,3,0.33
1994,Dan Petrescu,Rumania,1,5,0.20
1994,Dmitri Radchenko,Rusia,1,3,0.33
1994,Rai,Brasil,1,5,0.20
1994,Kjetil Rekdal,Noruega,1,3,0.33
1994,Karlheinz Riedle,Alemania,1,2,0.50
1994,Bryan Roy,Paises Bajos,1,5,0.20
1994,Erwin Sanchez,Bolivia,1,3,0.33
1994,Jung Won Seo,Corea del Sur,1,3,0.33
1994,Samson Siasia,Nigeria,1,3,0.33
1994,Nasko Sirakov,Bulgaria,1,7,0.14
1994,Earnie Stewart,Estados Unidos,1,4,0.25
1994,Alain Sutter,Suiza,1,3,0.33
1994,Gaston Taument,Paises Bajos,1,3,0.33
1994,Aron Winter,Paises Bajos,1,3,0.33
1994,Eric Wynalda,Estados Unidos,1,4,0.25
1994,Rasheed Yekini,Nigeria,1,4,0.25
