anio,seleccion,dorsal,jugador,posicion
1994,Alemania,,,
1994,Arabia Saudita,,,
1994,Argentina,,,
1994,Bélgica,,,
1994,Bolivia,,,
1994,Brasil,,,
1994,Bulgaria,,,
1994,Camerún,,,
1994,Colombia,,,
1994,Corea del Sur,,,
1994,España,,,
1994,Estados Unidos,,,
1994,Grecia,,,
1994,Irlanda,,,
1994,Italia,,,
1994,Marruecos,,,
1994,México,,,
1994,Nigeria,,,
1994,Noruega,,,
1994,Paises Bajos,,,
1994,Rumania,,,
1994,Rusia,,,
1994,Suecia,,,
1994,Suiza,,,
