anio,jugador,seleccion,amarillas,rojas
2006,Alaixys Romao,Togo,2,0
2006,Ronaldo,Brasil,2,0
2006,Andriy Rusol,Ucrania,2,0
2006,Louis Saha,Francia,2,0
2006,Moustapha Salifou,Togo,2,0
2006,Juan Sorin,Argentina,2,0
2006,Vyacheslav Sviderskyi,Ucrania,2,0
2006,John Terry,Inglaterra,2,0
2006,Gerardo Torrado,México,2,0
2006,Igor Tudor,Croacia,2,0
2006,Antonio Valencia,Ecuador,2,0
2006,Mark Van Bommel,Paises Bajos,2,0
2006,Aurtis Whitley,Trinidad y Tobago,2,0
2006,Ze Kalanga,Angola,2,0
2006,Roberto Acuña,Paraguay,1,0
2006,Eric Addo,Ghana,1,0
2006,Otto Addo,Ghana,1,0
2006,Emmanuel Adebayor,Togo,1,0
2006,Adriano,Brasil,1,0
2006,Jung Hwan Ahn,Corea del Sur,1,0
2006,Ahmed Al Dosari,Arabia Saudita,1,0
2006,Omar Al Ghamdi,Arabia Saudita,1,0
2006,Sami Al Jaber,Arabia Saudita,1,0
2006,Nawaf Al Temiyat,Arabia Saudita,1,0
2006,David Albelda,España,1,0
2006,Niclas Alexandersson,Suecia,1,0
2006,John Aloisi,Australia,1,0
2006,Anis Ayari,Túnez,1,0
2006,Yao Aziawonou,Togo,1,0
2006,Gabriel Badilla,Costa Rica,1,0
2006,Jacek Bak,Polonia,1,0
2006,Michael Ballack,Alemania,1,0
2006,Tranquillo Barnetta,Suiza,1,0
2006,Edgar Barreto,Paraguay,1,0
2006,Marcin Baszczynski,Polonia,1,0
2006,Boa Morte,Portugal,1,0
2006,Derek Boateng,Ghana,1,0
2006,Arthur Boka,Costa de Marfil,1,0
2006,Ricardo Cabanas,Suiza,1,0
2006,Esteban Cambiasso,Argentina,1,0
2006,Denis Caniza,Paraguay,1,0
2006,Jamie Carragher,Inglaterra,1,0
2006,Segundo Castillo,Ecuador,1,0
2006,Jose Castro,México,1,0
2006,Adel Chedli,Túnez,1,0
2006,Yassine Chikhaoui,Túnez,1,0
2006,Jin Cheul Choi,Corea del Sur,1,0
2006,Ricardo Costa,Portugal,1,0
2006,Hernan Crespo,Argentina,1,0
2006,Peter Crouch,Inglaterra,1,0
2006,Julio Cruz,Argentina,1,0
2006,Jason Culina,Australia,1,0
2006,Tim De Cler,Paises Bajos,1,0
2006,Philipp Degen,Suiza,1,0
2006,Delgado,Angola,1,0
2006,Aruna Dindane,Costa de Marfil,1,0
2006,Johan Djourou,Suiza,1,0
2006,Julio Dos Santos,Paraguay,1,0
2006,Ivica Dragutinovic,Serbia y Montenegro,1,0
2006,Milan Dudic,Serbia y Montenegro,1,0
2006,Igor Duljaj,Serbia y Montenegro,1,0
2006,Emmanuel Eboue,Costa de Marfil,1,0
2006,Emerson,Brasil,1,0
2006,Cesc Fabregas,España,1,0
2006,Luis Figo,Portugal,1,0
2006,Danny Fonseca,Costa Rica,1,0
2006,Jose Fonseca,México,1,0
2006,Alexander Frei,Suiza,1,0
2006,Arne Friedrich,Alemania,1,0
2006,Steven Gerrard,Inglaterra,1,0
2006,Gilberto Melo,Brasil,1,0
2006,Yahya Golmohammadi,Irán,1,0
2006,Ronald Gomez,Costa Rica,1,0
2006,Luis Gonzalez,Argentina,1,0
2006,Leonardo Gonzalez,Costa Rica,1,0
2006,Cyd Gray,Trinidad y Tobago,1,0
2006,Fabio Grosso,Italia,1,0
2006,Zdenek Grygera,República Checa,1,0
2006,Haykel Guemamdia,Túnez,1,0
2006,Karim Haggui,Túnez,1,0
2006,John Heitinga,Paises Bajos,1,0
2006,Shaka Hislop,Trinidad y Tobago,1,0
2006,Ivan Hurtado,Ecuador,1,0
2006,Vincenzo Iaquinta,Italia,1,0
2006,Jamba,Angola,1,0
2006,Joao Ricardo,Angola,1,0
2006,Kenwyne Jones,Trinidad y Tobago,1,0
2006,Mattias Jonson,Suecia,1,0
2006,Hossein Kaabi,Irán,1,0
2006,Akira Kaji,Japón,1,0
2006,Maksym Kalinichenko,Ucrania,1,0
2006,Saud Kariri,Arabia Saudita,1,0
2006,Yoshikatsu Kawaguchi,Japón,1,0
2006,Kader Keita,Costa de Marfil,1,0
2006,Young Chul Kim,Corea del Sur,1,0
2006,Dong Jin Kim,Corea del Sur,1,0
2006,Jin Kyu Kim,Corea del Sur,1,0
2006,Niko Kovac,Croacia,1,0
2006,Mladen Krstajic,Serbia y Montenegro,1,0
2006,Jacek Krzynowek,Polonia,1,0
2006,Dirk Kuyt,Paises Bajos,1,0
2006,Frank Lampard,Inglaterra,1,0
2006,Henrik Larsson,Suecia,1,0
2006,Ho Lee,Corea del Sur,1,0
2006,Eddie Lewis,Estados Unidos,1,0
2006,Tobias Linderoth,Suecia,1,0
2006,Fredrik Ljungberg,Suecia,1,0
2006,Lucio,Brasil,1,0
2006,Ludovic Magnin,Suiza,1,0
2006,Florent Malouda,Francia,1,0
2006,Cherif Toure Mamam,Togo,1,0
2006,Carlos Marchena,España,1,0
2006,Joris Mathijsen,Paises Bajos,1,0
2006,Edison Mendez,Ecuador,1,0
2006,Mendonca,Angola,1,0
2006,John Mensah,Ghana,1,0
2006,Miguel,Portugal,1,0
2006,Jaouhar Mnari,Túnez,1,0
2006,Habib Mohamed,Ghana,1,0
2006,Teruyuki Moniwa,Japón,1,0
2006,Craig Moore,Australia,1,0
2006,Cristian Mora,Ecuador,1,0
2006,Andriy Nesmachnyi,Ucrania,1,0
2006,Jorge Núñez,Paraguay,1,0
2006,Nuno Gomes,Portugal,1,0
2006,Oguchi Onyewu,Estados Unidos,1,0
2006,Andre Ooijer,Paises Bajos,1,0
2006,John Pantsil,Ghana,1,0
2006,Chu Young Park,Corea del Sur,1,0
2006,Pauleta,Portugal,1,0
2006,Paulo Ferreira,Portugal,1,0
2006,Gonzalo Pineda,México,1,0
2006,Stipe Pletikosa,Croacia,1,0
2006,Lukas Podolski,Alemania,1,0
2006,Arkadiusz Radomski,Polonia,1,0
2006,Jose Antonio Reyes,España,1,0
2006,Claudio Reyna,Estados Unidos,1,0
2006,Franck Ribery,Francia,1,0
2006,Ricardo,Portugal,1,0
2006,Arjen Robben,Paises Bajos,1,0
2006,Robinho,Brasil,1,0
2006,Paul Robinson,Inglaterra,1,0
2006,Maxi Rodriguez,Argentina,1,0
2006,Francisco Rodriguez,México,1,0
2006,Cristiano Ronaldo,Portugal,1,0
2006,Tomas Rosicky,República Checa,1,0
2006,David Rozehnal,República Checa,1,0
2006,Carlos Salcido,México,1,0
2006,Brent Sancho,Trinidad y Tobago,1,0
2006,Alessandro Santos,Japón,1,0
2006,Javier Saviola,Argentina,1,0
2006,Bastian Schweinsteiger,Alemania,1,0
2006,Philippe Senderos,Suiza,1,0
2006,Oleg Shelayev,Ucrania,1,0
2006,Illiasu Shilla,Ghana,1,0
2006,Ebi Smolarek,Polonia,1,0
2006,Wesley Sneijder,Paises Bajos,1,0
2006,Mauricio Solis,Costa Rica,1,0
2006,Christoph Spycher,Suiza,1,0
2006,Darijo Srna,Croacia,1,0
2006,Dejan Stankovic,Serbia y Montenegro,1,0
2006,Marco Streller,Suiza,1,0
2006,Naohiro Takahara,Japón,1,0
2006,Massamasso Tchangai,Togo,1,0
2006,Carlos Tenorio,Ecuador,1,0
2006,Andranik Teymourian,Irán,1,0
2006,Densill Theobald,Trinidad y Tobago,1,0
2006,Lilian Thuram,Francia,1,0
2006,Francesco Totti,Italia,1,0
2006,Hatem Trabelsi,Túnez,1,0
2006,Anatoliy Tymoschuk,Ucrania,1,0
2006,Michael Umaña,Costa Rica,1,0
2006,Nelson Valdez,Paraguay,1,0
2006,Rafael Van Der Vaart,Paises Bajos,1,0
2006,Patrick Vieira,Francia,1,0
2006,Johann Vogel,Suiza,1,0
2006,Raphael Wicky,Suiza,1,0
2006,Luke Wilkshire,Australia,1,0
2006,Hakan Yakin,Suiza,1,0
2006,Vladimir Yezerskyi,Ucrania,1,0
2006,Dwight Yorke,Trinidad y Tobago,1,0
2006,Ferydoon Zandi,Irán,1,0
2006,Michal Zewlakow,Polonia,1,0
2006,Zinha,México,1,0
2006,Didier Zokora,Costa de Marfil,1,0
