anio,jugador,seleccion,goles,partidos,promedio
2010,Diego Forlan,Uruguay,5,7,0.71
2010,Thomas Müller,Alemania,5,6,0.83
2010,Wesley Sneijder,Paises Bajos,5,7,0.71
2010,David Villa,España,5,7,0.71
2010,Gonzalo Higuain,Argentina,4,4,1.00
2010,Miroslav Klose,Alemania,4,5,0.80
2010,Robert Vittek,Eslovaquia,4,4,1.00
2010,Landon Donovan,Estados Unidos,3,4,0.75
2010,Asamoah Gyan,Ghana,3,5,0.60
2010,Luis Fabiano,Brasil,3,5,0.60
2010,Luis Suarez,Uruguay,3,6,0.50
2010,Elano,Brasil,2,2,1.00
2010,Samuel Eto'o,Camerún,2,3,0.67
2010,Javier Hernandez,México,2,4,0.50
2010,Brett Holman,Australia,2,3,0.67
2010,Keisuke Honda,Japón,2,4,0.50
2010,Andrés Iniesta,España,2,6,0.33
2010,Chung-yong Lee,Corea del Sur,2,4,0.50
2010,Jung Soo Lee,Corea del Sur,2,4,0.50
2010,Lukas Podolski,Alemania,2,6,0.33
2010,Arjen Robben,Paises Bajos,2,5,0.40
2010,Robinho,Brasil,2,4,0.50
2010,Carlos Tevez,Argentina,2,4,0.50
2010,Tiago,Portugal,2,4,0.50
2010,Kalu Uche,Nigeria,2,3,0.67
2010,Yakubu Aiyegbeni,Nigeria,1,3,0.33
2010,Antolin Alcaraz,Paraguay,1,4,0.25
2010,Hugo Almeida,Portugal,1,2,0.50
2010,Jean Beausejour,Chile,1,4,0.25
2010,Nicklas Bendtner,Dinamarca,1,3,0.33
2010,Valter Birsa,Eslovenia,1,3,0.33
2010,Cuauhtemoc Blanco,México,1,3,0.33
2010,Kevin Prince Boateng,Ghana,1,5,0.20
2010,Michael Bradley,Estados Unidos,1,4,0.25
2010,Cacau,Alemania,1,4,0.25
2010,Tim Cahill,Australia,1,2,0.50
2010,Edinson Cavani,Uruguay,1,6,0.17
2010,Daniele De Rossi,Italia,1,3,0.33
2010,Jermain Defoe,Inglaterra,1,3,0.33
2010,Martin Demichelis,Argentina,1,5,0.20
2010,Clint Dempsey,Estados Unidos,1,4,0.25
2010,Antonio Di Natale,Italia,1,3,0.33
2010,Didier Drogba,Costa de Marfil,1,3,0.33
2010,Yasuhito Endo,Japón,1,4,0.25
2010,Gelson Fernandes,Suiza,1,3,0.33
2010,Arne Friedrich,Alemania,1,7,0.14
2010,Steven Gerrard,Inglaterra,1,4,0.25
2010,Mark Gonzalez,Chile,1,4,0.25
2010,Gabriel Heinze,Argentina,1,4,0.25
2010,Klaas Jan Huntelaar,Paises Bajos,1,4,0.25
2010,Vincenzo Iaquinta,Italia,1,3,0.33
2010,Marcell Jansen,Alemania,1,4,0.25
2010,Yun Nam Ji,Corea del Norte,1,3,0.33
2010,Milan Jovanovic,Serbia,1,3,0.33
2010,Juan,Brasil,1,5,0.20
2010,Salomon Kalou,Costa de Marfil,1,3,0.33
2010,Sami Khedira,Alemania,1,7,0.14
2010,Bongani Khumalo,Sudáfrica,1,3,0.33
2010,Kamil Kopunek,Eslovaquia,1,2,0.50
2010,Robert Koren,Eslovenia,1,3,0.33
2010,Dirk Kuyt,Paises Bajos,1,7,0.14
2010,Liedson,Portugal,1,3,0.33
2010,Zlatan Ljubijankic,Eslovenia,1,3,0.33
2010,Maicon,Brasil,1,5,0.20
2010,Florent Malouda,Francia,1,3,0.33
2010,Rafael Marquez,México,1,4,0.25
2010,Raul Meireles,Portugal,1,4,0.25
2010,Rodrigo Millar,Chile,1,3,0.33
2010,Katlego Mphela,Sudáfrica,1,3,0.33
2010,Sulley Muntari,Ghana,1,4,0.25
2010,Shinji Okazaki,Japón,1,4,0.25
2010,Mesut Ozil,Alemania,1,7,0.14
2010,Martin Palermo,Argentina,1,1,1.00
2010,Marko Pantelic,Serbia,1,2,0.50
2010,Chu Young Park,Corea del Sur,1,4,0.25
2010,Ji Sung Park,Corea del Sur,1,4,0.25
2010,Alvaro Pereira,Uruguay,1,5,0.20
2010,Maximiliano Pereira,Uruguay,1,7,0.14
2010,Carles Puyol,España,1,7,0.14
2010,Fabio Quagliarella,Italia,1,1,1.00
2010,Winston Reid,Nueva Zelanda,1,3,0.33
2010,Cristian Riveros,Paraguay,1,5,0.20
2010,Romaric,Costa de Marfil,1,3,0.33
2010,Dennis Rommedahl,Dinamarca,1,3,0.33
2010,Cristiano Ronaldo,Portugal,1,4,0.25
2010,Dimitrios Salpingidis,Grecia,1,2,0.50
2010,Simao,Portugal,1,4,0.25
2010,Shane Smeltz,Nueva Zelanda,1,3,0.33
2010,Jon Dahl Tomasson,Dinamarca,1,2,0.50
2010,Vasileios Torosidis,Grecia,1,3,0.33
2010,Yaya Toure,Costa de Marfil,1,3,0.33
2010,Siphiwe Tshabalala,Sudáfrica,1,3,0.33
2010,Matt Upson,Inglaterra,1,2,0.50
2010,Giovanni Van Bronckhorst,Paises Bajos,1,7,0.14
2010,Robin Van Persie,Paises Bajos,1,7,0.14
2010,Enrique Vera,Paraguay,1,5,0.20
