anio,id_grupo,seleccion,pts,pj,pg,pe,pp,gf,gc,diferencia,clasificado
1954,1,Brasil,3,2,1,1,0,6,1,5,Si
1954,1,Yugoslavia,3,2,1,1,0,2,1,1,Si
1954,1,Francia,2,2,1,0,1,3,3,0,No
1954,1,México,0,2,0,0,2,2,8,-6,No
1954,2,Hungría,4,2,2,0,0,17,3,14,Si
1954,2,Alemania Occidental,2,2,1,0,1,7,9,-2,Si
1954,2,Turquía,2,2,1,0,1,8,4,4,No
1954,2,Corea del Sur,0,2,0,0,2,0,16,-16,No
1954,3,Uruguay,4,2,2,0,0,9,0,9,Si
1954,3,Austria,4,2,2,0,0,6,0,6,Si
1954,3,Checoslovaquia,0,2,0,0,2,0,7,-7,No
1954,3,Escocia,0,2,0,0,2,0,8,-8,No
1954,4,Inglaterra,3,2,1,1,0,6,4,2,Si
1954,4,Suiza,2,2,1,0,1,2,3,-1,Si
1954,4,Italia,2,2,1,0,1,5,3,2,No
1954,4,Bélgica,1,2,0,1,1,5,8,-3,No
