anio,id_partido_str,equipo,jugador,minuto,es_penal,es_autogol
1954,1954_g1_1,Brasil,Baltazar,23,NO,NO
1954,1954_g1_1,Brasil,Didi,30,NO,NO
1954,1954_g1_1,Brasil,Pinga,34,NO,NO
1954,1954_g1_1,Brasil,Pinga,43,NO,NO
1954,1954_g1_1,Brasil,Julinho,69,NO,NO
1954,1954_g1_2,Yugoslavia,Milos Milutinovic,15,NO,NO
1954,1954_g1_3,Brasil,Didi,69,NO,NO
1954,1954_g1_3,Yugoslavia,Branko Zebec,48,NO,NO
1954,1954_g1_4,Francia,Jean Vincent,19,NO,NO
1954,1954_g1_4,Francia,Raul Cardenas,46,NO,SI
1954,1954_g1_4,Francia,Raymond Kopa,88,SI,NO
1954,1954_g1_4,México,Jose Lamadrid,54,NO,NO
1954,1954_g1_4,México,Tomas Balcazar,85,NO,NO
1954,1954_g2_1,Alemania Occidental,Hans Schaefer,14,NO,NO
1954,1954_g2_1,Alemania Occidental,Berni Klodt,52,NO,NO
1954,1954_g2_1,Alemania Occidental,Ottmar Walter,60,NO,NO
1954,1954_g2_1,Alemania Occidental,Max Morlock,84,NO,NO
1954,1954_g2_1,Turquía,Mamat Suat,2,NO,NO
1954,1954_g2_2,Hungría,Ferenc Puskas,12,NO,NO
1954,1954_g2_2,Hungría,Mihaly Lantos,18,NO,NO
1954,1954_g2_2,Hungría,Sandor Kocsis,24,NO,NO
1954,1954_g2_2,Hungría,Sandor Kocsis,36,NO,NO
1954,1954_g2_2,Hungría,Sandor Kocsis,50,NO,NO
1954,1954_g2_2,Hungría,Zoltan Czibor,59,NO,NO
1954,1954_g2_2,Hungría,Peter Palotas,75,NO,NO
1954,1954_g2_2,Hungría,Peter Palotas,83,NO,NO
1954,1954_g2_2,Hungría,Ferenc Puskas,89,NO,NO
1954,1954_g2_3,Hungría,Sandor Kocsis,3,NO,NO
1954,1954_g2_3,Hungría,Ferenc Puskas,17,NO,NO
1954,1954_g2_3,Hungría,Sandor Kocsis,21,NO,NO
1954,1954_g2_3,Hungría,Nandor Hidegkuti,52,NO,NO
1954,1954_g2_3,Hungría,Nandor Hidegkuti,54,NO,NO
1954,1954_g2_3,Hungría,Sandor Kocsis,69,NO,NO
1954,1954_g2_3,Hungría,Jozsef Toth,75,NO,NO
1954,1954_g2_3,Hungría,Sandor Kocsis,78,NO,NO
1954,1954_g2_3,Alemania Occidental,Alfred Pfaff,25,NO,NO
1954,1954_g2_3,Alemania Occidental,Helmut Rahn,77,NO,NO
1954,1954_g2_3,Alemania Occidental,Richard Herrmann,84,NO,NO
1954,1954_g2_4,Turquía,Mamat Suat,10,NO,NO
1954,1954_g2_4,Turquía,Lefter Kucukandonyadis,18,NO,NO
1954,1954_g2_4,Turquía,Mamat Suat,30,NO,NO
