anio,jugador,seleccion,goles,partidos,promedio
1962,Florian Albert,Hungría,4,3,1.33
1962,Garrincha,Brasil,4,6,0.67
1962,Valentin Ivanov,URSS,4,4,1.00
1962,Drazen Jerkovic,Yugoslavia,4,6,0.67
1962,Leonel Sanchez,Chile,4,6,0.67
1962,Vava,Brasil,4,6,0.67
1962,Amarildo,Brasil,3,4,0.75
1962,Milan Galic,Yugoslavia,3,6,0.50
1962,Adolf Scherer,Checoslovaquia,3,6,0.50
1962,Lajos Tichy,Hungría,3,4,0.75
1962,Giacomo Bulgarelli,Italia,2,1,2.00
1962,Igor Chislenko,URSS,2,3,0.67
1962,Ron Flowers,Inglaterra,2,4,0.50
1962,Viktor Ponedelnik,URSS,2,4,0.50
1962,Jaime Ramirez,Chile,2,6,0.33
1962,Eladio Rojas,Chile,2,6,0.33
1962,Jose Sasia,Uruguay,2,3,0.67
1962,Uwe Seeler,Alemania Occidental,2,4,0.50
1962,Jorge Toro,Chile,2,5,0.40
1962,German Aceros,Colombia,1,3,0.33
1962,Adelardo,España,1,1,1.00
1962,Albert Bruells,Alemania Occidental,1,4,0.25
1962,Angel Cabrera,Uruguay,1,2,0.50
1962,Bobby Charlton,Inglaterra,1,4,0.25
1962,Marcos Coll,Colombia,1,3,0.33
1962,Luis Cubilla,Uruguay,1,2,0.50
1962,Alfredo Del Aguila,México,1,3,0.33
1962,Isidoro Diaz,México,1,3,0.33
1962,Hector Facundo,Argentina,1,2,0.50
1962,Jimmy Greaves,Inglaterra,1,4,0.25
1962,Hector Hernandez,México,1,3,0.33
1962,Gerry Hitchens,Inglaterra,1,2,0.50
1962,Josef Kadraba,Checoslovaquia,1,3,0.33
1962,Marino Klinger,Colombia,1,3,0.33
1962,Aleksei Mamykin,URSS,1,2,0.50
1962,Vaclav Masek,Checoslovaquia,1,1,1.00
1962,Josef Masopust,Checoslovaquia,1,6,0.17
1962,Vojislav Melic,Yugoslavia,1,2,0.50
1962,Bruno Mora,Italia,1,2,0.50
1962,Joaquin Peiro,España,1,2,0.50
1962,Pelé,Brasil,1,2,0.50
1962,Antonio Rada,Colombia,1,2,0.50
1962,Petar Radakovic,Yugoslavia,1,5,0.20
1962,Jose Sanfilippo,Argentina,1,2,0.50
1962,Heinz Schneiter,Suiza,1,3,0.33
1962,Josip Skoblar,Yugoslavia,1,5,0.20
1962,Georgi Sokolov,Bulgaria,1,2,0.50
1962,Erno Solymosi,Hungría,1,4,0.25
1962,Josef Stibranyi,Checoslovaquia,1,3,0.33
1962,Horst Szymaniak,Alemania Occidental,1,4,0.25
1962,Rolf Wuethrich,Suiza,1,3,0.33
1962,Zagallo,Brasil,1,6,0.17
1962,Zito,Brasil,1,6,0.17
1962,Francisco Zuluaga,Colombia,1,1,1.00
