anio,id_partido_str,num_partido,num_partido_seq,fuente,fecha,etapa,local,visitante,goles_local,goles_visitante,tiempo_extra,penales,penales_local,penales_visitante
1962,1962_g1_1,1,1,grupo_1,30-May-1962,Grupo 1,Uruguay,Colombia,2,1,NO,NO,,
1962,1962_g1_2,2,2,grupo_1,31-May-1962,Grupo 1,URSS,Yugoslavia,2,0,NO,NO,,
1962,1962_g1_3,3,3,grupo_1,02-Jun-1962,Grupo 1,Yugoslavia,Uruguay,3,1,NO,NO,,
1962,1962_g1_4,4,4,grupo_1,03-Jun-1962,Grupo 1,URSS,Colombia,4,4,NO,NO,,
1962,1962_g1_5,5,5,grupo_1,06-Jun-1962,Grupo 1,URSS,Uruguay,2,1,NO,NO,,
1962,1962_g1_6,6,6,grupo_1,07-Jun-1962,Grupo 1,Yugoslavia,Colombia,5,0,NO,NO,,
1962,1962_g2_1,1,7,grupo_2,30-May-1962,Grupo 2,Chile,Suiza,3,1,NO,NO,,
1962,1962_g2_2,2,8,grupo_2,31-May-1962,Grupo 2,Alemania Occidental,Italia,0,0,NO,NO,,
1962,1962_g2_3,3,9,grupo_2,02-Jun-1962,Grupo 2,Chile,Italia,2,0,NO,NO,,
1962,1962_g2_4,4,10,grupo_2,03-Jun-1962,Grupo 2,Alemania Occidental,Suiza,2,1,NO,NO,,
1962,1962_g2_5,5,11,grupo_2,06-Jun-1962,Grupo 2,Alemania Occidental,Chile,2,0,NO,NO,,
1962,1962_g2_6,6,12,grupo_2,07-Jun-1962,Grupo 2,Italia,Suiza,3,0,NO,NO,,
1962,1962_g3_1,1,13,grupo_3,30-May-1962,Grupo 3,Brasil,México,2,0,NO,NO,,
1962,1962_g3_2,2,14,grupo_3,31-May-1962,Grupo 3,Checoslovaquia,España,1,0,NO,NO,,
1962,1962_g3_3,3,15,grupo_3,02-Jun-1962,Grupo 3,Brasil,Checoslovaquia,0,0,NO,NO,,
1962,1962_g3_4,4,16,grupo_3,03-Jun-1962,Grupo 3,España,México,1,0,NO,NO,,
1962,1962_g3_5,5,17,grupo_3,06-Jun-1962,Grupo 3,Brasil,España,2,1,NO,NO,,
1962,1962_g3_6,6,18,grupo_3,07-Jun-1962,Grupo 3,México,Checoslovaquia,3,1,NO,NO,,
1962,1962_g4_1,1,19,grupo_4,30-May-1962,Grupo 4,Argentina,Bulgaria,1,0,NO,NO,,
1962,1962_g4_2,2,20,grupo_4,31-May-1962,Grupo 4,Hungría,Inglaterra,2,1,NO,NO,,
1962,1962_g4_3,3,21,grupo_4,02-Jun-1962,Grupo 4,Inglaterra,Argentina,3,1,NO,NO,,
1962,1962_g4_4,4,22,grupo_4,03-Jun-1962,Grupo 4,Hungría,Bulgaria,6,1,NO,NO,,
1962,1962_g4_5,5,23,grupo_4,06-Jun-1962,Grupo 4,Hungría,Argentina,0,0,NO,NO,,
1962,1962_g4_6,6,24,grupo_4,07-Jun-1962,Grupo 4,Inglaterra,Bulgaria,0,0,NO,NO,,
1962,1962_r_1,1,25,resultados,30-May-1962,"1ra Ronda, Grupo 1",Uruguay,Colombia,2,1,NO,NO,,
1962,1962_r_2,2,26,resultados,30-May-1962,"1ra Ronda, Grupo 3",Brasil,México,2,0,NO,NO,,
1962,1962_r_3,3,27,resultados,30-May-1962,"1ra Ronda, Grupo 2",Chile,Suiza,3,1,NO,NO,,
1962,1962_r_4,4,28,resultados,30-May-1962,"1ra Ronda, Grupo 4",Argentina,Bulgaria,1,0,NO,NO,,
1962,1962_r_5,5,29,resultados,31-May-1962,"1ra Ronda, Grupo 3",Checoslovaquia,España,1,0,NO,NO,,
1962,1962_r_6,6,30,resultados,31-May-1962,"1ra Ronda, Grupo 1",URSS,Yugoslavia,2,0,NO,NO,,
1962,1962_r_7,7,31,resultados,31-May-1962,"1ra Ronda, Grupo 4",Hungría,Inglaterra,2,1,NO,NO,,
1962,1962_r_8,8,32,resultados,31-May-1962,"1ra Ronda, Grupo 2",Alemania Occidental,Italia,0,0,NO,NO,,
1962,1962_r_9,9,33,resultados,02-Jun-1962,"1ra Ronda, Grupo 2",Chile,Italia,2,0,NO,NO,,
1962,1962_r_10,10,34,resultados,02-Jun-1962,"1ra Ronda, Grupo 3",Brasil,Checoslovaquia,0,0,NO,NO,,
1962,1962_r_11,11,35,resultados,02-Jun-1962,"1ra Ronda, Grupo 1",Yugoslavia,Uruguay,3,1,NO,NO,,
1962,1962_r_12,12,36,resultados,02-Jun-1962,"1ra Ronda, Grupo 4",Inglaterra,Argentina,3,1,NO,NO,,
1962,1962_r_13,13,37,resultados,03-Jun-1962,"1ra Ronda, Grupo 4",Hungría,Bulgaria,6,1,NO,NO,,
1962,1962_r_14,14,38,resultados,03-Jun-1962,"1ra Ronda, Grupo 1",URSS,Colombia,4,4,NO,NO,,
1962,1962_r_15,15,39,resultados,03-Jun-1962,"1ra Ronda, Grupo 3",España,México,1,0,NO,NO,,
1962,1962_r_16,16,40,resultados,03-Jun-1962,"1ra Ronda, Grupo 2",Alemania Occidental,Suiza,2,1,NO,NO,,
1962,1962_r_17,17,41,resultados,06-Jun-1962,"1ra Ronda, Grupo 2",Alemania Occidental,Chile,2,0,NO,NO,,
1962,1962_r_18,18,42,resultados,06-Jun-1962,"1ra Ronda, Grupo 4",Hungría,Argentina,0,0,NO,NO,,
1962,1962_r_19,19,43,resultados,06-Jun-1962,"1ra Ronda, Grupo 1",URSS,Uruguay,2,1,NO,NO,,
1962,1962_r_20,20,44,resultados,06-Jun-1962,"1ra Ronda, Grupo 3",Brasil,España,2,1,NO,NO,,
1962,1962_r_21,21,45,resultados,07-Jun-1962,"1ra Ronda, Grupo 1",Yugoslavia,Colombia,5,0,NO,NO,,
1962,1962_r_22,22,46,resultados,07-Jun-1962,"1ra Ronda, Grupo 3",México,Checoslovaquia,3,1,NO,NO,,
1962,1962_r_23,23,47,resultados,07-Jun-1962,"1ra Ronda, Grupo 2",Italia,Suiza,3,0,NO,NO,,
1962,1962_r_24,24,48,resultados,07-Jun-1962,"1ra Ronda, Grupo 4",Inglaterra,Bulgaria,0,0,NO,NO,,
1962,1962_r_25,25,49,resultados,10-Jun-1962,Cuartos,Brasil,Inglaterra,3,1,NO,NO,,
1962,1962_r_26,26,50,resultados,10-Jun-1962,Cuartos,Checoslovaquia,Hungría,1,0,NO,NO,,
1962,1962_r_27,27,51,resultados,10-Jun-1962,Cuartos,Yugoslavia,Alemania Occidental,1,0,NO,NO,,
1962,1962_r_28,28,52,resultados,10-Jun-1962,Cuartos,Chile,URSS,2,1,NO,NO,,
1962,1962_r_29,29,53,resultados,13-Jun-1962,Semis,Yugoslavia,Checoslovaquia,1,3,NO,NO,,
1962,1962_r_30,30,54,resultados,13-Jun-1962,Semis,Chile,Brasil,2,4,NO,NO,,
1962,1962_r_31,31,55,resultados,16-Jun-1962,3er Puesto,Chile,Yugoslavia,1,0,NO,NO,,
1962,1962_r_32,32,56,resultados,17-Jun-1962,Final,Brasil,Checoslovaquia,3,1,NO,NO,,
1962,1962_r_,,57,resultados,10-Jun-1962,,Brasil,Inglaterra,3,1,NO,NO,,
