anio,seleccion,dorsal,jugador,posicion
1962,Alemania Occidental,,,
1962,Argentina,,,
1962,Brasil,,,
1962,Bulgaria,,,
1962,Checoslovaquia,,,
1962,Chile,,,
1962,Colombia,,,
1962,España,,,
1962,Hungría,,,
1962,Inglaterra,,,
1962,Italia,,,
1962,México,,,
1962,Suiza,,,
1962,URSS,,,
1962,Uruguay,,,
1962,Yugoslavia,,,
