anio,jugador,seleccion,goles,partidos,promedio
1950,Ademir,Brasil,9,6,1.50
1950,Oscar Miguez,Uruguay,5,4,1.25
1950,Estanislao Basora,España,4,6,0.67
1950,Chico,Brasil,4,4,1.00
1950,Alcides Ghiggia,Uruguay,4,4,1.00
1950,Zarra,España,4,6,0.67
1950,Karl-Erik Palmer,Suecia,3,5,0.60
1950,Juan Schiaffino,Uruguay,3,4,0.75
1950,Stig Sundqvist,Suecia,3,5,0.60
1950,Sune Andersson,Suecia,2,5,0.40
1950,Baltazar,Brasil,2,2,1.00
1950,Zeljko Cajkovski,Yugoslavia,2,3,0.67
1950,Riccardo Carapellese,Italia,2,2,1.00
1950,Atilio Cremaschi,Chile,2,3,0.67
1950,Jackie Fatton,Suiza,2,3,0.67
1950,Silvestre Igoa,España,2,5,0.40
1950,Jair,Brasil,2,5,0.40
1950,Hans Jeppsson,Suecia,2,4,0.50
1950,Kosta Tomasevic,Yugoslavia,2,3,0.67
1950,Zizinho,Brasil,2,4,0.50
1950,Alfredo Ii,Brasil,1,1,1.00
1950,Kiki Antenen,Suiza,1,2,0.50
1950,Rene Bader,Suiza,1,3,0.33
1950,Stjepan Bobek,Yugoslavia,1,3,0.33
1950,Horacio Casarin,México,1,3,0.33
1950,Friaca,Brasil,1,4,0.25
1950,Joe Gaetjens,Estados Unidos,1,3,0.33
1950,Atilio Lopez,Paraguay,1,2,0.50
1950,Cesar Lopez Fretes,Paraguay,1,2,0.50
1950,Joe Maca,Estados Unidos,1,3,0.33
1950,Maneca,Brasil,1,4,0.25
1950,Wilf Mannion,Inglaterra,1,2,0.50
1950,Bror Mellberg,Suecia,1,2,0.50
1950,Rajko Mitic,Yugoslavia,1,3,0.33
1950,Stan Mortensen,Inglaterra,1,3,0.33
1950,Ermes Muccinelli,Italia,1,2,0.50
1950,Tihomir Ognjanov,Yugoslavia,1,1,1.00
1950,Hector Ortiz,México,1,3,0.33
1950,Egisto Pandolfini,Italia,1,1,1.00
1950,Gino Pariani,Estados Unidos,1,3,0.33
1950,Julio Perez,Uruguay,1,4,0.25
1950,Andres Prieto,Chile,1,2,0.50
1950,Fernando Riera,Chile,1,1,1.00
1950,Jorge Robledo,Chile,1,3,0.33
1950,Obdulio Varela,Uruguay,1,4,0.25
1950,Ernesto Vidal,Uruguay,1,3,0.33
1950,Frank Wallace,Estados Unidos,1,3,0.33
