anio,id_partido_str,equipo,jugador,minuto,es_penal,es_autogol
2006,2006_gA_1,Alemania,Philipp Lahm,6,NO,NO
2006,2006_gA_1,Alemania,Miroslav Klose,17,NO,NO
2006,2006_gA_1,Alemania,Miroslav Klose,61,NO,NO
2006,2006_gA_1,Alemania,Torsten Frings,87,NO,NO
2006,2006_gA_1,Costa Rica,Paulo Wanchope,12,NO,NO
2006,2006_gA_1,Costa Rica,Paulo Wanchope,73,NO,NO
2006,2006_gA_2,Ecuador,Carlos Tenorio,24,NO,NO
2006,2006_gA_2,Ecuador,Agustin Delgado,80,NO,NO
2006,2006_gA_3,Alemania,Oliver Neuville,90,NO,NO
2006,2006_gA_4,Ecuador,Carlos Tenorio,8,NO,NO
2006,2006_gA_4,Ecuador,Agustin Delgado,54,NO,NO
2006,2006_gA_4,Ecuador,Ivan Kaviedes,90,NO,NO
2006,2006_gA_5,Alemania,Miroslav Klose,4,NO,NO
2006,2006_gA_5,Alemania,Miroslav Klose,44,NO,NO
2006,2006_gA_5,Alemania,Lukas Podolski,57,NO,NO
2006,2006_gA_6,Costa Rica,Ronald Gomez,25,NO,NO
2006,2006_gA_6,Polonia,Bartosz Bosacki,33,NO,NO
2006,2006_gA_6,Polonia,Bartosz Bosacki,66,NO,NO
2006,2006_gB_1,Inglaterra,Carlos Gamarra,3,NO,SI
2006,2006_gB_3,Inglaterra,Peter Crouch,83,NO,NO
2006,2006_gB_3,Inglaterra,Steven Gerrard,90,NO,NO
2006,2006_gB_4,Suecia,Fredrik Ljungberg,89,NO,NO
2006,2006_gB_5,Suecia,Marcus Allback,51,NO,NO
2006,2006_gB_5,Suecia,Henrik Larsson,90,NO,NO
2006,2006_gB_5,Inglaterra,Joe Cole,34,NO,NO
2006,2006_gB_5,Inglaterra,Steven Gerrard,85,NO,NO
2006,2006_gB_6,Paraguay,Brent Sancho,25,NO,SI
2006,2006_gB_6,Paraguay,Nelson Cuevas,86,NO,NO
2006,2006_gC_1,Argentina,Hernan Crespo,24,NO,NO
2006,2006_gC_1,Argentina,Javier Saviola,38,NO,NO
2006,2006_gC_1,Costa de Marfil,Didier Drogba,82,NO,NO
2006,2006_gC_2,Paises Bajos,Arjen Robben,18,NO,NO
2006,2006_gC_3,Argentina,Maxi Rodriguez,6,NO,NO
2006,2006_gC_3,Argentina,Esteban Cambiasso,31,NO,NO
2006,2006_gC_3,Argentina,Maxi Rodriguez,41,NO,NO
2006,2006_gC_3,Argentina,Hernan Crespo,78,NO,NO
2006,2006_gC_3,Argentina,Carlos Tevez,84,NO,NO
2006,2006_gC_3,Argentina,Lionel Messi,88,NO,NO
2006,2006_gC_4,Paises Bajos,Robin Van Persie,23,NO,NO
