anio,id_partido_str,num_partido,num_partido_seq,fuente,fecha,etapa,local,visitante,goles_local,goles_visitante,tiempo_extra,penales,penales_local,penales_visitante
2014,2014_gA_1,1,1,grupo_A,12-Jun-2014,Grupo A,Brasil,Croacia,3,1,NO,NO,,
2014,2014_gA_2,2,2,grupo_A,13-Jun-2014,Grupo A,México,Camerún,1,0,NO,NO,,
2014,2014_gA_3,3,3,grupo_A,17-Jun-2014,Grupo A,Brasil,México,0,0,NO,NO,,
2014,2014_gA_4,4,4,grupo_A,18-Jun-2014,Grupo A,Camerún,Croacia,0,4,NO,NO,,
2014,2014_gA_5,5,5,grupo_A,23-Jun-2014,Grupo A,Camerún,Brasil,1,4,NO,NO,,
2014,2014_gA_6,6,6,grupo_A,23-Jun-2014,Grupo A,Croacia,México,1,3,NO,NO,,
2014,2014_gB_1,1,7,grupo_B,13-Jun-2014,Grupo B,España,Paises Bajos,1,5,NO,NO,,
2014,2014_gB_2,2,8,grupo_B,13-Jun-2014,Grupo B,Chile,Australia,3,1,NO,NO,,
2014,2014_gB_3,3,9,grupo_B,18-Jun-2014,Grupo B,España,Chile,0,2,NO,NO,,
2014,2014_gB_4,4,10,grupo_B,18-Jun-2014,Grupo B,Australia,Paises Bajos,2,3,NO,NO,,
2014,2014_gB_5,5,11,grupo_B,23-Jun-2014,Grupo B,Australia,España,0,3,NO,NO,,
2014,2014_gB_6,6,12,grupo_B,23-Jun-2014,Grupo B,Paises Bajos,Chile,2,0,NO,NO,,
2014,2014_gC_1,1,13,grupo_C,14-Jun-2014,Grupo C,Colombia,Grecia,3,0,NO,NO,,
2014,2014_gC_2,2,14,grupo_C,14-Jun-2014,Grupo C,Costa de Marfil,Japón,2,1,NO,NO,,
2014,2014_gC_3,3,15,grupo_C,19-Jun-2014,Grupo C,Colombia,Costa de Marfil,2,1,NO,NO,,
2014,2014_gC_4,4,16,grupo_C,19-Jun-2014,Grupo C,Japón,Grecia,0,0,NO,NO,,
2014,2014_gC_5,5,17,grupo_C,24-Jun-2014,Grupo C,Japón,Colombia,1,4,NO,NO,,
2014,2014_gC_6,6,18,grupo_C,24-Jun-2014,Grupo C,Grecia,Costa de Marfil,2,1,NO,NO,,
2014,2014_gD_1,1,19,grupo_D,14-Jun-2014,Grupo D,Uruguay,Costa Rica,1,3,NO,NO,,
2014,2014_gD_2,2,20,grupo_D,14-Jun-2014,Grupo D,Inglaterra,Italia,1,2,NO,NO,,
2014,2014_gD_3,3,21,grupo_D,19-Jun-2014,Grupo D,Uruguay,Inglaterra,2,1,NO,NO,,
2014,2014_gD_4,4,22,grupo_D,20-Jun-2014,Grupo D,Italia,Costa Rica,0,1,NO,NO,,
2014,2014_gD_5,5,23,grupo_D,24-Jun-2014,Grupo D,Italia,Uruguay,0,1,NO,NO,,
2014,2014_gD_6,6,24,grupo_D,24-Jun-2014,Grupo D,Costa Rica,Inglaterra,0,0,NO,NO,,
2014,2014_gE_1,1,25,grupo_E,15-Jun-2014,Grupo E,Suiza,Ecuador,2,1,NO,NO,,
2014,2014_gE_2,2,26,grupo_E,15-Jun-2014,Grupo E,Francia,Honduras,3,0,NO,NO,,
2014,2014_gE_3,3,27,grupo_E,20-Jun-2014,Grupo E,Suiza,Francia,2,5,NO,NO,,
2014,2014_gE_4,4,28,grupo_E,20-Jun-2014,Grupo E,Honduras,Ecuador,1,2,NO,NO,,
2014,2014_gE_5,5,29,grupo_E,25-Jun-2014,Grupo E,Honduras,Suiza,0,3,NO,NO,,
2014,2014_gE_6,6,30,grupo_E,25-Jun-2014,Grupo E,Ecuador,Francia,0,0,NO,NO,,
2014,2014_gF_1,1,31,grupo_F,15-Jun-2014,Grupo F,Argentina,Bosnia-Herzegovina,2,1,NO,NO,,
2014,2014_gF_2,2,32,grupo_F,16-Jun-2014,Grupo F,Irán,Nigeria,0,0,NO,NO,,
2014,2014_gF_3,3,33,grupo_F,21-Jun-2014,Grupo F,Argentina,Irán,1,0,NO,NO,,
2014,2014_gF_4,4,34,grupo_F,21-Jun-2014,Grupo F,Nigeria,Bosnia-Herzegovina,1,0,NO,NO,,
2014,2014_gF_5,5,35,grupo_F,25-Jun-2014,Grupo F,Nigeria,Argentina,2,3,NO,NO,,
2014,2014_gF_6,6,36,grupo_F,25-Jun-2014,Grupo F,Bosnia-Herzegovina,Irán,3,1,NO,NO,,
2014,2014_gG_1,1,37,grupo_G,16-Jun-2014,Grupo G,Alemania,Portugal,4,0,NO,NO,,
2014,2014_gG_2,2,38,grupo_G,16-Jun-2014,Grupo G,Ghana,Estados Unidos,1,2,NO,NO,,
2014,2014_gG_3,3,39,grupo_G,21-Jun-2014,Grupo G,Alemania,Ghana,2,2,NO,NO,,
2014,2014_gG_4,4,40,grupo_G,22-Jun-2014,Grupo G,Estados Unidos,Portugal,2,2,NO,NO,,
2014,2014_gG_5,5,41,grupo_G,26-Jun-2014,Grupo G,Estados Unidos,Alemania,0,1,NO,NO,,
2014,2014_gG_6,6,42,grupo_G,26-Jun-2014,Grupo G,Portugal,Ghana,2,1,NO,NO,,
2014,2014_gH_1,1,43,grupo_H,17-Jun-2014,Grupo H,Bélgica,Argelia,2,1,NO,NO,,
2014,2014_gH_2,2,44,grupo_H,17-Jun-2014,Grupo H,Rusia,Corea del Sur,1,1,NO,NO,,
2014,2014_gH_3,3,45,grupo_H,22-Jun-2014,Grupo H,Bélgica,Rusia,1,0,NO,NO,,
2014,2014_gH_4,4,46,grupo_H,22-Jun-2014,Grupo H,Corea del Sur,Argelia,2,4,NO,NO,,
2014,2014_gH_5,5,47,grupo_H,26-Jun-2014,Grupo H,Corea del Sur,Bélgica,0,1,NO,NO,,
