anio,jugador,seleccion,goles,partidos,promedio
2014,Javier Hernandez,México,1,4,0.25
2014,Gonzalo Higuain,Argentina,1,7,0.14
2014,Keisuke Honda,Japón,1,3,0.33
2014,Klaas Jan Huntelaar,Paises Bajos,1,3,0.33
2014,Vedad Ibisevic,Bosnia-Herzegovina,1,3,0.33
2014,Mile Jedinak,Australia,1,3,0.33
2014,Jermaine Jones,Estados Unidos,1,4,0.25
2014,Alexander Kerzhakov,Rusia,1,3,0.33
2014,Sami Khedira,Alemania,1,5,0.20
2014,Alexander Kokorin,Rusia,1,3,0.33
2014,Ja-Cheol Koo,Corea del Sur,1,3,0.33
2014,Keun-Ho Lee,Corea del Sur,1,3,0.33
2014,Romelu Lukaku,Bélgica,1,4,0.25
2014,Claudio Marchisio,Italia,1,3,0.33
2014,Rafael Marquez,México,1,4,0.25
2014,Juan Mata,España,1,1,1.00
2014,Joel Matip,Camerún,1,2,0.50
2014,Blaise Matuidi,Francia,1,5,0.20
2014,Admir Mehmedi,Suiza,1,4,0.25
2014,Dries Mertens,Bélgica,1,5,0.20
2014,Nani,Portugal,1,3,0.33
2014,Peter Odemwingie,Nigeria,1,4,0.25
2014,Shinji Okazaki,Japón,1,3,0.33
2014,Ivica Olic,Croacia,1,3,0.33
2014,Divock Origi,Bélgica,1,5,0.20
2014,Mesut Ozil,Alemania,1,7,0.14
2014,Sokratis Papastathopoulos,Grecia,1,4,0.25
2014,Oribe Peralta,México,1,4,0.25
2014,Miralem Pjanic,Bosnia-Herzegovina,1,3,0.33
2014,Paul Pogba,Francia,1,5,0.20
2014,Juan Quintero,Colombia,1,3,0.33
2014,Marcos Rojo,Argentina,1,6,0.17
2014,Cristiano Ronaldo,Portugal,1,3,0.33
2014,Wayne Rooney,Inglaterra,1,3,0.33
2014,Georgios Samaras,Grecia,1,4,0.25
2014,Andreas Samaris,Grecia,1,2,0.50
2014,Haris Seferovic,Suiza,1,4,0.25
2014,Thiago Silva,Brasil,1,6,0.17
2014,Moussa Sissoko,Francia,1,4,0.25
2014,Wesley Sneijder,Paises Bajos,1,6,0.17
2014,Heung-Min Son,Corea del Sur,1,3,0.33
2014,Daniel Sturridge,Inglaterra,1,3,0.33
2014,Fernando Torres,España,1,3,0.33
2014,Marco Ureña,Costa Rica,1,4,0.25
2014,Mathieu Valbuena,Francia,1,4,0.25
2014,Jorge Valdivia,Chile,1,3,0.33
2014,Silvestre Varela,Portugal,1,2,0.50
2014,Eduardo Vargas,Chile,1,4,0.25
2014,Jan Vertonghen,Bélgica,1,5,0.20
2014,David Villa,España,1,1,1.00
2014,Avdija Vrsajevic,Bosnia-Herzegovina,1,1,1.00
2014,Georginio Wijnaldum,Paises Bajos,1,7,0.14
2014,Granit Xhaka,Suiza,1,4,0.25
