anio,jugador,seleccion,goles,partidos,promedio
2014,James Rodríguez,Colombia,6,5,1.20
2014,Thomas Müller,Alemania,5,7,0.71
2014,Lionel Messi,Argentina,4,7,0.57
2014,Neymar Jr.,Brasil,4,5,0.80
2014,Robin Van Persie,Paises Bajos,4,6,0.67
2014,Karim Benzema,Francia,3,5,0.60
2014,Arjen Robben,Paises Bajos,3,7,0.43
2014,André Schürrle,Alemania,3,6,0.50
2014,Xherdan Shaqiri,Suiza,3,4,0.75
2014,Enner Valencia,Ecuador,3,3,1.00
2014,Andre Ayew,Ghana,2,3,0.67
2014,Wilfried Bony,Costa de Marfil,2,3,0.67
2014,Tim Cahill,Australia,2,2,1.00
2014,David Luiz,Brasil,2,7,0.29
2014,Clint Dempsey,Estados Unidos,2,4,0.50
2014,Memphis Depay,Paises Bajos,2,4,0.50
2014,Abdelmoumene Djabou,Argelia,2,3,0.67
2014,Gervinho,Costa de Marfil,2,3,0.67
2014,Mario Götze,Alemania,2,6,0.33
2014,Asamoah Gyan,Ghana,2,3,0.67
2014,Mats Hummels,Alemania,2,6,0.33
2014,Miroslav Klose,Alemania,2,5,0.40
2014,Toni Kroos,Alemania,2,7,0.29
2014,Mario Mandzukic,Croacia,2,2,1.00
2014,Jackson Martinez,Colombia,2,3,0.67
2014,Ahmed Musa,Nigeria,2,4,0.50
2014,Oscar,Brasil,2,7,0.29
2014,Ivan Perisic,Croacia,2,3,0.67
2014,Bryan Ruiz,Costa Rica,2,5,0.40
2014,Alexis Sanchez,Chile,2,4,0.50
2014,Islam Slimani,Argelia,2,4,0.50
2014,Luis Suarez,Uruguay,2,2,1.00
2014,Xabi Alonso,España,1,3,0.33
2014,Charles Aránguiz,Chile,1,4,0.25
2014,Pablo Armero,Colombia,1,5,0.20
2014,Mario Balotelli,Italia,1,3,0.33
2014,Jean Beausejour,Chile,1,2,0.50
2014,Daley Blind,Paises Bajos,1,7,0.14
2014,Yacine Brahimi,Argelia,1,3,0.33
2014,John Anthony Brooks,Estados Unidos,1,1,1.00
2014,Joel Campbell,Costa Rica,1,5,0.20
2014,Edinson Cavani,Uruguay,1,4,0.25
2014,Carlo Costly,Honduras,1,3,0.33
2014,Juan Guillermo Cuadrado,Colombia,1,5,0.20
2014,Kevin De Bruyne,Bélgica,1,4,0.25
2014,Stefan de Vrij,Paises Bajos,1,7,0.14
2014,Angel Di Maria,Argentina,1,5,0.20
2014,Giovani dos Santos,México,1,4,0.25
2014,Óscar Duarte,Costa Rica,1,4,0.25
2014,Edin Dzeko,Bosnia-Herzegovina,1,3,0.33
2014,Blerim Dzemaili,Suiza,1,3,0.33
2014,Sofiane Feghouli,Argelia,1,4,0.25
2014,Marouane Fellaini,Bélgica,1,5,0.20
2014,Leroy Fer,Paises Bajos,1,1,1.00
2014,Fernandinho,Brasil,1,5,0.20
2014,Fred,Brasil,1,6,0.17
2014,Reza Ghoochannejhad,Irán,1,3,0.33
2014,Olivier Giroud,Francia,1,5,0.20
2014,Diego Godin,Uruguay,1,4,0.25
2014,Julian Green,Estados Unidos,1,1,1.00
2014,Andres Guardado,México,1,4,0.25
2014,Teófilo Gutiérrez,Colombia,1,4,0.25
2014,Rafik Halliche,Argelia,1,4,0.25
