anio,id_partido_str,equipo,jugador,minuto,es_penal,es_autogol
2010,2010_gA_1,Sudáfrica,Siphiwe Tshabalala,55,NO,NO
2010,2010_gA_1,México,Rafael Marquez,79,NO,NO
2010,2010_gA_3,Uruguay,Diego Forlan,24,NO,NO
2010,2010_gA_3,Uruguay,Diego Forlan,80,SI,NO
2010,2010_gA_3,Uruguay,Alvaro Pereira,90,NO,NO
2010,2010_gA_4,México,Javier Hernandez,64,NO,NO
2010,2010_gA_4,México,Cuauhtemoc Blanco,79,SI,NO
2010,2010_gA_5,Uruguay,Luis Suarez,43,NO,NO
2010,2010_gA_6,Francia,Florent Malouda,70,NO,NO
2010,2010_gA_6,Sudáfrica,Bongani Khumalo,20,NO,NO
2010,2010_gA_6,Sudáfrica,Katlego Mphela,37,NO,NO
2010,2010_gB_1,Argentina,Gabriel Heinze,6,NO,NO
2010,2010_gB_2,Corea del Sur,Jung Soo Lee,7,NO,NO
2010,2010_gB_2,Corea del Sur,Ji Sung Park,52,NO,NO
2010,2010_gB_3,Grecia,Dimitrios Salpingidis,44,NO,NO
2010,2010_gB_3,Grecia,Vasileios Torosidis,71,NO,NO
2010,2010_gB_3,Nigeria,Kalu Uche,16,NO,NO
2010,2010_gB_4,Argentina,Chu Young Park,17,NO,SI
2010,2010_gB_4,Argentina,Gonzalo Higuain,33,NO,NO
2010,2010_gB_4,Argentina,Gonzalo Higuain,76,NO,NO
2010,2010_gB_4,Argentina,Gonzalo Higuain,80,NO,NO
2010,2010_gB_4,Corea del Sur,Chung-yong Lee,45,NO,NO
2010,2010_gB_5,Nigeria,Kalu Uche,12,NO,NO
2010,2010_gB_5,Nigeria,Yakubu Aiyegbeni,69,SI,NO
2010,2010_gB_5,Corea del Sur,Jung Soo Lee,38,NO,NO
2010,2010_gB_5,Corea del Sur,Chu Young Park,49,NO,NO
2010,2010_gB_6,Argentina,Martin Demichelis,77,NO,NO
2010,2010_gB_6,Argentina,Martin Palermo,89,NO,NO
2010,2010_gC_1,Inglaterra,Steven Gerrard,4,NO,NO
2010,2010_gC_1,Estados Unidos,Clint Dempsey,40,NO,NO
2010,2010_gC_2,Eslovenia,Robert Koren,79,NO,NO
2010,2010_gC_3,Eslovenia,Valter Birsa,13,NO,NO
2010,2010_gC_3,Eslovenia,Zlatan Ljubijankic,42,NO,NO
2010,2010_gC_3,Estados Unidos,Landon Donovan,48,NO,NO
2010,2010_gC_3,Estados Unidos,Michael Bradley,82,NO,NO
2010,2010_gC_5,Inglaterra,Jermain Defoe,23,NO,NO
2010,2010_gC_6,Estados Unidos,Landon Donovan,90,NO,NO
2010,2010_gD_1,Alemania,Lukas Podolski,8,NO,NO
2010,2010_gD_1,Alemania,Miroslav Klose,26,NO,NO
2010,2010_gD_1,Alemania,Thomas Müller,68,NO,NO
2010,2010_gD_1,Alemania,Cacau,70,NO,NO
2010,2010_gD_2,Ghana,Asamoah Gyan,85,SI,NO
2010,2010_gD_3,Serbia,Milan Jovanovic,38,NO,NO
2010,2010_gD_4,Ghana,Asamoah Gyan,25,SI,NO
2010,2010_gD_4,Australia,Brett Holman,11,NO,NO
2010,2010_gD_5,Alemania,Mesut Ozil,60,NO,NO
2010,2010_gD_6,Australia,Tim Cahill,69,NO,NO
2010,2010_gD_6,Australia,Brett Holman,73,NO,NO
2010,2010_gD_6,Serbia,Marko Pantelic,84,NO,NO
