anio,seleccion,dorsal,jugador,posicion
1978,Alemania Occidental,,,
1978,Argentina,,,
1978,Austria,,,
1978,Brasil,,,
1978,Escocia,,,
1978,España,,,
1978,Francia,,,
1978,Hungría,,,
1978,Irán,,,
1978,Italia,,,
1978,México,,,
1978,Paises Bajos,,,
1978,Perú,,,
1978,Polonia,,,
1978,Suecia,,,
1978,Túnez,,,
