anio,id_grupo,seleccion,pts,pj,pg,pe,pp,gf,gc,diferencia,clasificado
1966,1,Inglaterra,5,3,2,1,0,4,0,4,Si
1966,1,Uruguay,4,3,1,2,0,2,1,1,Si
1966,1,México,2,3,0,2,1,1,3,-2,No
1966,1,Francia,1,3,0,1,2,2,5,-3,No
1966,2,Alemania Occidental,5,3,2,1,0,7,1,6,Si
1966,2,Argentina,5,3,2,1,0,4,1,3,Si
1966,2,España,2,3,1,0,2,4,5,-1,No
1966,2,Suiza,0,3,0,0,3,1,9,-8,No
1966,3,Portugal,6,3,3,0,0,9,2,7,Si
1966,3,Hungría,4,3,2,0,1,7,5,2,Si
1966,3,Brasil,2,3,1,0,2,4,6,-2,No
1966,3,Bulgaria,0,3,0,0,3,1,8,-7,No
1966,4,URSS,6,3,3,0,0,6,1,5,Si
1966,4,Corea del Norte,3,3,1,1,1,2,4,-2,Si
1966,4,Italia,2,3,1,0,2,2,2,0,No
1966,4,Chile,1,3,0,1,2,2,5,-3,No
