anio,seleccion,dorsal,jugador,posicion
1966,Alemania Occidental,,,
1966,Argentina,,,
1966,Brasil,,,
1966,Bulgaria,,,
1966,Chile,,,
1966,Corea del Norte,,,
1966,España,,,
1966,Francia,,,
1966,Hungría,,,
1966,Inglaterra,,,
1966,Italia,,,
1966,México,,,
1966,Portugal,,,
1966,Suiza,,,
1966,URSS,,,
1966,Uruguay,,,
