anio,id_partido_str,equipo,jugador,minuto,es_penal,es_autogol
1966,1966_g1_2,Francia,Gerard Hausser,62,NO,NO
1966,1966_g1_2,México,Enrique Borja,48,NO,NO
1966,1966_g1_3,Uruguay,Pedro Rocha,26,NO,NO
1966,1966_g1_3,Uruguay,Julio Cortes,31,NO,NO
1966,1966_g1_3,Francia,Hector De Bourgoing,15,SI,NO
1966,1966_g1_4,Inglaterra,Bobby Charlton,37,NO,NO
1966,1966_g1_4,Inglaterra,Roger Hunt,75,NO,NO
1966,1966_g1_6,Inglaterra,Roger Hunt,38,NO,NO
1966,1966_g1_6,Inglaterra,Roger Hunt,75,NO,NO
1966,1966_g2_1,Alemania Occidental,Sigi Held,15,NO,NO
1966,1966_g2_1,Alemania Occidental,Helmut Haller,20,NO,NO
1966,1966_g2_1,Alemania Occidental,Franz Beckenbauer,39,NO,NO
1966,1966_g2_1,Alemania Occidental,Franz Beckenbauer,52,NO,NO
1966,1966_g2_1,Alemania Occidental,Helmut Haller,77,SI,NO
1966,1966_g2_2,Argentina,Luis Artime,65,NO,NO
1966,1966_g2_2,Argentina,Luis Artime,79,NO,NO
1966,1966_g2_2,España,Pirri,71,NO,NO
1966,1966_g2_3,España,Manuel Sanchis,57,NO,NO
1966,1966_g2_3,España,Amancio,75,NO,NO
1966,1966_g2_3,Suiza,Rene Quentin,28,NO,NO
1966,1966_g2_5,Argentina,Luis Artime,53,NO,NO
1966,1966_g2_5,Argentina,Ermindo Onega,81,NO,NO
1966,1966_g2_6,Alemania Occidental,Lothar Emmerich,38,NO,NO
1966,1966_g2_6,Alemania Occidental,Uwe Seeler,84,NO,NO
1966,1966_g2_6,España,Jose Maria Fuste,22,NO,NO
1966,1966_g3_1,Brasil,Pelé,15,NO,NO
1966,1966_g3_1,Brasil,Garrincha,63,NO,NO
1966,1966_g3_2,Portugal,Jose Augusto,2,NO,NO
1966,1966_g3_2,Portugal,Jose Augusto,67,NO,NO
1966,1966_g3_2,Portugal,Jose Torres,90,NO,NO
1966,1966_g3_2,Hungría,Ferenc Bene,60,NO,NO
