anio,seleccion,dorsal,jugador,posicion
1938,Alemania,,,
1938,Austria,,,
1938,Bélgica,,,
1938,Brasil,,,
1938,Checoslovaquia,,,
1938,Cuba,,,
1938,Francia,,,
1938,Hungría,,,
1938,Indias Orientales Holand.,,,
1938,Italia,,,
1938,Noruega,,,
1938,Paises Bajos,,,
1938,Polonia,,,
1938,Rumania,,,
1938,Suecia,,,
1938,Suiza,,,
