anio,posicion,jugador,seleccion
1982,Arquero,Dino Zoff,Italia
1982,Defensores,Fulvio Collovati,Italia
1982,Defensores,Claudio Gentile,Italia
1982,Defensores,Junior,Brasil
1982,Defensores,Luizinho,Brasil
1982,Mediocampistas,Zbigniew Boniek,Polonia
1982,Mediocampistas,Falcao,Brasil
1982,Mediocampistas,Michel Platini,Francia
1982,Mediocampistas,Zico,Brasil
1982,Delanteros,Paolo Rossi,Italia
1982,Delanteros,Karl-Heinz Rummenigge,Alemania Occidental
