anio,jugador,seleccion,goles,partidos,promedio
1982,Paolo Rossi,Italia,6,7,0.86
1982,Karl-Heinz Rummenigge,Alemania Occidental,5,7,0.71
1982,Zbigniew Boniek,Polonia,4,6,0.67
1982,Zico,Brasil,4,5,0.80
1982,Gerry Armstrong,Irlanda del Norte,3,5,0.60
1982,Falcao,Brasil,3,5,0.60
1982,Alain Giresse,Francia,3,6,0.50
1982,Laszlo Kiss,Hungría,3,3,1.00
1982,Salah Assad,Argelia,2,3,0.67
1982,Daniel Bertoni,Argentina,2,5,0.40
1982,Eder,Brasil,2,5,0.40
1982,Laszlo Fazekas,Hungría,2,3,0.67
1982,Klaus Fischer,Alemania Occidental,2,6,0.33
1982,Trevor Francis,Inglaterra,2,5,0.40
1982,Bernard Genghini,Francia,2,5,0.40
1982,Billy Hamilton,Irlanda del Norte,2,5,0.40
1982,Pierre Littbarski,Alemania Occidental,2,7,0.29
1982,Diego Maradona,Argentina,2,5,0.40
1982,Tibor Nyilasi,Hungría,2,3,0.67
1982,Antonin Panenka,Checoslovaquia,2,2,1.00
1982,Daniel Passarella,Argentina,2,5,0.40
1982,Michel Platini,Francia,2,5,0.40
1982,Gabor Poloskei,Hungría,2,3,0.67
1982,Bryan Robson,Inglaterra,2,4,0.50
1982,Dominique Rocheteau,Francia,2,4,0.50
1982,Walter Schachner,Austria,2,5,0.40
1982,Serginho,Brasil,2,5,0.40
1982,Didier Six,Francia,2,7,0.29
1982,Socrates,Brasil,2,5,0.40
1982,Marco Tardelli,Italia,2,7,0.29
1982,John Wark,Escocia,2,3,0.67
1982,Abdulaziz Al Balushi,Kuwait,1,3,0.33
1982,Faisal Al Dakhil,Kuwait,1,3,0.33
1982,Alessandro Altobelli,Italia,1,3,0.33
1982,Steve Archibald,Escocia,1,3,0.33
1982,Osvaldo Ardiles,Argentina,1,5,0.20
1982,Andrei Bal,URSS,1,4,0.25
1982,Sergei Baltacha,URSS,1,5,0.20
1982,Lakhdar Belloumi,Argelia,1,2,0.50
1982,Tedj Bensaoula,Argelia,1,3,0.33
1982,Oleg Blokhin,URSS,1,5,0.20
1982,Maxime Bossis,Francia,1,6,0.17
1982,Paul Breitner,Alemania Occidental,1,7,0.14
1982,Andrzej Buncol,Polonia,1,7,0.14
1982,Antonio Cabrini,Italia,1,7,0.14
1982,Aleksandr Chivadze,URSS,1,5,0.20
1982,Wlodzimierz Ciolek,Polonia,1,4,0.25
1982,Ludo Coeck,Bélgica,1,5,0.20
1982,Bruno Conti,Italia,1,7,0.14
1982,Alain Couriol,Francia,1,3,0.33
1982,Alex Czerniatynski,Bélgica,1,5,0.20
1982,Kenny Dalglish,Escocia,1,2,0.50
1982,Ramon Diaz,Argentina,1,4,0.25
1982,Ruben Diaz,Perú,1,3,0.33
1982,Yuri Gavrilov,URSS,1,5,0.20
1982,Rene Girard,Francia,1,5,0.20
1982,Francesco Graziani,Italia,1,7,0.14
1982,Ivan Gudelj,Yugoslavia,1,3,0.33
1982,Reinhold Hintermaier,Austria,1,5,0.20
1982,Horst Hrubesch,Alemania Occidental,1,5,0.20
1982,Joe Jordan,Escocia,1,1,1.00
1982,Juanito,España,1,4,0.25
1982,Junior,Brasil,1,5,0.20
1982,Hans Krankl,Austria,1,4,0.25
1982,Janusz Kupcewicz,Polonia,1,5,0.20
1982,Guillermo La Rosa,Perú,1,3,0.33
1982,Eduardo Laing,Honduras,1,2,0.50
1982,Grzegorz Lato,Polonia,1,7,0.14
1982,Juan Letelier,Chile,1,2,0.50
1982,Lopez Ufarte,España,1,4,0.25
1982,Rabah Madjer,Argelia,1,3,0.33
1982,Stefan Majewski,Polonia,1,7,0.14
1982,Paul Mariner,Inglaterra,1,5,0.20
1982,Gregoire Mbida,Camerún,1,3,0.33
1982,Gustavo Moscoso,Chile,1,3,0.33
1982,David Narey,Escocia,1,3,0.33
1982,Miguel Neira,Chile,1,3,0.33
1982,Khoren Oganesian,URSS,1,3,0.33
1982,Oscar,Brasil,1,5,0.20
1982,Vladimir Petrovic,Yugoslavia,1,3,0.33
1982,Bruno Pezzey,Austria,1,5,0.20
1982,Luis Ramirez,El Salvador,1,3,0.33
1982,Uwe Reinders,Alemania Occidental,1,3,0.33
1982,John Robertson,Escocia,1,3,0.33
1982,Enrique Saura,España,1,4,0.25
1982,Ramaz Shengelia,URSS,1,5,0.20
1982,Wlodimierz Smolarek,Polonia,1,6,0.17
1982,Gerard Soler,Francia,1,6,0.17
1982,Graeme Souness,Escocia,1,3,0.33
1982,Steve Sumner,Nueva Zelanda,1,3,0.33
1982,Andrzej Szarmach,Polonia,1,2,0.50
1982,Lazar Szentes,Hungría,1,2,0.50
1982,Jozsef Toth,Hungría,1,2,0.50
1982,Marius Tresor,Francia,1,7,0.14
1982,Erwin Vandenbergh,Bélgica,1,5,0.20
1982,Jozsef Varga,Hungría,1,2,0.50
1982,Steve Wooddin,Nueva Zelanda,1,3,0.33
1982,Jesus Zamora,España,1,4,0.25
1982,Hector Zelaya,Honduras,1,3,0.33
