anio,jugador,seleccion,goles,partidos,promedio
2002,Ronaldo,Brasil,8,7,1.14
2002,Miroslav Klose,Alemania,5,7,0.71
2002,Rivaldo,Brasil,5,7,0.71
2002,Jon Dahl Tomasson,Dinamarca,4,4,1.00
2002,Christian Vieri,Italia,4,4,1.00
2002,Michael Ballack,Alemania,3,6,0.50
2002,Bouba Diop,Senegal,3,5,0.60
2002,Robbie Keane,Irlanda,3,4,0.75
2002,Henrik Larsson,Suecia,3,4,0.75
2002,Ilhan Mansiz,Turquía,3,7,0.43
2002,Fernando Morientes,España,3,5,0.60
2002,Pauleta,Portugal,3,3,1.00
2002,Raul,España,3,4,0.75
2002,Marc Wilmots,Bélgica,3,4,0.75
2002,Jung Hwan Ahn,Corea del Sur,2,7,0.29
2002,Jared Borgetti,México,2,4,0.50
2002,Henri Camara,Senegal,2,4,0.50
2002,Nelson Cuevas,Paraguay,2,2,1.00
2002,Umit Davala,Turquía,2,7,0.29
2002,Landon Donovan,Estados Unidos,2,5,0.40
2002,Ronald Gomez,Costa Rica,2,3,0.67
2002,Fernando Hierro,España,2,4,0.50
2002,Junichi Inamoto,Japón,2,4,0.50
2002,Brian Mcbride,Estados Unidos,2,5,0.40
2002,Michael Owen,Inglaterra,2,5,0.40
2002,Ronaldinho,Brasil,2,5,0.40
2002,Hasan Sas,Turquía,2,6,0.33
2002,Milenko Acimovic,Eslovenia,1,3,0.33
2002,Julius Aghahowa,Nigeria,1,3,0.33
2002,Niclas Alexandersson,Suecia,1,4,0.25
2002,Francisco Arce,Paraguay,1,4,0.25
2002,Gabriel Batistuta,Argentina,1,3,0.33
2002,David Beckham,Inglaterra,1,5,0.20
2002,Emre Belozoglu,Turquía,1,6,0.17
2002,Vladimir Beschastnykh,Rusia,1,3,0.33
2002,Beto,Portugal,1,3,0.33
2002,Oliver Bierhoff,Alemania,1,5,0.20
2002,Cuauhtemoc Blanco,México,1,4,0.25
2002,Marco Bode,Alemania,1,6,0.17
2002,Raouf Bouzaiene,Túnez,1,3,0.33
2002,Gary Breen,Irlanda,1,4,0.25
2002,Sol Campbell,Inglaterra,1,5,0.20
2002,Jorge Campos,Paraguay,1,4,0.25
2002,Sebastijan Cimirotic,Eslovenia,1,3,0.33
2002,Hernan Crespo,Argentina,1,3,0.33
2002,Alessandro Del Piero,Italia,1,3,0.33
2002,Agustin Delgado,Ecuador,1,3,0.33
2002,Salif Diao,Senegal,1,3,0.33
2002,Damien Duff,Irlanda,1,4,0.25
2002,Edmilson,Brasil,1,6,0.17
2002,Samuel Eto'o,Camerún,1,3,0.33
2002,Khalilou Fadiga,Senegal,1,4,0.25
2002,Rio Ferdinand,Inglaterra,1,5,0.20
2002,Diego Forlan,Uruguay,1,1,1.00
2002,Quinton Fortune,Sudáfrica,1,3,0.33
2002,Emile Heskey,Inglaterra,1,5,0.20
2002,Matt Holland,Irlanda,1,4,0.25
2002,Sun Hong Hwang,Corea del Sur,1,5,0.20
2002,Carsten Jancker,Alemania,1,3,0.33
2002,Junior,Brasil,1,1,1.00
2002,Valeri Karpin,Rusia,1,3,0.33
2002,Bulent Korkmaz,Turquía,1,6,0.17
2002,Pawel Kryszalowicz,Polonia,1,3,0.33
2002,Eul Yong Lee,Corea del Sur,1,4,0.25
2002,Thomas Linke,Alemania,1,7,0.14
2002,Clint Mathis,Estados Unidos,1,3,0.33
2002,Patrick Mboma,Camerún,1,3,0.33
2002,Benni Mccarthy,Sudáfrica,1,3,0.33
2002,Edison Mendez,Ecuador,1,3,0.33
2002,Gaizka Mendieta,España,1,3,0.33
2002,Teboho Mokoena,Sudáfrica,1,3,0.33
2002,Richard Morales,Uruguay,1,2,0.50
2002,Hiroaki Morishima,Japón,1,3,0.33
2002,Hidetoshi Nakata,Japón,1,4,0.25
2002,Oliver Neuville,Alemania,1,6,0.17
2002,Siyabonga Nomvethe,Sudáfrica,1,2,0.50
2002,John O'Brien,Estados Unidos,1,5,0.20
2002,Ivica Olic,Croacia,1,2,0.50
2002,Emmanuel Olisadebe,Polonia,1,3,0.33
2002,Ji Sung Park,Corea del Sur,1,7,0.14
2002,Winston Parks,Costa Rica,1,2,0.50
2002,Lucas Radebe,Sudáfrica,1,3,0.33
2002,Milan Rapaic,Croacia,1,3,0.33
2002,Alvaro Recoba,Uruguay,1,3,0.33
2002,Roberto Carlos,Brasil,1,6,0.17
2002,Dario Rodriguez,Uruguay,1,3,0.33
2002,Dennis Rommedahl,Dinamarca,1,4,0.25
2002,Rui Costa,Portugal,1,2,0.50
2002,Roque Santa Cruz,Paraguay,1,4,0.25
2002,Bernd Schneider,Alemania,1,7,0.14
2002,Ki Hyeon Seol,Corea del Sur,1,7,0.14
2002,Wesley Sonck,Bélgica,1,4,0.25
2002,Chong Gug Song,Corea del Sur,1,7,0.14
2002,Hakan Sukur,Turquía,1,7,0.14
2002,Takayuki Suzuki,Japón,1,4,0.25
2002,Anders Svensson,Suecia,1,4,0.25
2002,Dmitri Sychev,Rusia,1,3,0.33
2002,Egor Titov,Rusia,1,3,0.33
2002,Gerardo Torrado,México,1,4,0.25
2002,Juan Carlos Valeron,España,1,4,0.25
2002,Peter Van Der Heyden,Bélgica,1,2,0.50
2002,Johan Walem,Bélgica,1,3,0.33
2002,Paulo Wanchope,Costa Rica,1,3,0.33
2002,Mauricio Wright,Costa Rica,1,3,0.33
2002,Sang Chul Yoo,Corea del Sur,1,7,0.14
2002,Marcin Zewlakow,Polonia,1,3,0.33
