anio,id_partido_str,num_partido,num_partido_seq,fuente,fecha,etapa,local,visitante,goles_local,goles_visitante,tiempo_extra,penales,penales_local,penales_visitante
1934,1934_r_1,1,1,resultados,27-May-1934,Octavos,Alemania,Bélgica,5,2,NO,NO,,
1934,1934_r_2,2,2,resultados,27-May-1934,Octavos,Suecia,Argentina,3,2,NO,NO,,
1934,1934_r_3,3,3,resultados,27-May-1934,Octavos,Italia,Estados Unidos,7,1,NO,NO,,
1934,1934_r_4,4,4,resultados,27-May-1934,Octavos,Hungría,Egipto,4,2,NO,NO,,
1934,1934_r_5,5,5,resultados,27-May-1934,Octavos,España,Brasil,3,1,NO,NO,,
1934,1934_r_6,6,6,resultados,27-May-1934,Octavos,Checoslovaquia,Rumania,2,1,NO,NO,,
1934,1934_r_7,7,7,resultados,27-May-1934,Octavos,Suiza,Paises Bajos,3,2,NO,NO,,
1934,1934_r_8,8,8,resultados,27-May-1934,Octavos,Austria,Francia,3,2,SI,NO,,
1934,1934_r_9,9,9,resultados,31-May-1934,Cuartos,Checoslovaquia,Suiza,3,2,NO,NO,,
1934,1934_r_10,10,10,resultados,31-May-1934,Cuartos,Austria,Hungría,2,1,NO,NO,,
1934,1934_r_11,11,11,resultados,31-May-1934,Cuartos,Alemania,Suecia,2,1,NO,NO,,
1934,1934_r_12,12,12,resultados,31-May-1934,Cuartos,Italia,España,1,1,SI,NO,,
1934,1934_r_13,13,13,resultados,01-Jun-1934,Cuartos,Italia,España,1,0,NO,NO,,
1934,1934_r_14,14,14,resultados,03-Jun-1934,Semis,Checoslovaquia,Alemania,3,1,NO,NO,,
1934,1934_r_15,15,15,resultados,03-Jun-1934,Semis,Italia,Austria,1,0,NO,NO,,
1934,1934_r_16,16,16,resultados,07-Jun-1934,3er Puesto,Austria,Alemania,2,3,NO,NO,,
1934,1934_r_17,17,17,resultados,10-Jun-1934,Final,Italia,Checoslovaquia,2,1,SI,NO,,
1934,1934_r_,,18,resultados,27-May-1934,,Alemania,Bélgica,5,2,NO,NO,,
