anio,seleccion,dorsal,jugador,posicion
1950,Bolivia,,,
1950,Brasil,,,
1950,Chile,,,
1950,España,,,
1950,Estados Unidos,,,
1950,Inglaterra,,,
1950,Italia,,,
1950,México,,,
1950,Paraguay,,,
1950,Suecia,,,
1950,Suiza,,,
1950,Uruguay,,,
1950,Yugoslavia,,,
