anio,seleccion,dorsal,jugador,posicion
1982,Alemania Occidental,,,
1982,Argelia,,,
1982,Argentina,,,
1982,Austria,,,
1982,Bélgica,,,
1982,Brasil,,,
1982,Camerún,,,
1982,Checoslovaquia,,,
1982,Chile,,,
1982,El Salvador,,,
1982,Escocia,,,
1982,España,,,
1982,Francia,,,
1982,Honduras,,,
1982,Hungría,,,
1982,Inglaterra,,,
1982,Irlanda del Norte,,,
1982,Italia,,,
1982,Kuwait,,,
1982,Nueva Zelanda,,,
1982,Perú,,,
1982,Polonia,,,
1982,URSS,,,
1982,Yugoslavia,,,
