anio,jugador,seleccion,amarillas,rojas
1982,Americo Gallego,Argentina,1,1
1982,Diego Maradona,Argentina,1,1
1982,Mal Donaghy,Irlanda del Norte,0,1
1982,Ladislav Vizek,Checoslovaquia,0,1
1982,Gilberto Yearwood,Honduras,0,1
1982,Manuel Amoros,Francia,2,0
1982,Zbigniew Boniek,Polonia,2,0
1982,Andrzej Buncol,Polonia,2,0
1982,Claudio Gentile,Italia,2,0
1982,Billy Hamilton,Irlanda del Norte,2,0
1982,Gabriele Oriali,Italia,2,0
1982,Francisco Osorto,El Salvador,2,0
1982,Wlodimierz Smolarek,Polonia,2,0
1982,Uli Stielike,Alemania Occidental,2,0
1982,Abdulaziz Al Anbari,Kuwait,1,0
1982,Jose Alexanko,España,1,0
1982,Giancarlo Antognoni,Italia,1,0
1982,Ibrahim Aoudou,Camerún,1,0
1982,Osvaldo Ardiles,Argentina,1,0
1982,Sergei Baltacha,URSS,1,0
1982,Daniel Bertoni,Argentina,1,0
1982,Vladimir Bessonov,URSS,1,0
1982,Sergei Borovski,URSS,1,0
1982,Hans-Peter Briegel,Alemania Occidental,1,0
1982,Terry Butcher,Inglaterra,1,0
1982,Jose Antonio Camacho,España,1,0
1982,Pavel Chaloupka,Checoslovaquia,1,0
1982,Aleksandr Chivadze,URSS,1,0
1982,Fulvio Collovati,Italia,1,0
1982,Bruno Conti,Italia,1,0
1982,Josef Degeorgi,Austria,1,0
1982,Wolfgang Dremmler,Alemania Occidental,1,0
1982,Jaime Duarte,Perú,1,0
1982,Rodolfo Dubo,Chile,1,0
1982,Ramon Fagoaga,El Salvador,1,0
1982,Naim Fajah,Kuwait,1,0
1982,Falcao,Brasil,1,0
1982,Laszlo Fazekas,Hungría,1,0
1982,Klaus Fischer,Alemania Occidental,1,0
1982,Bernd Foerster,Alemania Occidental,1,0
1982,Miguel Gamboa,Chile,1,0
1982,Lizardo Garrido,Chile,1,0
1982,Bernard Genghini,Francia,1,0
1982,Alain Giresse,Francia,1,0
1982,Rafael Gordillo,España,1,0
1982,Roland Hattenberger,Austria,1,0
1982,Reinhold Hintermaier,Austria,1,0
1982,Horst Hrubesch,Alemania Occidental,1,0
1982,Juanito,España,1,0
1982,Mario Kempes,Argentina,1,0
1982,Zlatko Krmpotic,Yugoslavia,1,0
1982,Juan Letelier,Chile,1,0
1982,Pierre Littbarski,Alemania Occidental,1,0
1982,Rabah Madjer,Argelia,1,0
1982,Stefan Majewski,Polonia,1,0
1982,Faouzi Mansouri,Argelia,1,0
1982,Ramon Maradiaga,Honduras,1,0
1982,Paul Mariner,Inglaterra,1,0
1982,Giampiero Marini,Italia,1,0
1982,Fathi Matar,Kuwait,1,0
1982,Sam Mcilroy,Irlanda del Norte,1,0
1982,Walter Meeuws,Bélgica,1,0
1982,Roger Milla,Camerún,1,0
1982,Luc Millecamps,Bélgica,1,0
1982,Rene Ndjeya,Camerún,1,0
1982,Thomas Nkono,Camerún,1,0
1982,Tibor Nyilasi,Hungría,1,0
1982,Erich Obermayer,Austria,1,0
1982,Jorge Olguin,Argentina,1,0
1982,Andrzej Palasz,Polonia,1,0
1982,Antonin Panenka,Checoslovaquia,1,0
1982,Daniel Passarella,Argentina,1,0
1982,Jean-Marie Pfaff,Bélgica,1,0
1982,Andy Pichler,Austria,1,0
1982,Luis Ramirez,El Salvador,1,0
1982,Carlos Recinos,El Salvador,1,0
1982,Paolo Rossi,Italia,1,0
1982,Jose Sanchez,España,1,0
1982,Walter Schachner,Austria,1,0
1982,Gaetano Scirea,Italia,1,0
1982,Edhem Sljivo,Yugoslavia,1,0
1982,Gerard Soler,Francia,1,0
1982,Graeme Souness,Escocia,1,0
1982,Nenad Stojkovic,Yugoslavia,1,0
1982,Marco Tardelli,Italia,1,0
1982,Jean Tigana,Francia,1,0
1982,Jose Velasquez,Perú,1,0
1982,Waldir Peres,Brasil,1,0
1982,Norman Whiteside,Irlanda del Norte,1,0
1982,Ray Wilkins,Inglaterra,1,0
1982,Roman Wojcicki,Polonia,1,0
1982,Jesus Zamora,España,1,0
1982,Wladyslaw Zmuda,Polonia,1,0
