anio,posicion,jugador,seleccion
1930,Arquero,Enrique Ballestrero,Uruguay
1930,Defensores,Milutin Ivkovic,Yugoslavia
1930,Defensores,Jose Nasazzi,Uruguay
1930,Mediocampistas,Jose Andrade,Uruguay
1930,Mediocampistas,Alvaro Gestido,Uruguay
1930,Mediocampistas,Luis Monti,Argentina
1930,Delanteros,Hector Castro,Uruguay
1930,Delanteros,Pedro Cea,Uruguay
1930,Delanteros,Bert Patenaude,Estados Unidos
1930,Delanteros,Hector Scarone,Uruguay
1930,Delanteros,Guillermo Stabile,Argentina
