anio,seleccion,dorsal,jugador,posicion
1930,Argentina,,,
1930,Bélgica,,,
1930,Bolivia,,,
1930,Brasil,,,
1930,Chile,,,
1930,Estados Unidos,,,
1930,Francia,,,
1930,México,,,
1930,Paraguay,,,
1930,Perú,,,
1930,Rumania,,,
1930,Uruguay,,,
1930,Yugoslavia,,,
