anio,tipo_premio,jugador,seleccion
1998,Balón de Oro,Ronaldo,Brasil
1998,Balón de Plata,Davor Suker,Croacia
1998,Balón de Bronce,Lilian Thuram,Francia
1998,Botín de Oro,Davor Suker,Croacia
1998,Guante de Oro,Fabien Barthez,Francia
1998,Mejor Jugador Joven,Michael Owen,Inglaterra
1998,FIFA Fair Play,Francia,Francia
