anio,seleccion,dorsal,jugador,posicion
1990,Alemania Occidental,,,
1990,Argentina,,,
1990,Austria,,,
1990,Bélgica,,,
1990,Brasil,,,
1990,Camerún,,,
1990,Checoslovaquia,,,
1990,Colombia,,,
1990,Corea del Sur,,,
1990,Costa Rica,,,
1990,Egipto,,,
1990,Emiratos Arabes,,,
1990,Escocia,,,
1990,España,,,
1990,Estados Unidos,,,
1990,Inglaterra,,,
1990,Irlanda,,,
1990,Italia,,,
1990,Paises Bajos,,,
1990,Rumania,,,
1990,Suecia,,,
1990,URSS,,,
1990,Uruguay,,,
1990,Yugoslavia,,,
