anio,jugador,seleccion,amarillas,rojas
1990,Ahmed Ramzy,Egipto,1,0
1990,Andreas Reisinger,Austria,1,0
1990,Ricardo Rocha,Brasil,1,0
1990,Roberto,España,1,0
1990,Oscar Ruggeri,Argentina,1,0
1990,Stefan Schwarz,Suecia,1,0
1990,Roberto Sensini,Argentina,1,0
1990,Ahmed Shoubeir,Egipto,1,0
1990,Juan Simon,Argentina,1,0
1990,Tomas Skuhravy,Checoslovaquia,1,0
1990,Ruben Sosa,Uruguay,1,0
1990,Dragan Stojkovic,Yugoslavia,1,0
1990,Glenn Stromberg,Suecia,1,0
1990,Jonas Thern,Suecia,1,0
1990,Steve Trittschuh,Estados Unidos,1,0
1990,Marco Van Basten,Paises Bajos,1,0
1990,Francisco Villaroya,España,1,0
1990,Zlatko Vujovic,Yugoslavia,1,0
1990,Zoran Vulic,Yugoslavia,1,0
1990,Michael Windischmann,Estados Unidos,1,0
1990,Jan Wouters,Paises Bajos,1,0
1990,Andrei Zygmantovich,URSS,1,0
