id_goleador,anio,id_seleccion,id_jugador,goles,partidos,promedio
291,1962,88,310,4,4,1.0
292,1962,85,3601,4,6,0.67
293,1962,17,758,4,6,0.67
294,1962,11,1820,4,6,0.67
295,1962,11,1535,3,4,0.75
296,1962,85,3579,3,6,0.5
297,1962,86,568,3,6,0.5
298,1962,42,7616,3,4,0.75
299,1962,51,5561,2,1,2.0
300,1962,88,275,2,3,0.67
301,1962,44,1272,2,4,0.5
302,1962,88,373,2,4,0.5
303,1962,17,735,2,6,0.33
304,1962,17,748,2,6,0.33
305,1962,80,5994,2,3,0.67
306,1962,87,6281,2,4,0.5
307,1962,17,771,2,5,0.4
308,1962,19,2632,1,3,0.33
309,1962,34,4848,1,1,1.0
310,1962,87,6069,1,4,0.25
311,1962,80,5825,1,2,0.5
312,1962,44,1239,1,4,0.25
313,1962,19,2653,1,3,0.33
314,1962,80,5849,1,2,0.5
315,1962,56,7704,1,3,0.33
316,1962,56,7707,1,3,0.33
317,1962,6,5248,1,2,0.5
318,1962,44,1284,1,4,0.25
319,1962,56,7752,1,3,0.33
320,1962,44,1293,1,2,0.5
321,1962,86,495,1,3,0.33
322,1962,19,2684,1,3,0.33
323,1962,88,351,1,2,0.5
324,1962,86,526,1,1,1.0
325,1962,86,528,1,6,0.17
326,1962,85,3649,1,2,0.5
327,1962,51,5697,1,2,0.5
328,1962,34,5019,1,2,0.5
329,1962,11,1759,1,2,0.5
330,1962,19,2710,1,2,0.5
331,1962,85,3708,1,5,0.2
332,1962,6,5397,1,2,0.5
333,1962,74,8184,1,3,0.33
334,1962,85,3724,1,5,0.2
335,1962,12,2999,1,2,0.5
336,1962,42,7600,1,4,0.25
337,1962,86,582,1,3,0.33
338,1962,87,6297,1,4,0.25
339,1962,74,8226,1,3,0.33
340,1962,11,1833,1,6,0.17
341,1962,11,1845,1,6,0.17
342,1962,19,2734,1,1,1.0
343,1966,65,3228,9,6,1.5
344,1966,87,6119,6,5,1.2
345,1966,87,6051,4,6,0.67
346,1966,42,7496,4,4,1.0
347,1966,44,1304,4,3,1.33
348,1966,88,376,4,3,1.33
349,1966,6,5165,3,4,0.75
350,1966,44,1239,3,6,0.5
351,1966,44,1302,3,6,0.5
352,1966,65,3255,3,6,0.5
353,1966,88,350,3,5,0.6
354,1966,65,3322,3,6,0.5
355,1966,88,275,2,4,0.5
356,1966,17,700,2,3,0.67
357,1966,42,7571,2,4,0.5
358,1966,20,8000,2,4,0.5
359,1966,87,6281,2,6,0.33
360,1966,34,4858,1,2,0.5
361,1966,12,2915,1,3,0.33
362,1966,88,255,1,5,0.2
363,1966,51,5538,1,2,0.5
364,1966,56,7664,1,3,0.33
365,1966,80,5847,1,4,0.25
366,1966,36,3886,1,1,1.0
367,1966,87,6088,1,4,0.25
368,1966,42,7520,1,4,0.25
369,1966,34,4923,1,1,1.0
370,1966,11,1637,1,2,0.5
371,1966,36,3935,1,3,0.33
372,1966,87,6128,1,6,0.17
373,1966,20,7991,1,2,0.5
374,1966,51,5688,1,3,0.33
375,1966,6,5334,1,4,0.25
376,1966,20,7997,1,4,0.25
377,1966,11,1759,1,2,0.5
378,1966,44,1365,1,5,0.2
379,1966,34,5023,1,2,0.5
380,1966,74,8170,1,2,0.5
