anio,jugador,seleccion,amarillas,rojas
1970,Dagoberto Fontes,Uruguay,2,0
1970,Francis Lee,Inglaterra,2,0
1970,Gerd Mueller,Alemania Occidental,2,0
1970,Gustavo Pena,México,2,0
1970,David Primo,Israel,2,0
1970,Kakhi Asatiani,URSS,1,0
1970,Shraga Bar,Israel,1,0
1970,Menachem Bello,Israel,1,0
1970,Anatoly Bishovets,URSS,1,0
1970,Roberto Boninsegna,Italia,1,0
1970,Tarcisio Burgnich,Italia,1,0
1970,Carlos Alberto,Brasil,1,0
1970,Julio Cortes,Uruguay,1,0
1970,Claes Cronqvist,Suecia,1,0
1970,Giancarlo De Sisti,Italia,1,0
1970,Karol Dobias,Checoslovaquia,1,0
1970,Angelo Domenghini,Italia,1,0
1970,Ion Dumitru,Rumania,1,0
1970,Salvador Flamenco Cabezas,El Salvador,1,0
1970,Gerson,Brasil,1,0
1970,Alexander Horvath,Checoslovaquia,1,0
1970,Vitali Khmelnitski,URSS,1,0
1970,Andrej Kvasnak,Checoslovaquia,1,0
1970,Hennes Loehr,Alemania Occidental,1,0
1970,Gennadi Logofet,URSS,1,0
1970,Max Lorenz,Alemania Occidental,1,0
1970,Evgeni Lovchev,URSS,1,0
1970,Raul Magana,El Salvador,1,0
1970,Ildo Maneiro,Uruguay,1,0
1970,Salvador Mariona,El Salvador,1,0
1970,Sergio Mendez,El Salvador,1,0
1970,Mihai Mocanu,Rumania,1,0
1970,Julio Montero Castillo,Uruguay,1,0
1970,Juan Mujica,Uruguay,1,0
1970,Givili Nodiya,URSS,1,0
1970,Radu Nunweiller,Rumania,1,0
1970,Wolfgang Overath,Alemania Occidental,1,0
1970,Orjan Persson,Suecia,1,0
1970,Rivelino,Brasil,1,0
1970,Gianni Rivera,Italia,1,0
1970,Roberto Rosato,Italia,1,0
1970,Jean Thissen,Bélgica,1,0
1970,Tostao,Brasil,1,0
1970,Luis Ubina,Uruguay,1,0
1970,Javier Valdivia,México,1,0
1970,Paul Van Himst,Bélgica,1,0
