anio,seleccion,dorsal,jugador,posicion
1970,Alemania Occidental,,,
1970,Bélgica,,,
1970,Brasil,,,
1970,Bulgaria,,,
1970,Checoslovaquia,,,
1970,El Salvador,,,
1970,Inglaterra,,,
1970,Israel,,,
1970,Italia,,,
1970,Marruecos,,,
1970,México,,,
1970,Perú,,,
1970,Rumania,,,
1970,Suecia,,,
1970,URSS,,,
1970,Uruguay,,,
